Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBE_M_R
334,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
335,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
336,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
337,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
338,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
339,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
340,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
341,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
342,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
343,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
344,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
345,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
346,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
347,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
348,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
349,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
350,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
351,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
352,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
353,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
354,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
355,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
356,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
357,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
358,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
359,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
360,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
361,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
362,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
363,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
364,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
365,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
366,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
367,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
368,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
369,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Cropland
370,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
371,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Built-up
372,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
373,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
374,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
375,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
376,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
377,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
378,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
379,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
380,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
381,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
382,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
383,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
384,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
385,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
386,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
387,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
388,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
389,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
390,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
391,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
392,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
393,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
394,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
395,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
396,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
397,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
398,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
399,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
400,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
401,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
402,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
403,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
404,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
405,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
406,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
407,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
408,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
409,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
410,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
411,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
412,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
413,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
414,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
415,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
416,NULL,Built-up,Water,NULL,Water,NULL,NULL,Cropland
417,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
418,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
419,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
420,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
421,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
422,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
423,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
424,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
425,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
426,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
427,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
428,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
429,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
430,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
431,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
432,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
433,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
434,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
435,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
436,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
437,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
438,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
439,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
440,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
441,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
442,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
443,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
444,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
445,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
446,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
447,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
448,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
449,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
450,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
451,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
452,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
453,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
454,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
455,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
456,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
457,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
458,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
459,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
460,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
461,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
462,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
463,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
464,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
465,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
466,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
467,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
468,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
469,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
470,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
471,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
472,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
473,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
474,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
475,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
476,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
477,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
478,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
479,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
480,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
481,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Built-up
482,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
483,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
484,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
485,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
486,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
487,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
488,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
489,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
490,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
491,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
492,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
493,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
494,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
495,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
496,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
497,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
498,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
499,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
500,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
501,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
502,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
503,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
504,NULL,Water,Water,NULL,Water,NULL,NULL,Wetland
505,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
506,NULL,Water,Water,NULL,Water,NULL,NULL,Water
507,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
508,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
509,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
510,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
511,NULL,Water,Water,Water,Water,NULL,NULL,Wetland
512,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
513,NULL,Water,Water,Water,Water,NULL,NULL,Water
514,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
515,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
516,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
517,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
518,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
519,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
520,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
521,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
522,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
523,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
524,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
525,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
526,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
527,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
528,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
529,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
530,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
531,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
532,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
533,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
534,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
535,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
536,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
537,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
538,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
539,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
540,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
541,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
542,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
543,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
544,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
545,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
546,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
547,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
548,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
549,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
550,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
551,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
552,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
553,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
554,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
555,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
556,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
557,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
558,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
559,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
560,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
561,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
562,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
563,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
564,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
565,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
566,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
567,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
568,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
569,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
570,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
571,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
572,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
573,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
574,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
576,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
577,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
578,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
579,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
580,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
581,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
582,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
583,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
584,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
585,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
586,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
587,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
588,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
589,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
590,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
591,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
592,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
593,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
594,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
595,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
596,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
597,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
598,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
599,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
600,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
601,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
602,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
603,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
604,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
605,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
606,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
607,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
608,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
609,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
610,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
611,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
612,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
613,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
614,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
615,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
616,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
617,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
618,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
619,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
620,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
621,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
622,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
623,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
624,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
625,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
626,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
627,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
628,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
629,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
630,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
631,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
632,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
633,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
634,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
635,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
636,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
637,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
638,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
639,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
640,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
641,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
642,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
643,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
644,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
645,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
646,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
647,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
648,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
649,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
650,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
651,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
652,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
653,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
654,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
655,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
656,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
657,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
658,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
659,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
660,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
661,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
662,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
663,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
664,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
665,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
666,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
667,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
668,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
669,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
670,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
671,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
672,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
673,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
674,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
675,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
676,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
677,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
678,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
679,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
