Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBR_M_R
1056,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1057,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1058,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
1059,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1060,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1061,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1062,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1063,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1064,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1065,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1066,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1067,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1068,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1069,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1070,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1071,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1072,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1073,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1074,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1075,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1076,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1077,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1078,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1079,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1080,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1081,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1082,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1083,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1084,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1085,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1086,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1087,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1088,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1089,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1090,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
1091,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1092,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1093,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1094,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1095,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1096,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1097,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1098,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1099,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1100,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1101,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1102,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1103,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1104,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1105,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1106,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1107,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
1108,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1109,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1110,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1111,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1112,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1113,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1114,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1115,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1116,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1117,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
1118,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
1119,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1120,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1121,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1122,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1123,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1124,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1125,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1126,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1127,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1128,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1129,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1130,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1131,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1132,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1133,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1134,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1135,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1136,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1137,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1138,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1139,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1140,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1141,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1142,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1143,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
1144,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
1145,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
1146,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1147,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1148,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1149,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1150,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1151,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1152,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1153,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1154,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1155,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1156,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1157,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1158,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1159,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1160,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1161,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1162,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1163,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1164,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
1165,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1166,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1167,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1168,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1169,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1170,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
1171,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Water
1172,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Forest
1173,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
1174,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1175,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1176,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1177,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1178,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1179,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1180,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1181,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1182,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1183,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1184,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
1185,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
1186,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1187,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1188,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1189,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1190,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
1191,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
1192,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1193,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1194,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1195,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1196,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1197,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1198,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1199,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1200,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1201,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1202,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1203,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1204,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1205,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1206,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1207,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1208,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1209,Forest,Water,Water,NULL,Water,NULL,Water,Water
1210,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1211,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1212,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1213,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1214,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
1215,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1216,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1217,Forest,Water,Water,NULL,Water,Water,Water,Water
1218,Forest,Water,Water,NULL,Water,Water,Water,Forest
1219,Forest,Water,Water,NULL,Water,Water,Forest,Water
1220,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1221,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1222,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1223,Forest,Water,Water,NULL,Water,Forest,Water,Water
1224,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1225,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1226,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1227,Forest,Water,Water,Non_Water,Water,NULL,Grassland,Forest
1228,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1229,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1230,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
1231,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1232,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1233,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1234,Forest,Water,Water,Non_Water,Water,Shrubland,Wetland,Forest
1235,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
1236,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1237,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1238,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1239,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1240,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1241,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1242,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1243,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1244,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
1245,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1246,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
1247,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1248,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1249,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1250,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1251,Forest,Water,Water,Water,Water,NULL,Water,Water
1252,Forest,Water,Water,Water,Water,NULL,Water,Forest
1253,Forest,Water,Water,Water,Water,Shrubland,Water,Water
1254,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
1255,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1256,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1257,Forest,Water,Water,Water,Water,Water,Wetland,Water
1258,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1259,Forest,Water,Water,Water,Water,Water,Water,Grassland
1260,Forest,Water,Water,Water,Water,Water,Water,Water
1261,Forest,Water,Water,Water,Water,Water,Water,Forest
1262,Forest,Water,Water,Water,Water,Water,Forest,Water
1263,Forest,Water,Water,Water,Water,Water,Forest,Forest
1264,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1265,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1266,Forest,Water,Water,Water,Water,Forest,Water,Water
1267,Forest,Water,Water,Water,Water,Forest,Water,Forest
1268,Forest,Water,Water,Water,Water,Forest,Forest,Water
1269,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1270,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1271,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1272,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1273,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1274,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1275,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1276,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1277,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1278,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1279,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1280,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1281,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1282,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1283,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1284,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1285,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1286,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1287,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1288,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1289,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1290,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1291,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1292,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1293,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1294,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1295,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1296,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1297,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1298,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1299,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1300,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1301,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1302,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1303,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1304,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1305,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1306,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1307,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
1308,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1309,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
1310,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1311,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1312,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1313,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1314,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1315,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1316,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1317,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1318,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1319,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1320,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1321,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Water
1322,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1323,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1324,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1325,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1326,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
1327,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1328,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1329,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1330,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1331,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1332,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1333,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1334,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1335,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1336,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1337,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1338,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1339,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1340,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1341,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1342,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1343,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1344,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1345,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1346,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
1347,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1348,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1349,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1350,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1351,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1352,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1353,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1354,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1355,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
1356,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1357,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1358,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1359,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1360,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1361,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1362,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1363,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1364,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1365,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1366,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1367,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1368,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1369,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1370,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1371,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1372,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1373,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1374,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1375,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1376,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1377,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1378,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1379,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1380,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1381,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
1382,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1383,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1384,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1385,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1386,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1387,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1388,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1389,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1390,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1391,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1392,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1393,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1394,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1395,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1396,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1397,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1398,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1399,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1400,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1401,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
1402,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
1403,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
1404,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1405,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
1406,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1407,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1408,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1409,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1410,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1411,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1412,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1413,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1414,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1415,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1416,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1417,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1418,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1419,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1420,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
