Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQS_M_R
3574,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3575,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
3576,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
3577,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3578,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3579,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3580,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
3581,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3582,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
3583,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3584,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3585,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3586,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3587,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3588,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3589,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3590,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
3591,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3592,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3593,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
3594,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
3595,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3596,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
3597,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
3598,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3599,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
3600,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3601,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3602,Forest,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
3603,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3604,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3605,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
3606,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3607,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3608,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3609,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
3610,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
3611,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
3612,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
3613,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3614,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3615,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
3616,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
3617,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3618,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3619,Forest,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3620,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
3621,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3622,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
3623,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
3624,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Wetland
3625,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
3626,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
3627,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
3628,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
3629,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
3630,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
3631,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3632,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3633,Forest,Water,Water,NULL,Water,NULL,Water,Water
3634,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3635,Forest,Water,Water,NULL,Water,NULL,Forest,Water
3636,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
3637,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
3638,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
3639,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
3640,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
3641,Forest,Water,Water,NULL,Water,Grassland,Water,Water
3642,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
3643,Forest,Water,Water,NULL,Water,Grassland,Forest,Grassland
3644,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
3645,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
3646,Forest,Water,Water,NULL,Water,Wetland,Water,Water
3647,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3648,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
3649,Forest,Water,Water,NULL,Water,Water,Grassland,Wetland
3650,Forest,Water,Water,NULL,Water,Water,Grassland,Water
3651,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
3652,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3653,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3654,Forest,Water,Water,NULL,Water,Water,Water,Grassland
3655,Forest,Water,Water,NULL,Water,Water,Water,Water
3656,Forest,Water,Water,NULL,Water,Water,Water,Forest
3657,Forest,Water,Water,NULL,Water,Water,Forest,Water
3658,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3659,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
3660,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
3661,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3662,Forest,Water,Water,NULL,Water,Forest,Water,Water
3663,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3664,Forest,Water,Water,NULL,Water,Forest,Forest,Water
3665,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
3666,Forest,Water,Water,Non_Water,Water,NULL,Grassland,Forest
3667,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
3668,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3669,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3670,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
3671,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
3672,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
3673,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Forest
3674,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
3675,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3676,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3677,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
3678,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3679,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3680,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
3681,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
3682,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
3683,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
3684,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3685,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3686,Forest,Water,Water,Water,Water,NULL,Water,Wetland
3687,Forest,Water,Water,Water,Water,NULL,Water,Water
3688,Forest,Water,Water,Water,Water,NULL,Water,Forest
3689,Forest,Water,Water,Water,Water,NULL,Forest,Water
3690,Forest,Water,Water,Water,Water,NULL,Forest,Forest
3691,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
3692,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
3693,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
3694,Forest,Water,Water,Water,Water,Grassland,Water,Water
3695,Forest,Water,Water,Water,Water,Grassland,Water,Forest
3696,Forest,Water,Water,Water,Water,Grassland,Forest,Grassland
3697,Forest,Water,Water,Water,Water,Grassland,Forest,Water
3698,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
3699,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
3700,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
3701,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
3702,Forest,Water,Water,Water,Water,Wetland,Water,Water
3703,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3704,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
3705,Forest,Water,Water,Water,Water,Bareland,Water,Water
3706,Forest,Water,Water,Water,Water,Bareland,Water,Forest
3707,Forest,Water,Water,Water,Water,Water,Wetland,Water
3708,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3709,Forest,Water,Water,Water,Water,Water,Water,Grassland
3710,Forest,Water,Water,Water,Water,Water,Water,Wetland
3711,Forest,Water,Water,Water,Water,Water,Water,Bareland
3712,Forest,Water,Water,Water,Water,Water,Water,Water
3713,Forest,Water,Water,Water,Water,Water,Water,Forest
3714,Forest,Water,Water,Water,Water,Water,Forest,Grassland
3715,Forest,Water,Water,Water,Water,Water,Forest,Water
3716,Forest,Water,Water,Water,Water,Water,Forest,Forest
3717,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
3718,Forest,Water,Water,Water,Water,Forest,Wetland,Water
3719,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3720,Forest,Water,Water,Water,Water,Forest,Water,Water
3721,Forest,Water,Water,Water,Water,Forest,Water,Forest
3722,Forest,Water,Water,Water,Water,Forest,Forest,Water
3723,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3724,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
3725,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3726,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3727,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3728,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3729,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3730,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3731,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3732,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3733,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3734,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3735,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3736,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
3737,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3738,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3739,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3740,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3741,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
3742,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3743,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3744,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
3745,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3746,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3747,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
3748,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
3749,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3750,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3751,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3752,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3753,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3754,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3755,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3756,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3757,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3758,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3759,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3760,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3761,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3762,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3763,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3764,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3765,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3766,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
3767,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3768,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
3769,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3770,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3771,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3772,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
3773,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3774,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3775,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3776,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3777,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3778,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3779,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3780,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3781,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3782,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3783,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3784,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3785,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3786,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3787,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3788,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
3789,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3790,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
3791,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3792,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3793,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3794,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3795,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3796,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3797,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3798,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3799,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3800,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3801,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3802,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
3803,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3804,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3805,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3806,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3807,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3808,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3809,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3810,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
3811,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
3812,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3813,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
3814,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3815,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
3816,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3817,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Water
3818,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
3819,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3820,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3821,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3822,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3823,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
3824,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3825,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3826,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
3827,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3828,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Wetland
3829,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
3830,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
3831,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3832,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Bareland
3833,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3834,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3835,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3836,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3837,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3838,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3839,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3840,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
3841,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3842,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3843,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3844,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3845,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
3846,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3847,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3848,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3849,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3850,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3851,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3852,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3853,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
3854,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3855,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3856,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3857,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
3858,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3859,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3860,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3861,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3862,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3863,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3864,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3865,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3866,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3867,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3868,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3869,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3870,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3871,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
3872,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3873,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3874,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3875,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3876,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3877,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3878,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3879,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
3880,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3881,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3882,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3883,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3884,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3885,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3886,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3887,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3888,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3889,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3890,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3891,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3892,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3893,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3894,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3895,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3896,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3897,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3898,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3899,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3900,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3901,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3902,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3903,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
3904,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3905,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3906,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
3907,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3908,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3909,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Wetland
3910,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
3911,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3912,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3913,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3914,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3915,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
3916,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3917,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3918,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3919,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
3920,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3921,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3922,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3923,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
3924,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3925,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
3926,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3927,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3928,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3929,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3930,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3931,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3932,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3933,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3934,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3935,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3936,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3937,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3938,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3939,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
