Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBS_M_R
1076,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1077,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1078,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1079,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1080,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
1081,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1082,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1083,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
1084,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1085,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1086,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
1087,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1088,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1089,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1090,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1091,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1092,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1093,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1094,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1095,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1096,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1097,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1098,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
1099,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
1100,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1101,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1102,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1103,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1104,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1105,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1106,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1107,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1108,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1109,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1110,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1111,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1112,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1113,Water,Water,Water,NULL,Water,NULL,Wetland,Water
1114,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1115,Water,Water,Water,NULL,Water,NULL,Water,Water
1116,Water,Water,Water,NULL,Water,NULL,Water,Forest
1117,Water,Water,Water,NULL,Water,NULL,Forest,Water
1118,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1119,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1120,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1121,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
1122,Water,Water,Water,NULL,Water,Wetland,Water,Water
1123,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1124,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
1125,Water,Water,Water,NULL,Water,Water,Wetland,Water
1126,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1127,Water,Water,Water,NULL,Water,Water,Water,Grassland
1128,Water,Water,Water,NULL,Water,Water,Water,Bareland
1129,Water,Water,Water,NULL,Water,Water,Water,Water
1130,Water,Water,Water,NULL,Water,Water,Water,Forest
1131,Water,Water,Water,NULL,Water,Water,Forest,Grassland
1132,Water,Water,Water,NULL,Water,Water,Forest,Water
1133,Water,Water,Water,NULL,Water,Water,Forest,Forest
1134,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
1135,Water,Water,Water,NULL,Water,Forest,Water,Water
1136,Water,Water,Water,NULL,Water,Forest,Water,Forest
1137,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
1138,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1139,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
1140,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1141,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1142,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1143,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1144,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1145,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1146,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1147,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1148,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1149,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1150,Water,Water,Water,Non_Water,Water,Water,Water,Water
1151,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1152,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1153,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1154,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
1155,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
1156,Water,Water,Water,Water,Water,NULL,Wetland,Water
1157,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1158,Water,Water,Water,Water,Water,NULL,Water,Wetland
1159,Water,Water,Water,Water,Water,NULL,Water,Water
1160,Water,Water,Water,Water,Water,NULL,Water,Forest
1161,Water,Water,Water,Water,Water,Shrubland,Water,Wetland
1162,Water,Water,Water,Water,Water,Shrubland,Water,Forest
1163,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
1164,Water,Water,Water,Water,Water,Grassland,Water,Water
1165,Water,Water,Water,Water,Water,Grassland,Water,Forest
1166,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
1167,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
1168,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1169,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1170,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1171,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1172,Water,Water,Water,Water,Water,Wetland,Water,Water
1173,Water,Water,Water,Water,Water,Wetland,Water,Forest
1174,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1175,Water,Water,Water,Water,Water,Water,Wetland,Bareland
1176,Water,Water,Water,Water,Water,Water,Wetland,Water
1177,Water,Water,Water,Water,Water,Water,Wetland,Forest
1178,Water,Water,Water,Water,Water,Water,Water,Grassland
1179,Water,Water,Water,Water,Water,Water,Water,Wetland
1180,Water,Water,Water,Water,Water,Water,Water,Bareland
1181,Water,Water,Water,Water,Water,Water,Water,Water
1182,Water,Water,Water,Water,Water,Water,Water,Forest
1183,Water,Water,Water,Water,Water,Water,Forest,Water
1184,Water,Water,Water,Water,Water,Water,Forest,Forest
1185,Water,Water,Water,Water,Water,Forest,Wetland,Water
1186,Water,Water,Water,Water,Water,Forest,Wetland,Forest
1187,Water,Water,Water,Water,Water,Forest,Water,Wetland
1188,Water,Water,Water,Water,Water,Forest,Water,Water
1189,Water,Water,Water,Water,Water,Forest,Water,Forest
1190,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1191,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1192,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1193,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1194,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1195,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1196,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1197,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1198,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1199,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1200,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1201,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1202,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1203,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1204,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1205,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1206,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1207,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1208,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1209,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1210,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1211,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
1212,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1213,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1214,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1215,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1216,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1217,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1218,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1219,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1220,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1221,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1222,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1223,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1224,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Bareland
1225,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1226,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1227,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1228,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1229,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1230,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1231,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1232,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1233,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1234,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1235,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1236,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1237,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1238,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1239,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1240,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1241,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1242,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
1243,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1244,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1245,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1246,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1247,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1248,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1249,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1250,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1251,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1252,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1253,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1254,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1255,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1256,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1257,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1258,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1259,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1260,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1261,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1262,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1263,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1264,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1265,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
1266,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1267,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1268,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1269,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1270,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1271,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1272,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1273,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1274,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1275,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1276,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1277,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1278,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1279,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1280,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1281,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1282,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1283,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1284,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1285,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1286,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1287,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1288,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1289,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Forest
1290,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1291,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1292,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Forest
1293,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1294,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1295,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1296,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1297,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1298,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1299,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1300,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1301,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1302,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1303,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1304,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1305,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1306,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1307,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1308,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1309,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1310,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1311,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1312,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1313,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1314,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1315,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1316,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1317,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1318,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1319,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1320,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1321,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1322,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1323,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1324,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1325,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1326,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1327,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1328,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1329,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1330,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1331,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1332,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1333,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1334,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1335,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1336,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1337,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1338,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1339,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1340,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1341,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1342,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1343,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1344,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1345,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1346,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1347,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1348,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1349,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1350,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1351,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1352,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1353,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1354,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1355,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
1356,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1357,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1358,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1359,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1360,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1361,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1362,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1363,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1364,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1365,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1366,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1367,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1368,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1369,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1370,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1371,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1372,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1373,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
1374,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1375,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1376,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1377,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1378,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1379,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1380,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1381,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1382,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1383,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1384,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1385,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1386,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1387,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1388,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1389,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1390,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1391,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1392,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1393,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1394,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1395,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1396,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1397,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
1398,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1399,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1400,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
1401,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
1402,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
1403,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1404,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
1405,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1406,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1407,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1408,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1409,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1410,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1411,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1412,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1413,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1414,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1415,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1416,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1417,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
1418,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
1419,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
1420,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
1421,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
1422,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1423,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1424,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1425,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1426,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1427,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1428,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1429,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1430,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
1431,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1432,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1433,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1434,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1435,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
1436,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
1437,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
1438,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1439,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1440,Forest,NULL,Water,Non_Water,Water,Shrubland,Wetland,Forest
1441,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
