Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVC_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Wetland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
514,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
515,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
516,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
517,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
518,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
519,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
520,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
521,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
522,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
523,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,NULL
524,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
525,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
526,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
527,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
528,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
529,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
530,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
531,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
532,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
533,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
534,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
535,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
536,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
537,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
538,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
539,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
540,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
541,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
542,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
543,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
544,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
545,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
546,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
547,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
548,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
549,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
550,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
551,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
552,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
553,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
554,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
555,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
556,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
557,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
558,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
559,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
560,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
561,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
562,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
563,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
564,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
565,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
566,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
567,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
568,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
569,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
570,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
571,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
572,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
573,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
574,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
575,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
576,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
577,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
578,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
579,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
580,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
581,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
582,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
583,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
584,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
586,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
587,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
588,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
590,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
591,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
592,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
593,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
594,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
595,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
596,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
597,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
598,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
599,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
600,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Wetland
601,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
602,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
603,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
604,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
605,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
606,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
607,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
608,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
609,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
610,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
611,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
612,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
613,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
614,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
615,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
616,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
617,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
618,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
619,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
620,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
621,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
622,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
623,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
625,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
627,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
628,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
629,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
630,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
631,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
633,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
634,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
635,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
636,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
638,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
639,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
640,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
641,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
642,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
644,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
645,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
649,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
650,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
