Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUK_M_R
5436,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
5437,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5438,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
5439,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
5440,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5441,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5442,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
5443,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
5444,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
5445,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
5446,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
5447,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
5448,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
5449,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
5450,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
5451,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
5452,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
5453,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
5454,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
5455,Forest,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
5456,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5457,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Wetland
5458,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
5459,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
5460,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
5461,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
5462,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
5463,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
5464,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
5465,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
5466,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
5467,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
5468,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
5469,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
5470,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
5471,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
5472,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
5473,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Forest
5474,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
5475,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
5476,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
5477,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
5478,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
5479,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
5480,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
5481,Forest,Water,Wetland,Water,Wetland,Forest,Bareland,Forest
5482,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
5483,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
5484,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland,Wetland,Water
5485,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
5486,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
5487,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5488,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
5489,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5490,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
5491,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5492,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5493,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Water
5494,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
5495,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
5496,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5497,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
5498,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5499,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
5500,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5501,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
5502,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
5503,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5504,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
5505,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
5506,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
5507,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
5508,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
5509,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
5510,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5511,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5512,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
5513,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
5514,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5515,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
5516,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
5517,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5518,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5519,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5520,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
5521,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
5522,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
5523,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5524,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
5525,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
5526,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
5527,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5528,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5529,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5530,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
5531,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5532,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5533,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
5534,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
5535,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
5536,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
5537,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
5538,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
5539,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
5540,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
5541,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
5542,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
5543,Forest,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
5544,Forest,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
5545,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
5546,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
5547,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
5548,Forest,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
5549,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
5550,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
5551,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
5552,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
5553,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
5554,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
5555,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
5556,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
5557,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
5558,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5559,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
5560,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5561,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5562,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5563,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
5564,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
5565,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
5566,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
5567,Forest,Water,Water,NULL,Water,NULL,Water,Water
5568,Forest,Water,Water,NULL,Water,NULL,Water,Forest
5569,Forest,Water,Water,NULL,Water,NULL,Forest,Water
5570,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
5571,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
5572,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
5573,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
5574,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
5575,Forest,Water,Water,NULL,Water,Wetland,Water,Water
5576,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
5577,Forest,Water,Water,NULL,Water,Bareland,NULL,Forest
5578,Forest,Water,Water,NULL,Water,Bareland,Grassland,Grassland
5579,Forest,Water,Water,NULL,Water,Bareland,Grassland,Bareland
5580,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
5581,Forest,Water,Water,NULL,Water,Bareland,Wetland,Grassland
5582,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
5583,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
5584,Forest,Water,Water,NULL,Water,Bareland,Bareland,Water
5585,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
5586,Forest,Water,Water,NULL,Water,Bareland,Water,Water
5587,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
5588,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
5589,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
5590,Forest,Water,Water,NULL,Water,Water,Wetland,Water
5591,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
5592,Forest,Water,Water,NULL,Water,Water,Water,Wetland
5593,Forest,Water,Water,NULL,Water,Water,Water,Water
5594,Forest,Water,Water,NULL,Water,Water,Water,Forest
5595,Forest,Water,Water,NULL,Water,Water,Forest,Water
5596,Forest,Water,Water,NULL,Water,Water,Forest,Forest
5597,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
5598,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
5599,Forest,Water,Water,NULL,Water,Forest,Water,Water
5600,Forest,Water,Water,NULL,Water,Forest,Water,Forest
5601,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
5602,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
5603,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
5604,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
5605,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
5606,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
5607,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
5608,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
5609,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
5610,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
5611,Forest,Water,Water,Non_Water,Water,Water,Bareland,Forest
5612,Forest,Water,Water,Non_Water,Water,Water,Water,Bareland
5613,Forest,Water,Water,Non_Water,Water,Water,Water,Water
5614,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
5615,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
5616,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
5617,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
5618,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
5619,Forest,Water,Water,Water,Water,NULL,Wetland,Water
5620,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
5621,Forest,Water,Water,Water,Water,NULL,Water,Wetland
5622,Forest,Water,Water,Water,Water,NULL,Water,Water
5623,Forest,Water,Water,Water,Water,NULL,Water,Forest
5624,Forest,Water,Water,Water,Water,NULL,Forest,Forest
5625,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
5626,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
5627,Forest,Water,Water,Water,Water,Grassland,Water,Water
5628,Forest,Water,Water,Water,Water,Grassland,Water,Forest
5629,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
5630,Forest,Water,Water,Water,Water,Wetland,Water,Water
5631,Forest,Water,Water,Water,Water,Wetland,Water,Forest
5632,Forest,Water,Water,Water,Water,Bareland,Grassland,Forest
5633,Forest,Water,Water,Water,Water,Bareland,Wetland,Grassland
5634,Forest,Water,Water,Water,Water,Bareland,Wetland,Bareland
5635,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
5636,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
5637,Forest,Water,Water,Water,Water,Bareland,Bareland,Bareland
5638,Forest,Water,Water,Water,Water,Bareland,Bareland,Water
5639,Forest,Water,Water,Water,Water,Bareland,Bareland,Forest
5640,Forest,Water,Water,Water,Water,Bareland,Water,Water
5641,Forest,Water,Water,Water,Water,Bareland,Water,Forest
5642,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
5643,Forest,Water,Water,Water,Water,Water,Grassland,Water
5644,Forest,Water,Water,Water,Water,Water,Grassland,Forest
5645,Forest,Water,Water,Water,Water,Water,Wetland,Water
5646,Forest,Water,Water,Water,Water,Water,Wetland,Forest
5647,Forest,Water,Water,Water,Water,Water,Water,Grassland
5648,Forest,Water,Water,Water,Water,Water,Water,Water
5649,Forest,Water,Water,Water,Water,Water,Water,Forest
5650,Forest,Water,Water,Water,Water,Water,Forest,Water
5651,Forest,Water,Water,Water,Water,Water,Forest,Forest
5652,Forest,Water,Water,Water,Water,Forest,Wetland,Water
5653,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
5654,Forest,Water,Water,Water,Water,Forest,Bareland,Water
5655,Forest,Water,Water,Water,Water,Forest,Water,Water
5656,Forest,Water,Water,Water,Water,Forest,Water,Forest
5657,Forest,Water,Water,Water,Water,Forest,Forest,Forest
5658,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
5659,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5660,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
5661,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5662,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5663,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
5664,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
5665,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
5666,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5667,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5668,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5669,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5670,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5671,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5672,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5673,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5674,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5675,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5676,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5677,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5678,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5679,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5680,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5681,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
5682,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5683,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5684,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5685,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5686,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5687,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5688,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5689,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5690,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
5691,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5692,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5693,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5694,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
5695,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5696,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5697,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
5698,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5699,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5700,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
5701,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
5702,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
5703,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5704,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5705,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5706,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
5707,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5708,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5709,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5710,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
5711,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5712,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5713,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
5714,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5715,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5716,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5717,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5718,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5719,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
5720,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
5721,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
5722,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5723,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
5724,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5725,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5726,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
5727,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
5728,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
5729,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5730,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5731,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
5732,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5733,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
5734,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
5735,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
5736,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
5737,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
5738,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
5739,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
5740,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
5741,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
5742,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
5743,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
5744,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
5745,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5746,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
5747,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
5748,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
5749,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
5750,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5751,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5752,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5753,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5754,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5755,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5756,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5757,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5758,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5759,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
5760,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
5761,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5762,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
5763,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5764,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5765,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5766,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5767,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5768,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5769,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5770,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5771,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5772,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5773,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5774,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5775,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
5776,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5777,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
5778,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
5779,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5780,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5781,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
5782,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5783,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
5784,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5785,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5786,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
5787,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5788,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5789,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5790,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
5791,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5792,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5793,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
5794,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
5795,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5796,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5797,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5798,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5799,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5800,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5801,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
5802,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
5803,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5804,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
