Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LWR_M_R
2871,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2872,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2873,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2874,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2875,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2876,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2877,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2878,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2879,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2880,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2881,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2882,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2883,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2884,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2885,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2886,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2887,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2888,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2889,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2890,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2891,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2892,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2893,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2894,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2895,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2896,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2897,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2898,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2899,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2900,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2901,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2902,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2903,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2904,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2905,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
2906,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2907,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
2908,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2909,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2910,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2911,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2912,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2913,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2914,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2915,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2916,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2917,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2918,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2919,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
2920,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2921,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2922,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2923,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2924,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2925,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2926,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2927,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2928,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2929,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2930,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2931,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2932,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2933,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
2934,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2935,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2936,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
2937,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2938,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2939,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2940,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2941,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2942,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2943,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2944,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2945,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2946,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2947,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2948,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2949,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2950,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2951,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2952,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2953,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2954,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2955,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2956,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2957,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2958,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2959,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2960,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2961,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2962,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
2963,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2964,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2965,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2966,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2967,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2968,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2969,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2970,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2971,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
2972,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2973,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2974,Water,Water,Water,NULL,Water,NULL,NULL,Built-up
2975,Water,Water,Water,NULL,Water,NULL,NULL,Water
2976,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2977,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
2978,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2979,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2980,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2981,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2982,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2983,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2984,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2985,Water,Water,Water,Water,Water,NULL,NULL,Cropland
2986,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2987,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2988,Water,Water,Water,Water,Water,NULL,NULL,Water
2989,Water,Water,Water,Water,Water,NULL,NULL,Forest
2990,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2991,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2992,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2993,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2994,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2995,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2996,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2997,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2998,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2999,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3000,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3001,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3002,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3003,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3004,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3005,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
3006,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3007,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3008,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3009,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3010,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3011,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3012,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3013,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3014,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3015,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3016,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3017,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3018,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3019,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3020,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
3021,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
3022,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3023,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3024,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3025,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3026,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3027,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3028,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3029,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3030,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3031,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3032,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3033,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3034,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3035,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3036,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
3037,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
3038,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3039,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
3040,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
3041,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3042,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3043,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3044,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
3045,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3046,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
3047,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
3048,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
3049,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
3050,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3051,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3052,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3053,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3054,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3055,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3056,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
3057,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3058,Water,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
3059,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
3060,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
3061,Water,Forest,Water,NULL,Water,NULL,NULL,Water
3062,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
3063,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
3064,Water,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
3065,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
3066,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
3067,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
3068,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
3069,Water,Forest,Water,Water,Water,NULL,NULL,Water
3070,Water,Forest,Water,Water,Water,NULL,NULL,Forest
3071,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3072,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3073,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3074,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
3075,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3076,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3077,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3078,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3079,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3080,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3081,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3082,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
3083,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
3084,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3085,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3086,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3087,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3088,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3089,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3090,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3091,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3092,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3093,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3094,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Forest
3095,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3096,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3097,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3098,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3099,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3100,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3101,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3102,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Grassland
3103,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Forest
3104,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3105,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
3106,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
3107,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3108,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3109,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3110,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3111,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3112,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3113,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3114,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3115,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3116,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3117,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3118,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3119,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3120,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3121,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3122,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3123,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3124,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3125,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3126,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3127,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3128,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3129,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3130,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3131,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
3132,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
3133,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3134,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3135,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3136,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3137,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3138,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3139,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3140,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3141,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3142,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3143,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3144,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3145,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3146,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3147,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3148,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3149,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3150,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3151,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3152,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3153,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3154,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3155,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3156,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3157,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3158,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3159,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3160,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3161,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3162,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3163,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3164,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
3165,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
3166,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3167,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
3168,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3169,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3170,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3171,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3172,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3173,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3174,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3175,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3176,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3177,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3178,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3179,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
3180,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3181,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
3182,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
3183,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
3184,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
3185,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3186,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3187,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3188,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3189,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
3190,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3191,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
3192,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
3193,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
3194,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
3195,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
3196,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
3197,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
3198,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
3199,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
3200,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
3201,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
3202,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
3203,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3204,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3205,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3206,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
3207,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3208,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3209,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3210,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
3211,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3212,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3213,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3214,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3215,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3216,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
3217,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
