Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMR_M_R
13802,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
13803,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
13804,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Forest
13805,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
13806,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
13807,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
13808,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
13809,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
13810,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest,Water,Water
13811,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
13812,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
13813,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
13814,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
13815,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
13816,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
13817,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
13818,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
13819,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
13820,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13821,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
13822,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
13823,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
13824,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
13825,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Water,Forest
13826,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
13827,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
13828,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13829,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
13830,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
13831,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
13832,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
13833,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13834,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
13835,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13836,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
13837,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
13838,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
13839,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
13840,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
13841,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
13842,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
13843,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
13844,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
13845,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
13846,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
13847,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
13848,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
13849,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
13850,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
13851,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
13852,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
13853,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
13854,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
13855,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
13856,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
13857,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
13858,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
13859,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13860,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13861,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13862,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
13863,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
13864,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
13865,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
13866,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13867,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13868,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13869,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13870,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
13871,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13872,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
13873,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
13874,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13875,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13876,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
13877,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
13878,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
13879,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
13880,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
13881,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
13882,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
13883,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
13884,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
13885,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
13886,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
13887,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
13888,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
13889,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
13890,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
13891,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
13892,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
13893,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13894,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
13895,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
13896,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
13897,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
13898,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13899,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13900,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
13901,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13902,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13903,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13904,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
13905,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
13906,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
13907,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
13908,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
13909,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
13910,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
13911,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
13912,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13913,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
13914,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
13915,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
13916,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
13917,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13918,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
13919,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
13920,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13921,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
13922,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
13923,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
13924,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
13925,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
13926,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
13927,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
13928,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
13929,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Water
13930,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13931,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13932,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13933,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
13934,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
13935,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
13936,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
13937,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Forest
13938,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
13939,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
13940,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13941,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13942,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
13943,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
13944,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
13945,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
13946,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13947,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
13948,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
13949,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13950,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
13951,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13952,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
13953,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
13954,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
13955,Forest,Built-up,Cropland,Water,Non_Wetland,Grassland,Water,Forest
13956,Forest,Built-up,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
13957,Forest,Built-up,Cropland,Water,Non_Wetland,Water,NULL,Water
13958,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
13959,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
13960,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
13961,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Grassland
13962,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
13963,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
13964,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Grassland
13965,Forest,Built-up,Wetland,NULL,Wetland,Water,Built-up,Forest
13966,Forest,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
13967,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Water
13968,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
13969,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
13970,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
13971,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Forest
13972,Forest,Built-up,Wetland,Water,Wetland,NULL,Water,Grassland
13973,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
13974,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
13975,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
13976,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
13977,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
13978,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
13979,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
13980,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Forest
13981,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
13982,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
13983,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
13984,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,NULL,Grassland
13985,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
13986,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
13987,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Built-up,Forest
13988,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
13989,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
13990,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Forest
13991,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
13992,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13993,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13994,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
13995,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13996,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
13997,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
13998,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
13999,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
14000,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
14001,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
14002,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
14003,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
14004,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
14005,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
14006,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
14007,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
14008,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
14009,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
14010,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
14011,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
14012,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
14013,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
14014,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
14015,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
14016,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
14017,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
14018,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
14019,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
14020,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
14021,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
14022,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
14023,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
14024,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
14025,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
14026,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
14027,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
14028,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
14029,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
14030,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
14031,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
14032,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
14033,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
14034,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
14035,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
14036,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
14037,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
14038,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
14039,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
14040,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
14041,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
14042,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
14043,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
14044,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
14045,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Built-up
14046,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
14047,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
14048,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
14049,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
14050,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
14051,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
14052,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
14053,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
14054,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
14055,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
14056,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
14057,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
14058,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
14059,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
14060,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
14061,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
14062,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
14063,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
14064,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
14065,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
14066,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
14067,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
14068,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
14069,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
14070,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
14071,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
14072,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
14073,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
14074,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Forest,Forest
14075,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
14076,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
14077,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
14078,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
14079,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
14080,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
14081,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Forest
14082,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
14083,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
14084,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
14085,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
14086,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14087,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
14088,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Forest
14089,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
14090,Forest,Built-up,Water,NULL,Water,NULL,NULL,Water
14091,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
14092,Forest,Built-up,Water,NULL,Water,NULL,Water,Forest
14093,Forest,Built-up,Water,NULL,Water,Forest,Water,Forest
14094,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
14095,Forest,Built-up,Water,Non_Water,Water,NULL,Built-up,Forest
14096,Forest,Built-up,Water,Non_Water,Water,NULL,Water,Forest
14097,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
14098,Forest,Built-up,Water,Water,Water,NULL,Water,Grassland
14099,Forest,Built-up,Water,Water,Water,NULL,Water,Forest
14100,Forest,Built-up,Water,Water,Water,Forest,NULL,Forest
14101,Forest,Built-up,Water,Water,Water,Forest,Water,Forest
14102,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14103,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
14104,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
14105,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
14106,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
14107,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
14108,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
14109,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
14110,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
14111,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
14112,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
14113,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
14114,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
14115,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
14116,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
14117,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
14118,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
14119,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Bareland
14120,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
14121,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
14122,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Built-up
14123,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
14124,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
14125,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
14126,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
