Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQQ_M_R
3317,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3318,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3319,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3320,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
3321,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3322,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
3323,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
3324,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3325,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
3326,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3327,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3328,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3329,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3330,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3331,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
3332,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
3333,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
3334,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3335,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
3336,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
3337,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
3338,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
3339,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3340,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
3341,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3342,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3343,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3344,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
3345,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
3346,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
3347,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3348,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3349,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3350,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3351,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
3352,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3353,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
3354,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3355,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3356,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3357,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3358,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3359,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3360,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3361,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3362,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3363,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3364,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3365,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
3366,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3367,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3368,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3369,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
3370,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3371,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3372,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3373,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3374,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3375,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3376,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3377,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3378,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3379,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3380,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3381,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3382,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3383,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3384,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
3385,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3386,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3387,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3388,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3389,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
3390,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
3391,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
3392,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3393,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3394,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
3395,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
3396,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3397,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
3398,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3399,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3400,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3401,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
3402,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
3403,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3404,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
3405,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
3406,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
3407,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3408,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
3409,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
3410,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
3411,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
3412,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
3413,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
3414,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
3415,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
3416,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
3417,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
3418,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Water
3419,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
3420,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3421,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3422,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3423,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
3424,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3425,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
3426,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3427,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3428,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3429,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3430,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
3431,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3432,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
3433,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3434,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3435,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3436,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3437,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3438,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3439,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
3440,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3441,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3442,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
3443,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
3444,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
3445,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
3446,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
3447,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3448,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
3449,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3450,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3451,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
3452,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3453,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3454,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
3455,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3456,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3457,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3458,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3459,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3460,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
3461,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3462,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
3463,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3464,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3465,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3466,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3467,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3468,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3469,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
3470,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3471,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3472,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
3473,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
3474,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
3475,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3476,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3477,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3478,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3479,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3480,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3481,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
3482,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
3483,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3484,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
3485,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
3486,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
3487,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
3488,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
3489,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Water
3490,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
3491,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
3492,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
3493,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
3494,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
3495,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
3496,Forest,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
3497,Forest,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
3498,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3499,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3500,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3501,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3502,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3503,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
3504,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
3505,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
3506,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3507,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
3508,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
3509,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3510,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3511,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Water
3512,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3513,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3514,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3515,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
3516,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
3517,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3518,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
3519,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3520,Forest,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3521,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
3522,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3523,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
3524,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
3525,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
3526,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
3527,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Water
3528,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
3529,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
3530,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
3531,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
3532,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
3533,Forest,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Water
3534,Forest,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
3535,Forest,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
3536,Forest,Water,Built-up,Water,Non_Wetland,NULL,Water,Forest
3537,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
3538,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
3539,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
3540,Forest,Water,Built-up,Water,Non_Wetland,Forest,Wetland,Water
3541,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3542,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3543,Forest,Water,Water,NULL,Water,NULL,Water,Water
3544,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3545,Forest,Water,Water,NULL,Water,NULL,Forest,Water
3546,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
3547,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
3548,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
3549,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
3550,Forest,Water,Water,NULL,Water,Grassland,Water,Water
3551,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
3552,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
3553,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
3554,Forest,Water,Water,NULL,Water,Bareland,Grassland,Grassland
3555,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
3556,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
3557,Forest,Water,Water,NULL,Water,Bareland,Water,Water
3558,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
3559,Forest,Water,Water,NULL,Water,Bareland,Forest,Water
3560,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
3561,Forest,Water,Water,NULL,Water,Water,Grassland,Water
3562,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
3563,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3564,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3565,Forest,Water,Water,NULL,Water,Water,Water,Water
3566,Forest,Water,Water,NULL,Water,Water,Water,Forest
3567,Forest,Water,Water,NULL,Water,Water,Forest,Water
3568,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3569,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
3570,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3571,Forest,Water,Water,NULL,Water,Forest,Water,Water
3572,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3573,Forest,Water,Water,NULL,Water,Forest,Forest,Water
3574,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
3575,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
3576,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
3577,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3578,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3579,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
3580,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
3581,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
3582,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
3583,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3584,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3585,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3586,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3587,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
3588,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
3589,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
3590,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
3591,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
3592,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3593,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3594,Forest,Water,Water,Water,Water,NULL,Water,Water
3595,Forest,Water,Water,Water,Water,NULL,Water,Forest
3596,Forest,Water,Water,Water,Water,NULL,Forest,Water
3597,Forest,Water,Water,Water,Water,NULL,Forest,Forest
3598,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
3599,Forest,Water,Water,Water,Water,Grassland,Wetland,Wetland
3600,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
3601,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
3602,Forest,Water,Water,Water,Water,Grassland,Water,Bareland
3603,Forest,Water,Water,Water,Water,Grassland,Water,Water
3604,Forest,Water,Water,Water,Water,Grassland,Water,Forest
3605,Forest,Water,Water,Water,Water,Bareland,Grassland,Water
3606,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
3607,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
3608,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
3609,Forest,Water,Water,Water,Water,Bareland,Water,Water
3610,Forest,Water,Water,Water,Water,Bareland,Water,Forest
3611,Forest,Water,Water,Water,Water,Bareland,Forest,Water
3612,Forest,Water,Water,Water,Water,Water,Wetland,Water
3613,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3614,Forest,Water,Water,Water,Water,Water,Water,Wetland
3615,Forest,Water,Water,Water,Water,Water,Water,Water
3616,Forest,Water,Water,Water,Water,Water,Water,Forest
3617,Forest,Water,Water,Water,Water,Water,Forest,Water
3618,Forest,Water,Water,Water,Water,Water,Forest,Forest
3619,Forest,Water,Water,Water,Water,Forest,Wetland,Water
3620,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3621,Forest,Water,Water,Water,Water,Forest,Water,Water
3622,Forest,Water,Water,Water,Water,Forest,Water,Forest
3623,Forest,Water,Water,Water,Water,Forest,Forest,Water
3624,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3625,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
3626,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3627,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3628,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3629,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3630,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3631,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3632,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3633,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3634,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3635,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3636,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3637,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3638,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3639,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
3640,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3641,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3642,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3643,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3644,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3645,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
3646,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3647,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3648,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3649,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3650,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3651,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3652,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3653,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3654,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
3655,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3656,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3657,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3658,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3659,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3660,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3661,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3662,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3663,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
3664,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3665,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3666,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3667,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3668,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
3669,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3670,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3671,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3672,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3673,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3674,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3675,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3676,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3677,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3678,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3679,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3680,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3681,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3682,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3683,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3684,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
3685,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3686,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3687,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3688,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
