Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYG_M_R
6754,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
6755,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6756,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
6757,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
6758,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
6759,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
6760,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
6761,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6762,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6763,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6764,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6765,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6766,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6767,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6768,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6769,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6770,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6771,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6772,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6773,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6774,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6775,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6776,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6777,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6778,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6779,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6780,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
6781,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6782,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6783,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6784,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6785,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
6786,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
6787,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
6788,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
6789,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6790,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6791,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
6792,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6793,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6794,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6795,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6796,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
6797,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6798,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
6799,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
6800,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
6801,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
6802,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
6803,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
6804,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6805,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
6806,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
6807,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
6808,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
6809,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
6810,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
6811,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
6812,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
6813,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
6814,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
6815,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
6816,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
6817,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
6818,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
6819,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
6820,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
6821,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6822,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6823,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6824,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
6825,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6826,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6827,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6828,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6829,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
6830,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6831,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6832,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
6833,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6834,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
6835,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6836,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
6837,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
6838,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6839,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
6840,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
6841,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
6842,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
6843,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
6844,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
6845,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
6846,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
6847,Forest,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
6848,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
6849,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
6850,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
6851,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
6852,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
6853,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
6854,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
6855,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
6856,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
6857,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
6858,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
6859,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
6860,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
6861,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6862,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
6863,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6864,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
6865,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
6866,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6867,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
6868,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
6869,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
6870,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
6871,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
6872,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
6873,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
6874,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
6875,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
6876,Forest,Water,Water,NULL,Water,NULL,Water,Water
6877,Forest,Water,Water,NULL,Water,NULL,Water,Forest
6878,Forest,Water,Water,NULL,Water,Grassland,NULL,Grassland
6879,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
6880,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
6881,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
6882,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
6883,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
6884,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
6885,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
6886,Forest,Water,Water,NULL,Water,Wetland,Grassland,Grassland
6887,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
6888,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
6889,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
6890,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
6891,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
6892,Forest,Water,Water,NULL,Water,Wetland,Water,Water
6893,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
6894,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
6895,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
6896,Forest,Water,Water,NULL,Water,Bareland,NULL,Grassland
6897,Forest,Water,Water,NULL,Water,Bareland,NULL,Forest
6898,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
6899,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
6900,Forest,Water,Water,NULL,Water,Water,NULL,Grassland
6901,Forest,Water,Water,NULL,Water,Water,NULL,Forest
6902,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
6903,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
6904,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
6905,Forest,Water,Water,NULL,Water,Water,Wetland,Bareland
6906,Forest,Water,Water,NULL,Water,Water,Wetland,Water
6907,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
6908,Forest,Water,Water,NULL,Water,Water,Water,Wetland
6909,Forest,Water,Water,NULL,Water,Water,Water,Water
6910,Forest,Water,Water,NULL,Water,Water,Water,Forest
6911,Forest,Water,Water,NULL,Water,Water,Forest,Water
6912,Forest,Water,Water,NULL,Water,Water,Forest,Forest
6913,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
6914,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
6915,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
6916,Forest,Water,Water,NULL,Water,Forest,Water,Forest
6917,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
6918,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
6919,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
6920,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
6921,Forest,Water,Water,Non_Water,Water,Cropland,Wetland,Forest
6922,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Water
6923,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
6924,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
6925,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
6926,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
6927,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
6928,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
6929,Forest,Water,Water,Non_Water,Water,Water,NULL,Bareland
6930,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
6931,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
6932,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
6933,Forest,Water,Water,Non_Water,Water,Water,Water,Water
6934,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
6935,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
6936,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
6937,Forest,Water,Water,Water,Water,NULL,NULL,Forest
6938,Forest,Water,Water,Water,Water,NULL,Wetland,Water
6939,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
6940,Forest,Water,Water,Water,Water,NULL,Water,Forest
6941,Forest,Water,Water,Water,Water,Grassland,NULL,Forest
6942,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
6943,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
6944,Forest,Water,Water,Water,Water,Grassland,Water,Built-up
6945,Forest,Water,Water,Water,Water,Grassland,Water,Forest
6946,Forest,Water,Water,Water,Water,Wetland,NULL,Grassland
6947,Forest,Water,Water,Water,Water,Wetland,NULL,Forest
6948,Forest,Water,Water,Water,Water,Wetland,Grassland,Water
6949,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
6950,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
6951,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
6952,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
6953,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
6954,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
6955,Forest,Water,Water,Water,Water,Wetland,Water,Water
6956,Forest,Water,Water,Water,Water,Wetland,Water,Forest
6957,Forest,Water,Water,Water,Water,Wetland,Forest,Water
6958,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
6959,Forest,Water,Water,Water,Water,Water,NULL,Water
6960,Forest,Water,Water,Water,Water,Water,NULL,Forest
6961,Forest,Water,Water,Water,Water,Water,Grassland,Water
6962,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
6963,Forest,Water,Water,Water,Water,Water,Wetland,Water
6964,Forest,Water,Water,Water,Water,Water,Wetland,Forest
6965,Forest,Water,Water,Water,Water,Water,Water,Wetland
6966,Forest,Water,Water,Water,Water,Water,Water,Water
6967,Forest,Water,Water,Water,Water,Water,Water,Forest
6968,Forest,Water,Water,Water,Water,Water,Forest,Water
6969,Forest,Water,Water,Water,Water,Water,Forest,Forest
6970,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
6971,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6972,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6973,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6974,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6975,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6976,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6977,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
6978,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6979,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6980,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6981,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6982,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6983,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6984,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6985,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6986,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6987,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6988,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6989,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
6990,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6991,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6992,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6993,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
6994,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6995,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6996,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6997,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6998,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6999,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
7000,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
7001,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7002,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
7003,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
7004,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7005,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7006,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7007,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7008,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
7009,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
7010,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
7011,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7012,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7013,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
7014,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
7015,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
7016,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
7017,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
7018,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
7019,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7020,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
7021,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7022,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
7023,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
7024,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
7025,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
7026,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
7027,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
7028,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7029,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7030,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7031,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
7032,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7033,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7034,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7035,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7036,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7037,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
7038,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7039,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
7040,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7041,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7042,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
7043,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
7044,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
7045,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
7046,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
7047,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7048,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
7049,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
7050,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
7051,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
7052,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
7053,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
7054,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
7055,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
7056,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
7057,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
7058,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
7059,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
7060,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
7061,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
7062,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
7063,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
7064,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
7065,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
7066,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
7067,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
7068,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
7069,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7070,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7071,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7072,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7073,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
7074,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7075,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
7076,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7077,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
7078,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
7079,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
7080,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7081,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
7082,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
7083,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
7084,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7085,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7086,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7087,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7088,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7089,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7090,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7091,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
7092,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7093,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7094,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7095,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7096,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
7097,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
7098,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7099,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
7100,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7101,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
7102,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
7103,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
7104,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
7105,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7106,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7107,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
7108,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
7109,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
7110,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
7111,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
7112,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7113,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
7114,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
7115,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
7116,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7117,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
7118,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
7119,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
7120,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
7121,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
7122,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
