Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWF_M_R
9247,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
9248,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9249,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9250,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9251,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
9252,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9253,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
9254,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9255,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9256,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9257,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
9258,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
9259,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9260,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9261,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
9262,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
9263,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
9264,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
9265,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9266,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9267,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
9268,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
9269,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
9270,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9271,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9272,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
9273,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9274,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9275,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
9276,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9277,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9278,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9279,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
9280,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
9281,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9282,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
9283,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9284,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
9285,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9286,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9287,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
9288,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9289,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9290,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9291,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9292,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9293,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9294,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9295,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9296,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9297,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9298,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
9299,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
9300,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
9301,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
9302,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
9303,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9304,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9305,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9306,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9307,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
9308,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9309,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9310,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9311,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9312,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9313,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9314,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9315,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
9316,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
9317,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9318,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9319,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
9320,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9321,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9322,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
9323,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9324,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
9325,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
9326,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9327,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9328,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
9329,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9330,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9331,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9332,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
9333,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
9334,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
9335,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
9336,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
9337,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
9338,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
9339,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
9340,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
9341,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
9342,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
9343,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9344,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9345,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
9346,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9347,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
9348,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9349,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9350,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9351,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9352,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
9353,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
9354,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9355,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9356,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9357,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
9358,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
9359,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9360,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
9361,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9362,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9363,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Cropland
9364,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
9365,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9366,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9367,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
9368,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
9369,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9370,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
9371,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9372,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
9373,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
9374,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Water
9375,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9376,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
9377,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9378,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
9379,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9380,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
9381,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
9382,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9383,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9384,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9385,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
9386,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9387,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
9388,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9389,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
9390,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9391,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9392,Forest,Cropland,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
9393,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
9394,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
9395,Forest,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Water
9396,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9397,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9398,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
9399,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9400,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
9401,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9402,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9403,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9404,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9405,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9406,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
9407,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9408,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9409,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9410,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9411,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9412,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9413,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
9414,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9415,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9416,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9417,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9418,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
9419,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9420,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9421,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9422,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9423,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9424,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9425,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9426,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9427,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9428,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9429,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
9430,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9431,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9432,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9433,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9434,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
9435,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9436,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
9437,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9438,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9439,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9440,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9441,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
9442,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
9443,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9444,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9445,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9446,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9447,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9448,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9449,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9450,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9451,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9452,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9453,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9454,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
9455,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9456,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9457,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9458,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9459,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9460,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9461,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
9462,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
9463,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9464,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
9465,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
9466,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9467,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9468,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
9469,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
9470,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9471,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9472,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
9473,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9474,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9475,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
9476,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9477,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
9478,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
9479,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
9480,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
9481,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
9482,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
9483,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
9484,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9485,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
9486,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
9487,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9488,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9489,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
9490,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9491,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
9492,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9493,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9494,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9495,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9496,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9497,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9498,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
9499,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9500,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9501,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
9502,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9503,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
9504,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9505,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9506,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9507,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9508,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9509,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9510,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9511,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9512,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9513,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9514,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9515,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9516,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
9517,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
9518,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
9519,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9520,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9521,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9522,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9523,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9524,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9525,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9526,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
9527,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
9528,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
9529,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9530,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
9531,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
9532,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9533,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
9534,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
9535,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
9536,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
9537,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9538,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
9539,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
9540,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9541,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
9542,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9543,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9544,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
9545,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9546,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9547,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9548,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9549,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9550,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
9551,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9552,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9553,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9554,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9555,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9556,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
9557,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9558,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9559,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9560,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9561,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
