Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCV_M_R
8866,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
8867,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8868,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8869,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8870,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Water
8871,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8872,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
8873,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
8874,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
8875,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8876,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Grassland
8877,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
8878,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8879,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8880,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8881,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
8882,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
8883,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8884,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8885,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
8886,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
8887,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8888,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8889,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
8890,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8891,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8892,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
8893,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8894,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
8895,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
8896,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
8897,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
8898,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
8899,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
8900,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
8901,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
8902,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
8903,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
8904,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
8905,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
8906,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8907,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
8908,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8909,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8910,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
8911,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8912,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8913,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8914,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
8915,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
8916,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
8917,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
8918,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
8919,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8920,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8921,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8922,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8923,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8924,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8925,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
8926,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8927,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8928,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
8929,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8930,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
8931,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
8932,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8933,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
8934,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
8935,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
8936,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8937,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
8938,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
8939,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8940,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8941,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8942,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
8943,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
8944,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8945,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8946,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8947,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8948,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8949,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8950,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8951,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8952,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8953,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
8954,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8955,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
8956,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
8957,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
8958,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8959,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8960,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8961,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8962,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8963,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8964,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8965,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8966,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
8967,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
8968,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
8969,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
8970,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8971,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8972,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8973,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8974,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
8975,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8976,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8977,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8978,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
8979,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8980,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8981,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8982,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8983,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8984,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
8985,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8986,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
8987,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
8988,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8989,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8990,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8991,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8992,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8993,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
8994,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
8995,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
8996,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
8997,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
8998,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
8999,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9000,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9001,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
9002,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Water,Forest
9003,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9004,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
9005,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9006,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9007,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9008,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9009,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9010,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9011,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9012,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9013,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
9014,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9015,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9016,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
9017,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
9018,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9019,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9020,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
9021,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
9022,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
9023,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
9024,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
9025,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
9026,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9027,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9028,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
9029,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9030,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9031,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9032,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9033,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9034,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9035,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9036,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9037,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9038,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
9039,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9040,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9041,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9042,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
9043,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9044,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
9045,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
9046,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
9047,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
9048,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9049,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9050,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9051,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
9052,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
9053,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9054,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9055,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9056,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9057,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9058,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9059,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9060,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
9061,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9062,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9063,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
9064,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
9065,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
9066,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9067,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
9068,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
9069,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
9070,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9071,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9072,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9073,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9074,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
9075,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
9076,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
9077,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9078,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
9079,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
9080,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9081,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9082,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
9083,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
9084,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
9085,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
9086,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
9087,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
9088,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
9089,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
9090,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9091,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9092,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9093,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
9094,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9095,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
9096,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
9097,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
9098,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
9099,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
9100,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
9101,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
9102,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9103,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
9104,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
9105,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9106,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
9107,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
9108,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
9109,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
9110,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
9111,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
9112,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
9113,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
9114,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
9115,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
9116,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
9117,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
9118,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
9119,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
9120,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
9121,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
9122,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9123,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
9124,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
9125,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9126,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
9127,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
9128,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
9129,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
9130,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
9131,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
9132,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
9133,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
9134,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
9135,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
9136,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
9137,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
9138,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
9139,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
9140,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
9141,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9142,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
9143,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9144,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
9145,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9146,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9147,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
9148,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
9149,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
9150,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
9151,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
9152,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
9153,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
9154,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
9155,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
9156,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
9157,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
9158,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
9159,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
9160,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9161,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
9162,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
9163,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9164,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
9165,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
9166,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
9167,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
9168,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
9169,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
9170,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
9171,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
9172,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
9173,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
9174,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
9175,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
9176,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
9177,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Forest
9178,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
9179,Forest,Built-up,Water,NULL,Water,NULL,NULL,Bareland
9180,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
9181,Forest,Built-up,Water,NULL,Water,Forest,Water,Forest
9182,Forest,Built-up,Water,Water,Water,NULL,Built-up,Water
9183,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9184,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9185,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
9186,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
9187,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
9188,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
