Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVD_M_R
15188,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
15189,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
15190,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
15191,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
15192,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
15193,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
15194,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
15195,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
15196,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
15197,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
15198,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
15199,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
15200,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
15201,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
15202,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
15203,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
15204,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
15205,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
15206,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
15207,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
15208,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
15209,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
15210,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
15211,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
15212,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
15213,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
15214,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
15215,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
15216,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
15217,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
15218,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
15219,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
15220,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
15221,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
15222,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
15223,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
15224,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Water
15225,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Forest
15226,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
15227,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
15228,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
15229,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
15230,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
15231,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
15232,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
15233,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
15234,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
15235,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
15236,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
15237,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
15238,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
15239,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
15240,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
15241,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
15242,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
15243,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
15244,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
15245,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
15246,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
15247,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
15248,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
15249,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
15250,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
15251,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
15252,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Water
15253,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
15254,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
15255,Forest,Water,Wetland,Water,Wetland,Forest,Water,Wetland
15256,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
15257,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
15258,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
15259,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
15260,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
15261,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
15262,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
15263,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
15264,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
15265,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
15266,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
15267,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
15268,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
15269,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
15270,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
15271,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
15272,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
15273,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
15274,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
15275,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
15276,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
15277,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
15278,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
15279,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
15280,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
15281,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
15282,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
15283,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
15284,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
15285,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
15286,Forest,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
15287,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
15288,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
15289,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
15290,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
15291,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
15292,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15293,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
15294,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
15295,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
15296,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
15297,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
15298,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
15299,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
15300,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
15301,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
15302,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Forest
15303,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
15304,Forest,Water,Water,NULL,Water,NULL,NULL,Water
15305,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
15306,Forest,Water,Water,NULL,Water,NULL,Grassland,Water
15307,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
15308,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
15309,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
15310,Forest,Water,Water,NULL,Water,NULL,Water,Water
15311,Forest,Water,Water,NULL,Water,NULL,Water,Forest
15312,Forest,Water,Water,NULL,Water,NULL,Forest,Water
15313,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
15314,Forest,Water,Water,NULL,Water,Shrubland,NULL,Forest
15315,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Grassland
15316,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Water
15317,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Forest
15318,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Forest
15319,Forest,Water,Water,NULL,Water,Shrubland,Water,Grassland
15320,Forest,Water,Water,NULL,Water,Shrubland,Water,Water
15321,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
15322,Forest,Water,Water,NULL,Water,Shrubland,Forest,Forest
15323,Forest,Water,Water,NULL,Water,Grassland,NULL,Grassland
15324,Forest,Water,Water,NULL,Water,Grassland,NULL,Water
15325,Forest,Water,Water,NULL,Water,Grassland,NULL,Forest
15326,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
15327,Forest,Water,Water,NULL,Water,Grassland,Grassland,Water
15328,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
15329,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
15330,Forest,Water,Water,NULL,Water,Grassland,Wetland,Wetland
15331,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
15332,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
15333,Forest,Water,Water,NULL,Water,Grassland,Water,Water
15334,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
15335,Forest,Water,Water,NULL,Water,Wetland,NULL,Wetland
15336,Forest,Water,Water,NULL,Water,Wetland,NULL,Water
15337,Forest,Water,Water,NULL,Water,Wetland,Grassland,Grassland
15338,Forest,Water,Water,NULL,Water,Wetland,Grassland,Water
15339,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
15340,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
15341,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
15342,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
15343,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
15344,Forest,Water,Water,NULL,Water,Wetland,Water,Water
15345,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
15346,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
15347,Forest,Water,Water,NULL,Water,Bareland,NULL,Water
15348,Forest,Water,Water,NULL,Water,Bareland,Grassland,Grassland
15349,Forest,Water,Water,NULL,Water,Bareland,Grassland,Bareland
15350,Forest,Water,Water,NULL,Water,Bareland,Grassland,Water
15351,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
15352,Forest,Water,Water,NULL,Water,Bareland,Wetland,Grassland
15353,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
15354,Forest,Water,Water,NULL,Water,Bareland,Water,Water
15355,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
15356,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
15357,Forest,Water,Water,NULL,Water,Water,NULL,Grassland
15358,Forest,Water,Water,NULL,Water,Water,NULL,Water
15359,Forest,Water,Water,NULL,Water,Water,NULL,Forest
15360,Forest,Water,Water,NULL,Water,Water,Grassland,Grassland
15361,Forest,Water,Water,NULL,Water,Water,Grassland,Water
15362,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
15363,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
15364,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
15365,Forest,Water,Water,NULL,Water,Water,Wetland,Water
15366,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
15367,Forest,Water,Water,NULL,Water,Water,Water,Wetland
15368,Forest,Water,Water,NULL,Water,Water,Water,Water
15369,Forest,Water,Water,NULL,Water,Water,Water,Forest
15370,Forest,Water,Water,NULL,Water,Water,Forest,Wetland
15371,Forest,Water,Water,NULL,Water,Water,Forest,Water
15372,Forest,Water,Water,NULL,Water,Water,Forest,Forest
15373,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
15374,Forest,Water,Water,NULL,Water,Forest,Grassland,Water
15375,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
15376,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
15377,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
15378,Forest,Water,Water,NULL,Water,Forest,Water,Water
15379,Forest,Water,Water,NULL,Water,Forest,Water,Forest
15380,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
15381,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
15382,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
15383,Forest,Water,Water,Non_Water,Water,NULL,Grassland,Forest
15384,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
15385,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
15386,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
15387,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
15388,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
15389,Forest,Water,Water,Non_Water,Water,Shrubland,Wetland,Water
15390,Forest,Water,Water,Non_Water,Water,Shrubland,Wetland,Forest
15391,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Water
15392,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Forest
15393,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
15394,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
15395,Forest,Water,Water,Non_Water,Water,Grassland,Water,Wetland
15396,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
15397,Forest,Water,Water,Non_Water,Water,Cropland,Water,Water
15398,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
15399,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
15400,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
15401,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
15402,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
15403,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
15404,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
15405,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
15406,Forest,Water,Water,Non_Water,Water,Water,Grassland,Wetland
15407,Forest,Water,Water,Non_Water,Water,Water,Grassland,Water
15408,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
15409,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
15410,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
15411,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
15412,Forest,Water,Water,Non_Water,Water,Water,Water,Water
15413,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
15414,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
15415,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
15416,Forest,Water,Water,Non_Water,Water,Forest,Grassland,Forest
15417,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
15418,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
15419,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
15420,Forest,Water,Water,Water,Water,NULL,NULL,Forest
15421,Forest,Water,Water,Water,Water,NULL,Grassland,Water
15422,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
15423,Forest,Water,Water,Water,Water,NULL,Wetland,Water
15424,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
15425,Forest,Water,Water,Water,Water,NULL,Water,Grassland
15426,Forest,Water,Water,Water,Water,NULL,Water,Wetland
15427,Forest,Water,Water,Water,Water,NULL,Water,Water
15428,Forest,Water,Water,Water,Water,NULL,Water,Forest
15429,Forest,Water,Water,Water,Water,NULL,Forest,Water
15430,Forest,Water,Water,Water,Water,NULL,Forest,Forest
15431,Forest,Water,Water,Water,Water,Shrubland,Grassland,Forest
15432,Forest,Water,Water,Water,Water,Shrubland,Wetland,Water
15433,Forest,Water,Water,Water,Water,Shrubland,Wetland,Forest
15434,Forest,Water,Water,Water,Water,Grassland,NULL,Forest
15435,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
15436,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
15437,Forest,Water,Water,Water,Water,Wetland,NULL,Water
15438,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
15439,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
15440,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
15441,Forest,Water,Water,Water,Water,Wetland,Water,Water
15442,Forest,Water,Water,Water,Water,Wetland,Water,Forest
15443,Forest,Water,Water,Water,Water,Wetland,Forest,Water
15444,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
15445,Forest,Water,Water,Water,Water,Bareland,Grassland,Forest
15446,Forest,Water,Water,Water,Water,Bareland,Water,Water
15447,Forest,Water,Water,Water,Water,Bareland,Water,Forest
15448,Forest,Water,Water,Water,Water,Water,NULL,Grassland
15449,Forest,Water,Water,Water,Water,Water,NULL,Water
15450,Forest,Water,Water,Water,Water,Water,NULL,Forest
15451,Forest,Water,Water,Water,Water,Water,Grassland,Wetland
15452,Forest,Water,Water,Water,Water,Water,Grassland,Water
15453,Forest,Water,Water,Water,Water,Water,Grassland,Forest
15454,Forest,Water,Water,Water,Water,Water,Wetland,Water
15455,Forest,Water,Water,Water,Water,Water,Wetland,Forest
15456,Forest,Water,Water,Water,Water,Water,Bareland,Water
15457,Forest,Water,Water,Water,Water,Water,Water,Wetland
15458,Forest,Water,Water,Water,Water,Water,Water,Water
15459,Forest,Water,Water,Water,Water,Water,Water,Forest
15460,Forest,Water,Water,Water,Water,Water,Forest,Water
15461,Forest,Water,Water,Water,Water,Water,Forest,Forest
15462,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
15463,Forest,Water,Water,Water,Water,Forest,Wetland,Water
15464,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
15465,Forest,Water,Water,Water,Water,Forest,Water,Water
15466,Forest,Water,Water,Water,Water,Forest,Water,Forest
15467,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
15468,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
15469,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
15470,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
15471,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
15472,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
15473,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
15474,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
15475,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
15476,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
15477,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
15478,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
15479,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
15480,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
15481,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15482,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
15483,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15484,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
15485,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
15486,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
15487,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
15488,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
15489,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
15490,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
15491,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
15492,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
15493,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
15494,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
15495,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
15496,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
15497,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
15498,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
15499,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
15500,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
15501,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Water
15502,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
15503,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
15504,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
15505,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
15506,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
15507,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
15508,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
15509,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
15510,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
15511,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
15512,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
15513,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
15514,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
15515,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
15516,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
15517,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
15518,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
15519,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
15520,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
15521,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
15522,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
15523,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
15524,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
15525,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
15526,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
15527,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
15528,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
15529,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
15530,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
15531,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
15532,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
15533,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
15534,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
15535,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
15536,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
15537,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
15538,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
15539,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
15540,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
15541,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
15542,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
15543,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
15544,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
15545,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
15546,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
15547,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
15548,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
15549,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
15550,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
15551,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
15552,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
15553,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
15554,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
15555,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
15556,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
15557,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
15558,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
15559,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
15560,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
15561,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
15562,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
15563,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
15564,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
15565,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
15566,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
15567,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
15568,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
15569,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
