Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTJ_M_R
1183,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland
1184,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest
1185,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland
1186,Water,Water,NULL,Water,Non_Wetland,NULL,Water
1187,Water,Water,NULL,Water,Non_Wetland,NULL,Forest
1188,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1189,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Cropland
1190,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
1191,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1192,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up
1193,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1194,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1195,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1196,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1197,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1198,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1199,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1200,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1201,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1202,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1203,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water
1204,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1205,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1206,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
1207,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1208,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water
1209,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1210,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1211,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1212,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1213,Water,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1214,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland
1215,Water,Water,Grassland,Water,Non_Wetland,NULL,Bareland
1216,Water,Water,Grassland,Water,Non_Wetland,NULL,Water
1217,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1218,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland
1219,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
1220,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water
1221,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1222,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1223,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1224,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1225,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
1226,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
1227,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1228,Water,Water,Cropland,Water,Non_Wetland,NULL,Wetland
1229,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland
1230,Water,Water,Cropland,Water,Non_Wetland,NULL,Water
1231,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest
1232,Water,Water,Wetland,NULL,NULL,NULL,Wetland
1233,Water,Water,Wetland,NULL,NULL,NULL,Water
1234,Water,Water,Wetland,NULL,Wetland,NULL,Grassland
1235,Water,Water,Wetland,NULL,Wetland,NULL,Cropland
1236,Water,Water,Wetland,NULL,Wetland,NULL,Wetland
1237,Water,Water,Wetland,NULL,Wetland,NULL,Bareland
1238,Water,Water,Wetland,NULL,Wetland,NULL,Water
1239,Water,Water,Wetland,NULL,Wetland,NULL,Forest
1240,Water,Water,Wetland,Non_Water,NULL,NULL,Wetland
1241,Water,Water,Wetland,Non_Water,NULL,NULL,Water
1242,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1243,Water,Water,Wetland,Non_Water,Wetland,NULL,Cropland
1244,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1245,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland
1246,Water,Water,Wetland,Non_Water,Wetland,NULL,Water
1247,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest
1248,Water,Water,Wetland,Water,NULL,NULL,Wetland
1249,Water,Water,Wetland,Water,NULL,NULL,Water
1250,Water,Water,Wetland,Water,Wetland,NULL,Grassland
1251,Water,Water,Wetland,Water,Wetland,NULL,Cropland
1252,Water,Water,Wetland,Water,Wetland,NULL,Wetland
1253,Water,Water,Wetland,Water,Wetland,NULL,Bareland
1254,Water,Water,Wetland,Water,Wetland,NULL,Water
1255,Water,Water,Wetland,Water,Wetland,NULL,Forest
1256,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland
1257,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water
1258,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest
1259,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water
1260,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest
1261,Water,Water,Bareland,Water,Non_Wetland,NULL,Water
1262,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland
1263,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water
1264,Water,Water,Water,NULL,NULL,NULL,Wetland
1265,Water,Water,Water,NULL,NULL,NULL,Water
1266,Water,Water,Water,NULL,Water,NULL,Grassland
1267,Water,Water,Water,NULL,Water,NULL,Wetland
1268,Water,Water,Water,NULL,Water,NULL,Bareland
1269,Water,Water,Water,NULL,Water,NULL,Water
1270,Water,Water,Water,NULL,Water,NULL,Forest
1271,Water,Water,Water,Non_Water,NULL,NULL,Wetland
1272,Water,Water,Water,Non_Water,NULL,NULL,Water
1273,Water,Water,Water,Non_Water,Water,NULL,Grassland
1274,Water,Water,Water,Non_Water,Water,NULL,Wetland
1275,Water,Water,Water,Non_Water,Water,NULL,Bareland
1276,Water,Water,Water,Non_Water,Water,NULL,Water
1277,Water,Water,Water,Non_Water,Water,NULL,Forest
1278,Water,Water,Water,Water,NULL,NULL,Wetland
1279,Water,Water,Water,Water,NULL,NULL,Water
1280,Water,Water,Water,Water,NULL,NULL,Forest
1281,Water,Water,Water,Water,Water,NULL,Grassland
1282,Water,Water,Water,Water,Water,NULL,Cropland
1283,Water,Water,Water,Water,Water,NULL,Wetland
1284,Water,Water,Water,Water,Water,NULL,Bareland
1285,Water,Water,Water,Water,Water,NULL,Water
1286,Water,Water,Water,Water,Water,NULL,Forest
1287,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1288,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1289,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1290,Water,Water,Forest,NULL,Non_Wetland,NULL,Water
1291,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest
1292,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1293,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
1294,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
1295,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1296,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1297,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland
1298,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland
1299,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland
1300,Water,Water,Forest,Water,Non_Wetland,NULL,Water
1301,Water,Water,Forest,Water,Non_Wetland,NULL,Forest
1302,Water,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
1303,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest
1304,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1305,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
1306,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
1307,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up
1308,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
1309,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1310,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1311,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water
1312,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1313,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Water
1314,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
1315,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1316,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
1317,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up
1318,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1319,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1320,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland
1321,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
1322,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up
1323,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Water
1324,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1325,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1326,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1327,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water
1328,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
1329,Water,Forest,Wetland,NULL,Wetland,NULL,NULL
1330,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland
1331,Water,Forest,Wetland,NULL,Wetland,NULL,Cropland
1332,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland
1333,Water,Forest,Wetland,NULL,Wetland,NULL,Bareland
1334,Water,Forest,Wetland,NULL,Wetland,NULL,Water
1335,Water,Forest,Wetland,NULL,Wetland,NULL,Forest
1336,Water,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1337,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
1338,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water
1339,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1340,Water,Forest,Wetland,Water,Wetland,NULL,Wetland
1341,Water,Forest,Wetland,Water,Wetland,NULL,Water
1342,Water,Forest,Wetland,Water,Wetland,NULL,Forest
1343,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Water
1344,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1345,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest
1346,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
1347,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
1348,Water,Forest,Water,NULL,Water,NULL,Wetland
1349,Water,Forest,Water,NULL,Water,NULL,Water
1350,Water,Forest,Water,NULL,Water,NULL,Forest
1351,Water,Forest,Water,Non_Water,Water,NULL,Water
1352,Water,Forest,Water,Non_Water,Water,NULL,Forest
1353,Water,Forest,Water,Water,Water,NULL,Grassland
1354,Water,Forest,Water,Water,Water,NULL,Wetland
1355,Water,Forest,Water,Water,Water,NULL,Water
1356,Water,Forest,Water,Water,Water,NULL,Forest
1357,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL
1358,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1359,Water,Forest,Forest,NULL,Non_Wetland,NULL,Cropland
1360,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1361,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1362,Water,Forest,Forest,NULL,Non_Wetland,NULL,Built-up
1363,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water
1364,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1365,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1366,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
1367,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
1368,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1369,Water,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1370,Water,Forest,Forest,Water,Non_Wetland,NULL,Wetland
1371,Water,Forest,Forest,Water,Non_Wetland,NULL,Water
1372,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest
1373,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
1374,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1375,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1376,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1377,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1378,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1379,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1380,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
1381,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Grassland
1382,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Wetland
1383,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Bareland
1384,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Water
1385,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Forest
1386,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1387,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,Water
1388,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,Wetland
1389,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,Water
1390,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,Wetland
1391,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,Water
1392,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Wetland
1393,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Water
1394,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1395,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1396,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1397,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1398,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1399,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1400,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Water
1401,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Forest
1402,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1403,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1404,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,Wetland
1405,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,Water
1406,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,Wetland
1407,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,Water
1408,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,Water
1409,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,Wetland
1410,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,Water
1411,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1412,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1413,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1414,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
1415,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
1416,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1417,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1418,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1419,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1420,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1421,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1422,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Grassland
1423,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Wetland
1424,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Water
1425,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Forest
1426,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Water
1427,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Water
1428,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,Water
1429,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,Forest
1430,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,Water
1431,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Water
1432,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Forest
1433,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Water
1434,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Forest
1435,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1436,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1437,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Water
1438,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Forest
1439,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,Forest
1440,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1441,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
1442,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1443,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1444,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1445,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
1446,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1447,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1448,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland
1449,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1450,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Grassland
1451,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Wetland
1452,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Bareland
1453,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Water
1454,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest
1455,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1456,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,Forest
1457,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,Water
1458,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,Forest
1459,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1460,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1461,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1462,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Water
1463,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1464,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1465,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,Water
1466,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,Forest
1467,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1468,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
1469,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1470,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1471,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
1472,Forest,NULL,NULL,Water,Non_Wetland,NULL,Wetland
1473,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1474,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1475,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
1476,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1477,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1478,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
1479,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1480,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1481,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1482,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1483,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1484,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1485,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1486,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1487,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1488,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1489,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1490,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1491,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1492,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1493,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1494,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1495,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Water
1496,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1497,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
1498,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
1499,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1500,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
1501,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1502,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1503,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1504,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1505,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1506,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1507,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1508,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
1509,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
1510,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water
1511,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL
1512,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland
1513,Forest,NULL,Wetland,NULL,Wetland,NULL,Cropland
1514,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland
1515,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland
1516,Forest,NULL,Wetland,NULL,Wetland,NULL,Water
1517,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest
1518,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1519,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
1520,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1521,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1522,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water
1523,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1524,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland
1525,Forest,NULL,Wetland,Water,Wetland,NULL,Cropland
1526,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland
1527,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland
1528,Forest,NULL,Wetland,Water,Wetland,NULL,Water
1529,Forest,NULL,Wetland,Water,Wetland,NULL,Forest
1530,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1531,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1532,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1533,Forest,NULL,Water,NULL,Water,NULL,Grassland
1534,Forest,NULL,Water,NULL,Water,NULL,Wetland
1535,Forest,NULL,Water,NULL,Water,NULL,Water
1536,Forest,NULL,Water,NULL,Water,NULL,Forest
1537,Forest,NULL,Water,Non_Water,Water,NULL,Grassland
1538,Forest,NULL,Water,Non_Water,Water,NULL,Wetland
1539,Forest,NULL,Water,Non_Water,Water,NULL,Water
1540,Forest,NULL,Water,Non_Water,Water,NULL,Forest
1541,Forest,NULL,Water,Water,Water,NULL,Grassland
1542,Forest,NULL,Water,Water,Water,NULL,Cropland
1543,Forest,NULL,Water,Water,Water,NULL,Wetland
1544,Forest,NULL,Water,Water,Water,NULL,Bareland
1545,Forest,NULL,Water,Water,Water,NULL,Water
1546,Forest,NULL,Water,Water,Water,NULL,Forest
1547,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1548,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1549,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
1550,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1551,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1552,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water
1553,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1554,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1555,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1556,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1557,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1558,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1559,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1560,Forest,NULL,Forest,Water,Non_Wetland,NULL,Bareland
1561,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water
1562,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest
