Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFN_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
