Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLG_M_R
1072,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1073,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1074,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1075,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1076,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1077,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1078,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1079,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1080,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1081,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1082,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1083,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1084,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1085,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1086,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1087,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1088,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1089,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1090,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1091,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1092,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1093,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1094,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1095,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1096,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1097,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1098,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1099,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1100,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1101,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1102,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1103,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1104,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1105,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1106,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1107,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1108,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1109,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1110,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1111,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1112,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1113,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1114,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1115,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1116,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1117,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1118,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1119,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1120,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1121,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
1122,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1123,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1124,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1125,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1126,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1127,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1128,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1129,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1130,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1131,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1132,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1133,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1134,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1135,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1136,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1137,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1138,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1139,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1140,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1141,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1142,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1143,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1144,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1145,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1146,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
1147,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1148,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
1149,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Bareland
1150,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1151,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1152,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
1153,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1154,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1155,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1156,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1157,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1158,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1159,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1160,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1161,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1162,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1163,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1164,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1165,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1166,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1167,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1168,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1169,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1170,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1171,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1172,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1173,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1174,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1175,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1176,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
1177,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1178,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1179,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1180,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1181,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1182,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1183,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1184,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1185,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1186,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1187,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1188,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1189,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1190,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
1191,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1192,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1193,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1194,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Bareland
1195,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1196,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1197,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1198,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1199,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1200,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1201,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1202,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1203,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1204,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1205,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1206,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1207,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1208,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1209,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
1210,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1211,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1212,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1213,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1214,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1215,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1216,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1217,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1218,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1219,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
1220,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1221,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1222,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Water
1223,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1224,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1225,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1226,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1227,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1228,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1229,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1230,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1231,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1232,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1233,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1234,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1235,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
1236,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1237,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1238,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1239,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1240,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1241,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1242,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1243,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1244,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1245,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1246,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1247,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
1248,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
1249,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1250,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Bareland
1251,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1252,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1253,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
1254,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1255,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1256,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1257,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1258,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1259,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1260,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1261,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Water
1262,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
1263,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
1264,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1265,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
1266,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1267,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1268,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Water
1269,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1270,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1271,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
1272,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1273,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1274,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
1275,Forest,NULL,Water,NULL,Water,Shrubland,Water,Grassland
1276,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
1277,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1278,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1279,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Water
1280,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1281,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
1282,Forest,NULL,Water,NULL,Water,Grassland,Water,Bareland
1283,Forest,NULL,Water,NULL,Water,Grassland,Water,Water
1284,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
1285,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
1286,Forest,NULL,Water,NULL,Water,Grassland,Forest,Water
1287,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
1288,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
1289,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1290,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1291,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
1292,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
1293,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
1294,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
1295,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
1296,Forest,NULL,Water,NULL,Water,Water,Forest,Grassland
1297,Forest,NULL,Water,NULL,Water,Water,Forest,Water
1298,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
1299,Forest,NULL,Water,NULL,Water,Forest,Grassland,Grassland
1300,Forest,NULL,Water,NULL,Water,Forest,Grassland,Bareland
1301,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
1302,Forest,NULL,Water,NULL,Water,Forest,Water,Grassland
1303,Forest,NULL,Water,NULL,Water,Forest,Water,Bareland
1304,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
1305,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
1306,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1307,Forest,NULL,Water,Water,Water,Wetland,Forest,Water
1308,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
1309,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
1310,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
1311,Forest,NULL,Water,Water,Water,Water,Water,Wetland
1312,Forest,NULL,Water,Water,Water,Water,Forest,Water
1313,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1314,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1315,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1316,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1317,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1318,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1319,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1320,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1321,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1322,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1323,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1324,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1325,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1326,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1327,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1328,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1329,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1330,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1331,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1332,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1333,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1334,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1335,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1336,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1337,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1338,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1339,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1340,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1341,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1342,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1343,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
1344,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
1345,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1346,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1347,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1348,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1349,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1350,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1351,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1352,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1353,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1354,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1355,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1356,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1357,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1358,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1359,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1360,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1361,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1362,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1363,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1364,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1365,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1366,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1367,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
1368,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1369,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1370,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1371,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
1372,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1373,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1374,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
1375,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1376,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1377,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1378,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
1379,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Bareland
1380,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1381,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1382,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1383,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1384,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1385,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1386,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1387,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
1388,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1389,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1390,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1391,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1392,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1393,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1394,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1395,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1396,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1397,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1398,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1399,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1400,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1401,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1402,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1403,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
1404,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1405,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1406,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1407,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1408,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1409,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1410,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1411,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1412,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
