Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRU_M_R
1298,Bareland,Forest,NULL,Water,Non_Wetland,Forest
1299,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1300,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1301,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1302,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1303,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water
1304,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1305,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1306,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1307,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Built-up
1308,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Water
1309,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1310,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland
1311,Bareland,Forest,Shrubland,Water,Non_Wetland,Water
1312,Bareland,Forest,Shrubland,Water,Non_Wetland,Forest
1313,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1314,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1315,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1316,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1317,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1318,Bareland,Forest,Cropland,NULL,Non_Wetland,Water
1319,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1320,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL
1321,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1322,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1323,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland
1324,Bareland,Forest,Cropland,Water,Non_Wetland,Water
1325,Bareland,Forest,Cropland,Water,Non_Wetland,Forest
1326,Bareland,Forest,Wetland,NULL,Wetland,Water
1327,Bareland,Forest,Wetland,NULL,Wetland,Forest
1328,Bareland,Forest,Wetland,Non_Water,Wetland,NULL
1329,Bareland,Forest,Wetland,Non_Water,Wetland,Water
1330,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
1331,Bareland,Forest,Wetland,Water,Wetland,Grassland
1332,Bareland,Forest,Wetland,Water,Wetland,Water
1333,Bareland,Forest,Wetland,Water,Wetland,Forest
1334,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
1335,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1336,Bareland,Forest,Bareland,NULL,Non_Wetland,Water
1337,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1338,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1339,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1340,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water
1341,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1342,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
1343,Bareland,Forest,Bareland,Water,Non_Wetland,Water
1344,Bareland,Forest,Bareland,Water,Non_Wetland,Forest
1345,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
1346,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1347,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
1348,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1349,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Built-up
1350,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Forest
1351,Bareland,Forest,Water,NULL,Water,Water
1352,Bareland,Forest,Water,NULL,Water,Forest
1353,Bareland,Forest,Water,Non_Water,Water,Bareland
1354,Bareland,Forest,Water,Non_Water,Water,Forest
1355,Bareland,Forest,Water,Water,Water,Bareland
1356,Bareland,Forest,Water,Water,Water,Water
1357,Bareland,Forest,Water,Water,Water,Forest
1358,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1359,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1360,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1361,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1362,Bareland,Forest,Forest,NULL,Non_Wetland,Water
1363,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1364,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL
1365,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1366,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1367,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1368,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1369,Bareland,Forest,Forest,Water,Non_Wetland,Grassland
1370,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
1371,Bareland,Forest,Forest,Water,Non_Wetland,Water
1372,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1373,Water,NULL,NULL,NULL,Non_Wetland,NULL
1374,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1375,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1376,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1377,Water,NULL,NULL,NULL,Non_Wetland,Water
1378,Water,NULL,NULL,NULL,Non_Wetland,Forest
1379,Water,NULL,NULL,Non_Water,Non_Wetland,Water
1380,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1381,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1382,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1383,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1384,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1385,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1386,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1387,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1388,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1389,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1390,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1391,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1392,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1393,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1394,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1395,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1396,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1397,Water,NULL,Shrubland,Water,Non_Wetland,Water
1398,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1399,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1400,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1401,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1402,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1403,Water,NULL,Grassland,NULL,Non_Wetland,Water
1404,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1405,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1406,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1407,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1408,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1409,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1410,Water,NULL,Grassland,Water,Non_Wetland,Water
1411,Water,NULL,Grassland,Water,Non_Wetland,Forest
1412,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1413,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1414,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1415,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1416,Water,NULL,Cropland,NULL,Non_Wetland,Water
1417,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1418,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1419,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1420,Water,NULL,Cropland,Water,Non_Wetland,Water
1421,Water,NULL,Cropland,Water,Non_Wetland,Forest
1422,Water,NULL,Wetland,NULL,Wetland,Grassland
1423,Water,NULL,Wetland,NULL,Wetland,Water
1424,Water,NULL,Wetland,NULL,Wetland,Forest
1425,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1426,Water,NULL,Wetland,Non_Water,Wetland,Water
1427,Water,NULL,Wetland,Non_Water,Wetland,Forest
1428,Water,NULL,Wetland,Water,Wetland,Grassland
1429,Water,NULL,Wetland,Water,Wetland,Water
1430,Water,NULL,Wetland,Water,Wetland,Forest
1431,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1432,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1433,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1434,Water,NULL,Bareland,NULL,Non_Wetland,Water
1435,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1436,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1437,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1438,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1439,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1440,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1441,Water,NULL,Bareland,Water,Non_Wetland,Water
1442,Water,NULL,Bareland,Water,Non_Wetland,Forest
1443,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1444,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1445,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1446,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1447,Water,NULL,Built-up,Non_Water,Non_Wetland,Forest
1448,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1449,Water,NULL,Built-up,Water,Non_Wetland,Water
1450,Water,NULL,Built-up,Water,Non_Wetland,Forest
1451,Water,NULL,Water,NULL,Water,NULL
1452,Water,NULL,Water,NULL,Water,Grassland
1453,Water,NULL,Water,NULL,Water,Cropland
1454,Water,NULL,Water,NULL,Water,Bareland
1455,Water,NULL,Water,NULL,Water,Water
1456,Water,NULL,Water,NULL,Water,Forest
1457,Water,NULL,Water,Non_Water,Water,Grassland
1458,Water,NULL,Water,Non_Water,Water,Bareland
1459,Water,NULL,Water,Non_Water,Water,Water
1460,Water,NULL,Water,Non_Water,Water,Forest
1461,Water,NULL,Water,Water,Water,Grassland
1462,Water,NULL,Water,Water,Water,Bareland
1463,Water,NULL,Water,Water,Water,Water
1464,Water,NULL,Water,Water,Water,Forest
1465,Water,NULL,Forest,NULL,Non_Wetland,NULL
1466,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1467,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1468,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1469,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1470,Water,NULL,Forest,NULL,Non_Wetland,Water
1471,Water,NULL,Forest,NULL,Non_Wetland,Forest
1472,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1473,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1474,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1475,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1476,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1477,Water,NULL,Forest,Water,Non_Wetland,Grassland
1478,Water,NULL,Forest,Water,Non_Wetland,Water
1479,Water,NULL,Forest,Water,Non_Wetland,Forest
1480,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1481,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1482,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1483,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1484,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1485,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1486,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1487,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1488,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1489,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1490,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1491,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1492,Water,Cropland,Forest,NULL,Non_Wetland,Water
1493,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1494,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1495,Water,Cropland,Forest,Water,Non_Wetland,Forest
1496,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1497,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1498,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1499,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1500,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1501,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1502,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1503,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1504,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1505,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1506,Water,Wetland,Grassland,Water,Non_Wetland,Bareland
1507,Water,Wetland,Grassland,Water,Non_Wetland,Water
1508,Water,Wetland,Wetland,NULL,Wetland,Forest
1509,Water,Wetland,Wetland,Non_Water,Wetland,Bareland
1510,Water,Wetland,Wetland,Non_Water,Wetland,Water
1511,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1512,Water,Wetland,Wetland,Water,Wetland,Bareland
1513,Water,Wetland,Wetland,Water,Wetland,Water
1514,Water,Wetland,Wetland,Water,Wetland,Forest
1515,Water,Wetland,Bareland,Water,Non_Wetland,Water
1516,Water,Wetland,Water,NULL,Water,Grassland
1517,Water,Wetland,Water,NULL,Water,Water
1518,Water,Wetland,Water,Non_Water,Water,Grassland
1519,Water,Wetland,Water,Non_Water,Water,Water
1520,Water,Wetland,Water,Non_Water,Water,Forest
1521,Water,Wetland,Water,Water,Water,Water
1522,Water,Wetland,Water,Water,Water,Forest
1523,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1524,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1525,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1526,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1527,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1528,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1529,Water,Wetland,Forest,Water,Non_Wetland,Water
1530,Water,Wetland,Forest,Water,Non_Wetland,Forest
1531,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
1532,Water,Bareland,NULL,NULL,Non_Wetland,Water
1533,Water,Bareland,NULL,NULL,Non_Wetland,Forest
1534,Water,Bareland,NULL,Non_Water,Non_Wetland,Water
1535,Water,Bareland,NULL,Non_Water,Non_Wetland,Forest
1536,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1537,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1538,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1539,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1540,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1541,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL
1542,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1543,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
1544,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1545,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1546,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1547,Water,Bareland,Shrubland,Water,Non_Wetland,NULL
1548,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1549,Water,Bareland,Shrubland,Water,Non_Wetland,Cropland
1550,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1551,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1552,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
1553,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1554,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1555,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1556,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1557,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1558,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1559,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
1560,Water,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1561,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1562,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1563,Water,Bareland,Grassland,Water,Non_Wetland,Water
1564,Water,Bareland,Grassland,Water,Non_Wetland,Forest
1565,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1566,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1567,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1568,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1569,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1570,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1571,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1572,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1573,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1574,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1575,Water,Bareland,Cropland,Water,Non_Wetland,Water
1576,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1577,Water,Bareland,Wetland,NULL,Wetland,Grassland
1578,Water,Bareland,Wetland,NULL,Wetland,Bareland
1579,Water,Bareland,Wetland,NULL,Wetland,Water
1580,Water,Bareland,Wetland,NULL,Wetland,Forest
1581,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1582,Water,Bareland,Wetland,Non_Water,Wetland,Cropland
1583,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1584,Water,Bareland,Wetland,Non_Water,Wetland,Water
1585,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1586,Water,Bareland,Wetland,Water,Wetland,NULL
1587,Water,Bareland,Wetland,Water,Wetland,Grassland
1588,Water,Bareland,Wetland,Water,Wetland,Cropland
1589,Water,Bareland,Wetland,Water,Wetland,Bareland
1590,Water,Bareland,Wetland,Water,Wetland,Water
1591,Water,Bareland,Wetland,Water,Wetland,Forest
1592,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1593,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1594,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1595,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1596,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1597,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1598,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1599,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1600,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1601,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1602,Water,Bareland,Bareland,Water,Non_Wetland,Water
1603,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1604,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1605,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1606,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
1607,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1608,Water,Bareland,Built-up,NULL,Non_Wetland,Forest
1609,Water,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1610,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1611,Water,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
1612,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water
1613,Water,Bareland,Built-up,Non_Water,Non_Wetland,Forest
1614,Water,Bareland,Built-up,Water,Non_Wetland,Grassland
1615,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1616,Water,Bareland,Built-up,Water,Non_Wetland,Water
1617,Water,Bareland,Built-up,Water,Non_Wetland,Forest
1618,Water,Bareland,Water,NULL,Water,Grassland
1619,Water,Bareland,Water,NULL,Water,Cropland
1620,Water,Bareland,Water,NULL,Water,Bareland
1621,Water,Bareland,Water,NULL,Water,Water
1622,Water,Bareland,Water,NULL,Water,Forest
1623,Water,Bareland,Water,Non_Water,Water,Grassland
1624,Water,Bareland,Water,Non_Water,Water,Bareland
1625,Water,Bareland,Water,Non_Water,Water,Water
1626,Water,Bareland,Water,Non_Water,Water,Forest
1627,Water,Bareland,Water,Water,Water,Grassland
1628,Water,Bareland,Water,Water,Water,Bareland
1629,Water,Bareland,Water,Water,Water,Water
1630,Water,Bareland,Water,Water,Water,Forest
1631,Water,Bareland,Forest,NULL,Non_Wetland,NULL
1632,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1633,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1634,Water,Bareland,Forest,NULL,Non_Wetland,Water
1635,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1636,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL
1637,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1638,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1639,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1640,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1641,Water,Bareland,Forest,Water,Non_Wetland,NULL
1642,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1643,Water,Bareland,Forest,Water,Non_Wetland,Cropland
1644,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1645,Water,Bareland,Forest,Water,Non_Wetland,Water
1646,Water,Bareland,Forest,Water,Non_Wetland,Forest
1647,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1648,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1649,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1650,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1651,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1652,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1653,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1654,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1655,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1656,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1657,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1658,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1659,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1660,Water,Built-up,Grassland,NULL,Non_Wetland,Water
1661,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1662,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1663,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1664,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1665,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
1666,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1667,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1668,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1669,Water,Built-up,Cropland,Water,Non_Wetland,Water
1670,Water,Built-up,Cropland,Water,Non_Wetland,Forest
1671,Water,Built-up,Wetland,NULL,Wetland,Water
1672,Water,Built-up,Wetland,Non_Water,Wetland,Bareland
1673,Water,Built-up,Wetland,Non_Water,Wetland,Water
1674,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1675,Water,Built-up,Wetland,Water,Wetland,Bareland
1676,Water,Built-up,Wetland,Water,Wetland,Water
1677,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1678,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1679,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1680,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1681,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1682,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1683,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water
1684,Water,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1685,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1686,Water,Built-up,Bareland,Water,Non_Wetland,Water
1687,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1688,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1689,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1690,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1691,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1692,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water
1693,Water,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1694,Water,Built-up,Built-up,Water,Non_Wetland,Water
1695,Water,Built-up,Built-up,Water,Non_Wetland,Forest
1696,Water,Built-up,Water,NULL,Water,Grassland
1697,Water,Built-up,Water,NULL,Water,Bareland
1698,Water,Built-up,Water,NULL,Water,Water
1699,Water,Built-up,Water,NULL,Water,Forest
1700,Water,Built-up,Water,Non_Water,Water,Grassland
1701,Water,Built-up,Water,Non_Water,Water,Bareland
1702,Water,Built-up,Water,Non_Water,Water,Water
1703,Water,Built-up,Water,Non_Water,Water,Forest
1704,Water,Built-up,Water,Water,Water,Water
1705,Water,Built-up,Water,Water,Water,Forest
1706,Water,Built-up,Forest,NULL,Non_Wetland,NULL
1707,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1708,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1709,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1710,Water,Built-up,Forest,NULL,Non_Wetland,Water
1711,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1712,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1713,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
1714,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1715,Water,Built-up,Forest,Water,Non_Wetland,Grassland
1716,Water,Built-up,Forest,Water,Non_Wetland,Water
1717,Water,Built-up,Forest,Water,Non_Wetland,Forest
1718,Water,Water,NULL,NULL,Non_Wetland,Grassland
1719,Water,Water,NULL,NULL,Non_Wetland,Bareland
1720,Water,Water,NULL,NULL,Non_Wetland,Water
1721,Water,Water,NULL,NULL,Non_Wetland,Forest
1722,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1723,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1724,Water,Water,NULL,Non_Water,Non_Wetland,Water
1725,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1726,Water,Water,NULL,Water,Non_Wetland,Bareland
1727,Water,Water,NULL,Water,Non_Wetland,Water
1728,Water,Water,NULL,Water,Non_Wetland,Forest
1729,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1730,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1731,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1732,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1733,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1734,Water,Water,Shrubland,NULL,Non_Wetland,Water
1735,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1736,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1737,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
