Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYB_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Wetland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
523,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
524,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
525,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
526,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
527,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
528,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
529,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
530,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
531,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
532,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
533,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
534,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
535,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
536,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
537,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
538,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
539,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
540,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
541,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
542,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
543,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
544,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
545,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
546,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
547,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
548,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
549,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
551,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
552,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
553,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
554,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
555,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
556,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
557,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
559,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
560,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
561,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
562,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
563,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
564,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
566,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
567,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
568,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
569,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
570,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
571,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
572,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
573,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
574,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
576,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
577,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
578,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
582,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
583,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
584,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
585,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
587,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
588,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
589,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
590,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
591,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
592,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
593,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
594,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
595,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
596,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
598,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
599,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
600,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
604,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
605,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
609,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
613,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
615,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
618,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
619,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
624,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
625,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
626,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
627,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
631,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
632,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
633,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
638,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
639,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
640,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
641,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
645,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
646,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
650,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
651,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
652,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
