Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKM_M_R
6191,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
6192,Forest,Water,Water,NULL,Water,Water,NULL,Water
6193,Forest,Water,Water,NULL,Water,Water,NULL,Forest
6194,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
6195,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
6196,Forest,Water,Water,NULL,Water,Water,Water,Forest
6197,Forest,Water,Water,NULL,Water,Water,Forest,Forest
6198,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
6199,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
6200,Forest,Water,Water,Non_Water,Water,NULL,NULL,NULL
6201,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
6202,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
6203,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
6204,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
6205,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
6206,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Forest
6207,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Wetland
6208,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Water
6209,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Forest
6210,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
6211,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
6212,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
6213,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
6214,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
6215,Forest,Water,Water,Non_Water,Water,Water,NULL,Wetland
6216,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
6217,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
6218,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
6219,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
6220,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
6221,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
6222,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
6223,Forest,Water,Water,Non_Water,Water,Water,Water,Water
6224,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
6225,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
6226,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
6227,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
6228,Forest,Water,Water,Water,Water,NULL,NULL,Cropland
6229,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
6230,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
6231,Forest,Water,Water,Water,Water,NULL,NULL,Water
6232,Forest,Water,Water,Water,Water,NULL,NULL,Forest
6233,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
6234,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
6235,Forest,Water,Water,Water,Water,NULL,Water,Water
6236,Forest,Water,Water,Water,Water,NULL,Water,Forest
6237,Forest,Water,Water,Water,Water,Grassland,NULL,Water
6238,Forest,Water,Water,Water,Water,Grassland,NULL,Forest
6239,Forest,Water,Water,Water,Water,Wetland,NULL,Grassland
6240,Forest,Water,Water,Water,Water,Wetland,NULL,Wetland
6241,Forest,Water,Water,Water,Water,Wetland,NULL,Water
6242,Forest,Water,Water,Water,Water,Wetland,NULL,Forest
6243,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
6244,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
6245,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
6246,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
6247,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
6248,Forest,Water,Water,Water,Water,Wetland,Water,Water
6249,Forest,Water,Water,Water,Water,Wetland,Water,Forest
6250,Forest,Water,Water,Water,Water,Water,NULL,Grassland
6251,Forest,Water,Water,Water,Water,Water,NULL,Wetland
6252,Forest,Water,Water,Water,Water,Water,NULL,Water
6253,Forest,Water,Water,Water,Water,Water,NULL,Forest
6254,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
6255,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
6256,Forest,Water,Water,Water,Water,Water,Wetland,Water
6257,Forest,Water,Water,Water,Water,Water,Wetland,Forest
6258,Forest,Water,Water,Water,Water,Water,Water,Grassland
6259,Forest,Water,Water,Water,Water,Water,Water,Wetland
6260,Forest,Water,Water,Water,Water,Water,Water,Water
6261,Forest,Water,Water,Water,Water,Water,Water,Forest
6262,Forest,Water,Water,Water,Water,Water,Forest,Water
6263,Forest,Water,Water,Water,Water,Forest,NULL,Forest
6264,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
6265,Forest,Water,Water,Water,Water,Forest,Forest,Forest
6266,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6267,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6268,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
6269,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6270,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6271,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
6272,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6273,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
6274,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6275,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6276,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6277,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6278,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
6279,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6280,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6281,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6282,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6283,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6284,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6285,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
6286,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6287,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6288,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
6289,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
6290,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
6291,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6292,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6293,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
6294,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6295,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
6296,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
6297,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
6298,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6299,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6300,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
6301,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6302,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6303,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
6304,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
6305,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6306,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6307,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6308,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6309,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
6310,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
6311,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6312,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6313,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
6314,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6315,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
6316,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
6317,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6318,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
6319,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6320,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6321,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
6322,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
6323,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
6324,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
6325,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
6326,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
6327,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
6328,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
6329,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6330,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6331,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
6332,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
6333,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
6334,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
6335,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
6336,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
6337,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
6338,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
6339,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
6340,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
6341,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
6342,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
6343,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
6344,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6345,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6346,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
6347,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
6348,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6349,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6350,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6351,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6352,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6353,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6354,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6355,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6356,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6357,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6358,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
6359,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6360,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6361,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6362,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6363,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6364,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6365,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
6366,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6367,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
6368,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6369,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
6370,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
6371,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6372,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6373,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
6374,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6375,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6376,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6377,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
6378,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6379,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
6380,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
6381,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6382,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
6383,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6384,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
6385,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6386,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6387,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6388,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6389,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
6390,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6391,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
6392,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6393,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
6394,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
6395,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
6396,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
6397,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
6398,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6399,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6400,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6401,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6402,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6403,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
6404,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
6405,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6406,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6407,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6408,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6409,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6410,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6411,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
6412,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
6413,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
6414,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,NULL
6415,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
6416,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
6417,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
6418,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
6419,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
6420,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Forest
6421,Forest,Forest,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
6422,Forest,Forest,NULL,Water,Non_Wetland,Wetland,NULL,Forest
6423,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
6424,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
6425,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
6426,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
6427,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6428,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6429,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6430,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6431,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6432,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6433,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6434,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6435,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6436,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6437,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6438,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6439,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
6440,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6441,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6442,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6443,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6444,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6445,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
6446,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6447,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
6448,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6449,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6450,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6451,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6452,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6453,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6454,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6455,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6456,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6457,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
6458,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
6459,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6460,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6461,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
6462,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6463,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6464,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6465,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
6466,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6467,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6468,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6469,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
6470,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6471,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6472,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6473,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
6474,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
6475,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6476,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
6477,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6478,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6479,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6480,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6481,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6482,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6483,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
6484,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
6485,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
6486,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
6487,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
6488,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
6489,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
6490,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
6491,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6492,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6493,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
6494,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
6495,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
6496,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
6497,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
6498,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6499,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6500,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6501,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6502,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6503,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6504,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
6505,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6506,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6507,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6508,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6509,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6510,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
6511,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6512,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6513,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6514,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6515,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
6516,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6517,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6518,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
6519,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
6520,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
6521,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
6522,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6523,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
6524,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6525,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6526,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
6527,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6528,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6529,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6530,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
6531,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
6532,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
6533,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6534,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
6535,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
6536,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6537,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6538,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6539,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
6540,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6541,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
