Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NBM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NBM_M_R
1045,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1046,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
1047,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1049,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1050,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1051,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1052,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1053,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1054,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1055,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1056,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1057,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1058,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1059,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1060,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1061,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1062,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1063,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1064,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1065,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1066,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1067,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1068,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1069,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1070,Forest,Wetland,Wetland,NULL,NULL,NULL,NULL,Wetland
1071,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1072,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1073,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1074,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1075,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1076,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1077,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1078,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1079,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1080,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1081,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1082,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1083,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1084,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1085,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1086,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1087,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1088,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1089,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1090,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1091,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1093,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1094,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1095,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1096,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1097,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1098,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1099,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1100,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1101,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1102,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1103,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1104,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1105,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1106,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1107,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1108,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1109,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1110,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1111,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1112,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1113,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1114,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1115,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1116,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1117,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1118,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1119,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1120,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1121,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1122,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1123,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1124,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1125,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1126,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1127,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1128,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1129,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1130,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1131,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1132,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1133,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1134,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1135,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1136,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1137,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1138,Forest,Water,Wetland,Non_Water,NULL,NULL,NULL,Wetland
1139,Forest,Water,Wetland,Non_Water,NULL,NULL,NULL,Water
1140,Forest,Water,Wetland,Non_Water,NULL,NULL,NULL,Forest
1141,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1142,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1143,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1144,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1145,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1146,Forest,Water,Wetland,Water,NULL,NULL,NULL,Wetland
1147,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1148,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1149,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1150,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1151,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1152,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1153,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1154,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1155,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1156,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1157,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1158,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1159,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1160,Forest,Water,Water,Non_Water,NULL,NULL,NULL,Wetland
1161,Forest,Water,Water,Non_Water,NULL,NULL,NULL,Water
1162,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1163,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1164,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1165,Forest,Water,Water,Water,NULL,NULL,NULL,Wetland
1166,Forest,Water,Water,Water,NULL,NULL,NULL,Water
1167,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1168,Forest,Water,Water,Water,Water,NULL,NULL,Water
1169,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1170,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1171,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1172,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1173,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1174,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1175,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1176,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1177,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1178,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1179,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1180,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1181,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1182,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1183,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1184,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1185,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1186,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1187,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1188,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1189,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1190,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1191,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1192,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1193,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1194,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1195,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1196,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1197,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1198,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1199,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1200,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1201,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1202,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1203,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1204,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1205,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1206,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1207,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1208,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1209,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1210,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1211,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1212,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1213,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1214,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1215,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1216,Forest,Forest,Wetland,Non_Water,NULL,NULL,NULL,Wetland
1217,Forest,Forest,Wetland,Non_Water,NULL,NULL,NULL,Forest
1218,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1219,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1220,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1221,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1222,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1223,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1224,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1225,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1226,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1227,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1228,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1229,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1230,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1231,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1232,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1233,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1234,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1235,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1236,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1237,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1238,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1239,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1240,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1241,Forest,Forest,Water,Non_Water,NULL,NULL,NULL,Wetland
1242,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1243,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1244,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1245,Forest,Forest,Water,Water,NULL,NULL,NULL,Wetland
1246,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1247,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1248,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1249,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1250,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1251,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1252,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1253,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1254,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1255,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1256,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1257,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1258,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1259,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1260,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1261,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1262,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1263,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
