Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHE_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,NULL
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Cropland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Bareland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Bareland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Built-up
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
