Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNP_M_R
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
451,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
452,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
453,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
454,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
455,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
456,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
457,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
458,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
459,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
460,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
461,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
462,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
463,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
464,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
465,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
466,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
467,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
468,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
469,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
470,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
471,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
472,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
473,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
474,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
475,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
476,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
477,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
478,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
479,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
480,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
481,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
482,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
483,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
484,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
485,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
486,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
487,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
489,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
490,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
491,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
493,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
494,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
495,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
496,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
497,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
498,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
499,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
500,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
501,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
502,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
503,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
504,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
505,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
506,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
507,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
508,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
509,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
510,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
511,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
512,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
513,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
514,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
515,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
516,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
517,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
518,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
519,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
520,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
521,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
522,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
523,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
524,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
525,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
526,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
527,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
528,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
529,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
530,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
531,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
532,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
533,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
534,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
535,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
536,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
537,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
538,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
539,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
540,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
541,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
542,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
543,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
544,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
545,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
546,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
547,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
548,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
549,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
550,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
551,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
552,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
553,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
554,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
555,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
556,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
557,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
558,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
559,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
560,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
561,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
562,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
563,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
564,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
566,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
567,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
568,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
569,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
570,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
571,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
572,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
573,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
574,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
575,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
576,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
577,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
578,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
579,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
580,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
581,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
582,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
583,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
584,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
586,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
587,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
588,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
589,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
590,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
591,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
592,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
593,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
594,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
596,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
598,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
599,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
601,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
603,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
609,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
610,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
611,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
612,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
613,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
615,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
618,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
619,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
620,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
621,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
622,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
623,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
624,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
625,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
626,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
627,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
629,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
630,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
631,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
635,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
636,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
637,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
641,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
642,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
644,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
646,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
649,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
650,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
