Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFC_M_R
335,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
336,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
337,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
338,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
339,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
340,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
341,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
342,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
343,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
344,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
345,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
346,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
347,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
348,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
349,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
350,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
351,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
352,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
353,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
354,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
355,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
356,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
357,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
358,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
359,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
360,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
361,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
362,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
363,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
364,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
365,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
366,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
367,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
368,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
369,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
370,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
371,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
372,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
373,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
374,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
375,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
376,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
377,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
378,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
379,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
380,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
381,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
382,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
383,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
384,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
385,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
386,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
387,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
388,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
389,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
390,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
391,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
392,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
393,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
394,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
396,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
397,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
398,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
399,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
400,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
401,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
402,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
403,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
404,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
405,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
406,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
407,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
408,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
409,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
410,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
411,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
412,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
413,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
414,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
415,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
416,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
417,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
418,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
419,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
420,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
421,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
422,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
423,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
424,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
425,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
426,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
427,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
428,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
429,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
430,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
431,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
432,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
433,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
434,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
435,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
436,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
437,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
438,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
439,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
440,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
441,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
442,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
443,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
444,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
445,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
446,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
447,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
448,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
449,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
450,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
451,NULL,Water,Water,NULL,Water,NULL,NULL,Water
452,NULL,Water,Water,Non_Water,Water,NULL,NULL,Bareland
453,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
454,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
455,NULL,Water,Water,Water,Water,NULL,NULL,Water
456,NULL,Water,Water,Water,Water,NULL,NULL,Forest
457,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
458,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
459,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
460,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
461,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
462,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
463,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
464,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
465,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
466,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
467,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
468,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
469,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
470,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
471,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
472,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
473,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
474,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
475,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
476,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
477,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
478,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
479,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
480,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
481,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
482,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
483,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
484,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
485,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
486,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
487,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
488,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
489,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
490,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
491,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
492,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
493,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
494,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
495,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
496,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
497,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
498,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
499,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
500,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
501,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
502,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
503,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
504,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
505,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
506,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
507,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
508,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
509,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
510,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
511,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
512,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
513,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
514,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
515,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
516,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
517,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
518,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
519,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
520,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
521,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
522,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
523,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
524,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
525,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
526,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
527,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
528,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
529,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
530,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
531,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
532,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
533,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
534,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
535,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
536,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
537,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
538,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
539,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
540,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
541,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
542,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
543,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
544,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
545,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
546,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
547,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
548,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
549,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
550,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
551,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
552,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
553,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
554,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
555,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
556,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
557,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
558,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
559,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
560,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
561,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
562,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
563,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
564,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
565,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
566,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
567,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
568,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
569,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
570,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
571,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
572,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
573,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
574,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
575,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
576,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
577,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
578,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
579,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
580,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
581,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
582,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
583,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
584,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
585,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
586,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
587,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
588,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
589,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
590,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
591,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
592,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
593,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
594,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
595,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
596,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
597,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
598,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
599,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
600,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
601,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
602,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
604,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
605,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
606,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
607,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
608,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
609,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
610,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
611,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
612,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
613,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
614,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
615,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
616,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
617,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
618,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
619,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
620,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
621,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
622,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
623,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
624,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
625,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
626,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
627,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
628,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
629,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
630,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
631,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
632,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
633,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
634,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
635,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
636,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
637,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
638,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
639,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
640,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
641,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
642,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
643,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
644,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
645,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
646,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
647,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
648,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
649,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
650,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
651,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
652,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
653,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
654,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
655,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
656,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
658,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
659,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
660,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
661,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
662,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
663,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
664,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
665,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
666,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
667,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
668,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
669,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
670,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
671,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
672,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
673,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
674,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
675,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
676,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
677,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
678,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
679,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
