Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXA_M_R
6295,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
6296,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
6297,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
6298,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
6299,Forest,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Water
6300,Forest,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
6301,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
6302,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
6303,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
6304,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
6305,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
6306,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
6307,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
6308,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6309,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6310,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6311,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6312,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
6313,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6314,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6315,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6316,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6317,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6318,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6319,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6320,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6321,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6322,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
6323,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
6324,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6325,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6326,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6327,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
6328,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6329,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6330,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6331,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6332,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6333,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6334,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
6335,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6336,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
6337,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6338,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6339,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6340,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6341,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6342,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
6343,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6344,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6345,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6346,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6347,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
6348,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
6349,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6350,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
6351,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
6352,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6353,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
6354,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
6355,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
6356,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
6357,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6358,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
6359,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6360,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
6361,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6362,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6363,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
6364,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6365,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6366,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
6367,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6368,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
6369,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
6370,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6371,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
6372,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6373,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
6374,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
6375,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
6376,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Water
6377,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6378,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
6379,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
6380,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
6381,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
6382,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
6383,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Water
6384,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
6385,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6386,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
6387,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6388,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6389,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
6390,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6391,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
6392,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
6393,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
6394,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Wetland
6395,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
6396,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
6397,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
6398,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
6399,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
6400,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6401,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
6402,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6403,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6404,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
6405,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6406,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
6407,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
6408,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
6409,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6410,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
6411,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
6412,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
6413,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
6414,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
6415,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
6416,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
6417,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
6418,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
6419,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
6420,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
6421,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
6422,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
6423,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
6424,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
6425,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
6426,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
6427,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
6428,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
6429,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6430,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
6431,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
6432,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
6433,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
6434,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
6435,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
6436,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
6437,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
6438,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
6439,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
6440,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
6441,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
6442,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6443,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
6444,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
6445,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6446,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
6447,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
6448,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6449,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
6450,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
6451,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
6452,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6453,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
6454,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6455,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6456,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6457,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6458,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6459,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
6460,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6461,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
6462,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
6463,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6464,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
6465,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6466,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
6467,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6468,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6469,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
6470,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6471,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
6472,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
6473,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6474,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
6475,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
6476,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
6477,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
6478,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Water
6479,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
6480,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6481,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
6482,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
6483,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
6484,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6485,Forest,Water,Wetland,Water,Wetland,Grassland,Shrubland,Forest
6486,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Wetland
6487,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
6488,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
6489,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
6490,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
6491,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
6492,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
6493,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
6494,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
6495,Forest,Water,Wetland,Water,Wetland,Wetland,Shrubland,Forest
6496,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6497,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
6498,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
6499,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6500,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
6501,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
6502,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
6503,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
6504,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
6505,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
6506,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
6507,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Water
6508,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
6509,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
6510,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
6511,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
6512,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
6513,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
6514,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
6515,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
6516,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
6517,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
6518,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
6519,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
6520,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
6521,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
6522,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
6523,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Wetland
6524,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
6525,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
6526,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6527,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
6528,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6529,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6530,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
6531,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
6532,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
6533,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
6534,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
6535,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
6536,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6537,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
6538,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
6539,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
6540,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
6541,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
6542,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6543,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6544,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Water
6545,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6546,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
6547,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6548,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
6549,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
6550,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
6551,Forest,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
6552,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
6553,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
6554,Forest,Water,Water,NULL,Water,Grassland,Shrubland,Forest
6555,Forest,Water,Water,NULL,Water,Grassland,Grassland,Wetland
6556,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
6557,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
6558,Forest,Water,Water,NULL,Water,Grassland,Water,Water
6559,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
6560,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
6561,Forest,Water,Water,NULL,Water,Wetland,Grassland,Wetland
6562,Forest,Water,Water,NULL,Water,Wetland,Grassland,Water
6563,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
6564,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
6565,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
6566,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
6567,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
6568,Forest,Water,Water,NULL,Water,Wetland,Water,Water
6569,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
6570,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
6571,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
6572,Forest,Water,Water,NULL,Water,Water,Shrubland,Forest
6573,Forest,Water,Water,NULL,Water,Water,Grassland,Wetland
6574,Forest,Water,Water,NULL,Water,Water,Grassland,Water
6575,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
6576,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
6577,Forest,Water,Water,NULL,Water,Water,Wetland,Water
6578,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
6579,Forest,Water,Water,NULL,Water,Water,Water,Wetland
6580,Forest,Water,Water,NULL,Water,Water,Water,Water
6581,Forest,Water,Water,NULL,Water,Water,Water,Forest
6582,Forest,Water,Water,NULL,Water,Water,Forest,Wetland
6583,Forest,Water,Water,NULL,Water,Water,Forest,Water
6584,Forest,Water,Water,NULL,Water,Water,Forest,Forest
6585,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
6586,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
6587,Forest,Water,Water,NULL,Water,Forest,Water,Water
6588,Forest,Water,Water,NULL,Water,Forest,Water,Forest
6589,Forest,Water,Water,NULL,Water,Forest,Forest,Water
6590,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
6591,Forest,Water,Water,Non_Water,Water,Grassland,Shrubland,Forest
6592,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Wetland
6593,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Water
6594,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
6595,Forest,Water,Water,Non_Water,Water,Grassland,Water,Wetland
6596,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
6597,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
6598,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Wetland
6599,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Water
6600,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
6601,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
6602,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
6603,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
6604,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
6605,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
6606,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
6607,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
6608,Forest,Water,Water,Non_Water,Water,Water,Grassland,Wetland
6609,Forest,Water,Water,Non_Water,Water,Water,Grassland,Water
6610,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
6611,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
6612,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
6613,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
6614,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
6615,Forest,Water,Water,Non_Water,Water,Water,Water,Water
6616,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
6617,Forest,Water,Water,Non_Water,Water,Water,Forest,Wetland
6618,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
6619,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
6620,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
6621,Forest,Water,Water,Water,Water,Grassland,Grassland,Water
6622,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
6623,Forest,Water,Water,Water,Water,Grassland,Wetland,Wetland
6624,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
6625,Forest,Water,Water,Water,Water,Grassland,Water,Water
6626,Forest,Water,Water,Water,Water,Grassland,Water,Forest
6627,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
6628,Forest,Water,Water,Water,Water,Wetland,Grassland,Wetland
6629,Forest,Water,Water,Water,Water,Wetland,Grassland,Water
6630,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
6631,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
6632,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
6633,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
6634,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
6635,Forest,Water,Water,Water,Water,Wetland,Water,Water
6636,Forest,Water,Water,Water,Water,Wetland,Water,Forest
6637,Forest,Water,Water,Water,Water,Wetland,Forest,Water
6638,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
6639,Forest,Water,Water,Water,Water,Bareland,Water,Wetland
6640,Forest,Water,Water,Water,Water,Water,Grassland,Wetland
6641,Forest,Water,Water,Water,Water,Water,Grassland,Water
6642,Forest,Water,Water,Water,Water,Water,Grassland,Forest
6643,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
6644,Forest,Water,Water,Water,Water,Water,Wetland,Water
6645,Forest,Water,Water,Water,Water,Water,Wetland,Forest
6646,Forest,Water,Water,Water,Water,Water,Water,Wetland
6647,Forest,Water,Water,Water,Water,Water,Water,Water
6648,Forest,Water,Water,Water,Water,Water,Water,Forest
6649,Forest,Water,Water,Water,Water,Water,Forest,Wetland
6650,Forest,Water,Water,Water,Water,Water,Forest,Water
6651,Forest,Water,Water,Water,Water,Water,Forest,Forest
6652,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
6653,Forest,Water,Water,Water,Water,Forest,Water,Water
6654,Forest,Water,Water,Water,Water,Forest,Water,Forest
6655,Forest,Water,Water,Water,Water,Forest,Forest,Forest
6656,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6657,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
6658,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6659,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6660,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6661,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
6662,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6663,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6664,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
