Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDE_M_R
2882,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2883,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2884,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2885,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2886,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2887,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
2888,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
2889,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2890,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2891,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
2892,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
2893,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
2894,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2895,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2896,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2897,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2898,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2899,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2900,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
2901,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
2902,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2903,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
2904,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
2905,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
2906,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
2907,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2908,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
2909,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2910,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
2911,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2912,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2913,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
2914,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
2915,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
2916,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
2917,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
2918,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
2919,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,NULL
2920,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2921,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2922,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,NULL
2923,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
2924,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,NULL
2925,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2926,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2927,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,NULL
2928,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
2929,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
2930,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,NULL
2931,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
2932,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
2933,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
2934,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,NULL
2935,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
2936,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
2937,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
2938,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
2939,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,NULL
2940,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,NULL
2941,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,NULL
2942,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
2943,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,NULL
2944,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
2945,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,NULL
2946,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
2947,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
2948,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
2949,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2950,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
2951,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
2952,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
2953,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
2954,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
2955,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
2956,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
2957,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
2958,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
2959,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
2960,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
2961,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
2962,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
2963,Forest,Wetland,Water,NULL,Water,NULL,Wetland,NULL
2964,Forest,Wetland,Water,NULL,Water,NULL,Water,NULL
2965,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
2966,Forest,Wetland,Water,NULL,Water,Grassland,Water,NULL
2967,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
2968,Forest,Wetland,Water,NULL,Water,Wetland,Water,NULL
2969,Forest,Wetland,Water,NULL,Water,Bareland,Wetland,NULL
2970,Forest,Wetland,Water,NULL,Water,Bareland,Water,NULL
2971,Forest,Wetland,Water,NULL,Water,Water,Wetland,NULL
2972,Forest,Wetland,Water,NULL,Water,Water,Water,NULL
2973,Forest,Wetland,Water,NULL,Water,Forest,Wetland,NULL
2974,Forest,Wetland,Water,NULL,Water,Forest,Water,NULL
2975,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2976,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,NULL
2977,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2978,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2979,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2980,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
2981,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
2982,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2983,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2984,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
2985,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
2986,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2987,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2988,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2989,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2990,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
2991,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
2992,Forest,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2993,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
2994,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Water,NULL
2995,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
2996,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,NULL
2997,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2998,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
2999,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3000,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
3001,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3002,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3003,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
3004,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3005,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,NULL
3006,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3007,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
3008,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
3009,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
3010,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
3011,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3012,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
3013,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
3014,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3015,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
3016,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3017,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3018,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3019,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
3020,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3021,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
3022,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
3023,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3024,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3025,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3026,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
3027,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
3028,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
3029,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
3030,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
3031,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
3032,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
3033,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3034,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
3035,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
3036,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
3037,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Water,NULL
3038,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3039,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
3040,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
3041,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
3042,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3043,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3044,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3045,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
3046,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
3047,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3048,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
3049,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
3050,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
3051,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
3052,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
3053,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
3054,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
3055,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
3056,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
3057,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
3058,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
3059,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
3060,Forest,Built-up,Wetland,NULL,Wetland,NULL,Grassland,NULL
3061,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,NULL
3062,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,NULL
3063,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,NULL
3064,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,NULL
3065,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,NULL
3066,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3067,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3068,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,NULL
3069,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,NULL
3070,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,NULL
3071,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,NULL
3072,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3073,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
3074,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,NULL
3075,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
3076,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,NULL
3077,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,NULL
3078,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,NULL
3079,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,NULL
3080,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
3081,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,NULL
3082,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,NULL
3083,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,NULL
3084,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,NULL
3085,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Forest,NULL
3086,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,NULL
3087,Forest,Built-up,Wetland,NULL,Wetland,Forest,Grassland,NULL
3088,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,NULL
3089,Forest,Built-up,Wetland,NULL,Wetland,Forest,Bareland,NULL
3090,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,NULL
3091,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,NULL
3092,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
3093,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
3094,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,NULL
3095,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
3096,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
3097,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3098,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
3099,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
3100,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
3101,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,NULL
3102,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Wetland,NULL
3103,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
3104,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
3105,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
3106,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
3107,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
3108,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3109,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
3110,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
3111,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3112,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
3113,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
3114,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
3115,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
3116,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3117,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
3118,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
3119,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,NULL
3120,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
3121,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3122,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Water,NULL
3123,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
3124,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
3125,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
3126,Forest,Built-up,Water,NULL,Water,Grassland,Wetland,NULL
3127,Forest,Built-up,Water,NULL,Water,Grassland,Water,NULL
3128,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3129,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3130,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
3131,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
3132,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,NULL
3133,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3134,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3135,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
3136,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
3137,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,NULL
3138,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3139,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3140,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3141,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,NULL
3142,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3143,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
3144,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3145,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
3146,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,NULL
3147,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
3148,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
3149,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
3150,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
3151,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
3152,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3153,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
3154,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
3155,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
3156,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3157,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
3158,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3159,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3160,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
3161,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3162,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
3163,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3164,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
3165,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
3166,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
3167,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
3168,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
3169,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
3170,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
3171,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
3172,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3173,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3174,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
3175,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3176,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
3177,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3178,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3179,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
3180,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
3181,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3182,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3183,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3184,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
3185,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3186,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
3187,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
3188,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
3189,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
3190,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
3191,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
3192,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
3193,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
3194,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
3195,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3196,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3197,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
3198,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
3199,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
3200,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
3201,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
3202,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
3203,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
3204,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
3205,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
3206,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,NULL
3207,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3208,Forest,Water,Wetland,NULL,NULL,NULL,Wetland,NULL
3209,Forest,Water,Wetland,NULL,NULL,NULL,Water,NULL
3210,Forest,Water,Wetland,NULL,NULL,NULL,Forest,NULL
3211,Forest,Water,Wetland,NULL,NULL,Wetland,Water,NULL
3212,Forest,Water,Wetland,NULL,NULL,Water,Water,NULL
3213,Forest,Water,Wetland,NULL,NULL,Forest,Wetland,NULL
3214,Forest,Water,Wetland,NULL,NULL,Forest,Water,NULL
3215,Forest,Water,Wetland,NULL,NULL,Forest,Forest,NULL
3216,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,NULL
