Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFR_M_R
1005,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Grassland
1006,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
1007,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1008,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
1009,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Water
1010,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Water,Water,NULL,NULL,Bareland
1011,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Grassland
1012,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Bareland
1013,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Water
1014,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1015,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1016,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1017,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1018,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1019,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1020,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1021,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1022,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1023,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1024,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1025,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1026,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1027,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1028,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1029,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1030,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1032,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1033,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1034,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1035,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1036,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1037,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1038,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1039,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1040,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1041,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1042,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1043,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1044,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1045,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1046,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1047,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1048,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1049,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1050,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1051,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1053,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1054,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1055,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1056,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1057,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1058,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1059,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1060,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1061,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1062,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1063,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1065,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1066,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1067,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1068,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1069,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1070,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1071,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1072,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1073,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1074,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1075,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1077,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1078,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1079,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1080,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1081,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1082,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1083,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1084,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1085,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1086,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1087,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1088,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1089,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1090,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1091,Forest,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1093,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1094,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1095,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1096,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1097,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1098,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1099,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1100,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1101,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1102,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1103,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1104,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1106,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1107,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1108,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1109,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1110,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1111,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1112,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1113,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1114,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1115,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1116,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1117,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1118,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1119,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1120,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1121,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
