Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMS_M_R
321,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Cropland
322,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
323,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
324,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
325,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
326,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
327,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
328,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
329,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
330,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
331,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
332,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
333,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
334,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
335,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
336,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
337,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
338,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
339,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
340,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
341,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
342,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
343,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
344,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
345,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
346,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
347,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
348,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
349,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
350,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
351,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
352,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
353,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
356,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
357,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
358,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
360,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
361,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
362,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
363,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
364,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
365,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
366,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
368,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
370,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
371,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
372,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
374,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
376,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
377,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
378,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
379,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
380,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
381,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
383,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
384,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
385,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
386,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
387,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
388,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
389,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
390,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
391,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Wetland
392,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
393,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
394,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
395,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
397,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
398,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
400,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
401,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
402,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
403,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
404,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
405,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
406,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
407,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
409,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
410,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
411,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
412,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
413,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
414,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
416,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
417,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
418,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
419,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
420,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
421,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
423,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
424,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
425,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
426,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
427,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
428,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Wetland
429,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Built-up
430,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Water
431,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
432,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
433,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Built-up
434,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
435,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
436,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Cropland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
438,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Water
439,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
440,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
441,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Cropland
442,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
443,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Bareland
444,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
445,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
446,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
447,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
448,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
449,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
450,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
451,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
452,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
453,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
455,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
456,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
457,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
458,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
459,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
460,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
461,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Cropland
462,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
463,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
464,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
465,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
466,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
467,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
468,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
469,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
470,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
471,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
472,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
473,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Wetland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
476,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Water
477,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
478,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
479,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Wetland
480,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
481,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
482,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
483,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Wetland
484,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
485,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
486,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
487,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
489,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
490,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
491,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
493,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Water
494,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
495,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
496,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
497,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
498,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
499,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
500,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
501,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
502,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
503,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
504,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
505,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Water
506,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
507,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
508,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
509,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
510,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
511,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
512,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Cropland
513,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
514,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
515,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Built-up
516,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
517,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
518,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
519,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
520,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
521,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
522,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
523,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
524,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
525,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
526,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
527,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
528,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
529,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
530,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
531,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
532,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
533,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
534,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
535,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
536,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
537,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
538,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
539,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
540,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
541,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
542,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Wetland
543,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
544,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
545,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
546,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
547,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
548,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
549,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
550,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
551,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
552,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
553,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
554,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
555,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
556,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
557,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
558,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
559,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
560,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
561,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
562,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
563,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
564,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
565,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
566,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
567,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
568,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
569,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Cropland
570,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
571,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
572,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
573,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
574,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
575,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
576,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
577,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
578,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
579,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
580,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
581,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
582,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
583,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
584,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
585,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
586,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
587,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
588,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
589,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
590,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
591,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
592,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
593,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
594,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
595,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Cropland
596,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
597,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
598,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
599,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
600,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
601,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
602,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Wetland
603,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
604,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
605,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
606,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Bareland
607,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
608,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
609,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Cropland
610,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
611,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Bareland
612,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
613,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
614,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
615,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
616,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
617,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Cropland
618,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
619,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
620,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
621,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Cropland
622,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
623,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
624,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Wetland
625,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
626,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
627,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Wetland
628,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
629,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
630,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
631,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Wetland
632,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
633,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
634,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Wetland
635,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
636,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
637,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
638,NULL,NULL,Grassland,Water,Non_Wetland,Built-up,Grassland,Grassland
639,NULL,NULL,Grassland,Water,Non_Wetland,Built-up,Wetland,Grassland
640,NULL,NULL,Grassland,Water,Non_Wetland,Built-up,Built-up,Grassland
641,NULL,NULL,Grassland,Water,Non_Wetland,Built-up,Built-up,Built-up
642,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
643,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
644,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
645,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
646,NULL,NULL,Grassland,Water,Non_Wetland,Forest,Wetland,Wetland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
650,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
