Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDM_M_R
1102,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
1103,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1104,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
1105,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1106,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Water
1107,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1108,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
1109,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1110,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
1111,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
1112,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
1113,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
1114,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
1115,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1116,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
1117,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1118,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1119,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
1120,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
1121,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Water
1122,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
1123,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1124,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1125,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1126,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
1127,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
1128,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Water
1129,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
1130,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1131,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
1132,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1133,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
1134,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
1135,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
1136,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Bareland
1137,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
1138,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
1139,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
1140,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1141,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
1142,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1143,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1144,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
1145,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1146,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1147,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1148,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1149,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1150,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1151,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1152,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1153,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1154,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1155,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1156,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1157,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1158,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1159,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1160,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
1161,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1162,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Water
1163,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
1164,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1165,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1166,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1167,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1168,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1169,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1170,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
1171,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
1172,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1173,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1174,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Water
1175,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1176,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1177,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1178,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1179,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1180,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
1181,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1182,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1183,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1184,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1185,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
1186,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1187,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1188,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1189,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1190,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1191,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1192,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1193,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1194,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
1195,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1196,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
1197,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1198,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
1199,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1200,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1201,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1202,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
1203,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1204,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
1205,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1206,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1207,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1208,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1209,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1210,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1211,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1212,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1213,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1214,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
1215,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1216,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1217,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1218,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1219,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
1220,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Water
1221,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1222,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
1223,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1224,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1225,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1226,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1227,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1228,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1229,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Water
1230,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
1231,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
1232,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
1233,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
1234,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
1235,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1236,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1237,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1238,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1239,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1240,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1241,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1242,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1243,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
1244,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1245,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1246,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1247,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1248,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1249,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1250,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1251,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1252,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1253,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1254,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1255,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1256,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1257,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1258,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1259,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1260,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
1261,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1262,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
1263,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
1264,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
1265,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1266,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1267,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1268,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1269,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1270,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
1271,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1272,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1273,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1274,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1275,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1276,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1277,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
1278,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
1279,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
1280,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1281,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1282,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1283,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1284,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
1285,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
1286,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1287,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1288,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
1289,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
1290,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
1291,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
1292,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
1293,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
1294,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1295,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
1296,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
1297,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1298,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
1299,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
1300,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
1301,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1302,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
1303,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
1304,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1305,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
1306,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Water
1307,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
1308,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Forest
1309,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
1310,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
1311,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Water
1312,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Forest
1313,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
1314,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Forest
1315,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Forest
1316,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
1317,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Grassland
1318,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1319,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1320,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1321,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1322,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
1323,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1324,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1325,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1326,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1327,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1328,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
1329,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1330,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1331,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
1332,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1333,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
1334,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
1335,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1336,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1337,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
1338,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1339,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1340,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1341,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1342,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1343,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1344,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1345,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1346,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1347,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
1348,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1349,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1350,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1351,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1352,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1353,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1354,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1355,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Bareland
1356,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1357,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1358,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
1359,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1360,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1361,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1362,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1363,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1364,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1365,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1366,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1367,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1368,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1369,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1370,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1371,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1372,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1373,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1374,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1375,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1376,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1377,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1378,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
1379,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1380,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
1381,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
1382,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1383,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1384,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1385,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1386,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1387,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1388,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1389,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1390,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1391,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1392,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1393,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1394,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1395,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1396,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
1397,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1398,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
1399,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Water
1400,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
1401,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1402,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1403,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1404,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1405,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Bareland
1406,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1407,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1408,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1409,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1410,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1411,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1412,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
1413,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1414,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1415,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
1416,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1417,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1418,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1419,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1420,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1421,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1422,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Grassland
1423,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Water
1424,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Forest
1425,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1426,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1427,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1428,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
1429,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Water
1430,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
1431,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1432,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1433,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1434,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1435,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1436,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1437,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
1438,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1439,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
1440,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
1441,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
1442,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
1443,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1444,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Water
1445,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
1446,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
