Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTT_M_R
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Water
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Wetland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,NULL
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Bareland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,NULL
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Wetland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
