Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTU_M_R
1289,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1290,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1291,Water,Water,Shrubland,NULL,Non_Wetland,Water
1292,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1293,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1294,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1295,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1296,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1297,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1298,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1299,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1300,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1301,Water,Water,Shrubland,Water,Non_Wetland,Water
1302,Water,Water,Shrubland,Water,Non_Wetland,Forest
1303,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1304,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1305,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1306,Water,Water,Grassland,NULL,Non_Wetland,Water
1307,Water,Water,Grassland,NULL,Non_Wetland,Forest
1308,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1309,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1310,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1311,Water,Water,Grassland,Water,Non_Wetland,Grassland
1312,Water,Water,Grassland,Water,Non_Wetland,Water
1313,Water,Water,Grassland,Water,Non_Wetland,Forest
1314,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1315,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1316,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1317,Water,Water,Cropland,NULL,Non_Wetland,Water
1318,Water,Water,Cropland,NULL,Non_Wetland,Forest
1319,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1320,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1321,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1322,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1323,Water,Water,Cropland,Water,Non_Wetland,Grassland
1324,Water,Water,Cropland,Water,Non_Wetland,Bareland
1325,Water,Water,Cropland,Water,Non_Wetland,Water
1326,Water,Water,Cropland,Water,Non_Wetland,Forest
1327,Water,Water,Wetland,NULL,Wetland,Grassland
1328,Water,Water,Wetland,NULL,Wetland,Cropland
1329,Water,Water,Wetland,NULL,Wetland,Bareland
1330,Water,Water,Wetland,NULL,Wetland,Water
1331,Water,Water,Wetland,NULL,Wetland,Forest
1332,Water,Water,Wetland,Non_Water,Wetland,Grassland
1333,Water,Water,Wetland,Non_Water,Wetland,Cropland
1334,Water,Water,Wetland,Non_Water,Wetland,Bareland
1335,Water,Water,Wetland,Non_Water,Wetland,Water
1336,Water,Water,Wetland,Non_Water,Wetland,Forest
1337,Water,Water,Wetland,Water,Wetland,Grassland
1338,Water,Water,Wetland,Water,Wetland,Cropland
1339,Water,Water,Wetland,Water,Wetland,Bareland
1340,Water,Water,Wetland,Water,Wetland,Water
1341,Water,Water,Wetland,Water,Wetland,Forest
1342,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1343,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1344,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1345,Water,Water,Bareland,NULL,Non_Wetland,Water
1346,Water,Water,Bareland,NULL,Non_Wetland,Forest
1347,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1348,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1349,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1350,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1351,Water,Water,Bareland,Water,Non_Wetland,Grassland
1352,Water,Water,Bareland,Water,Non_Wetland,Bareland
1353,Water,Water,Bareland,Water,Non_Wetland,Water
1354,Water,Water,Water,NULL,Water,Grassland
1355,Water,Water,Water,NULL,Water,Cropland
1356,Water,Water,Water,NULL,Water,Bareland
1357,Water,Water,Water,NULL,Water,Water
1358,Water,Water,Water,NULL,Water,Forest
1359,Water,Water,Water,Non_Water,Water,Grassland
1360,Water,Water,Water,Non_Water,Water,Cropland
1361,Water,Water,Water,Non_Water,Water,Bareland
1362,Water,Water,Water,Non_Water,Water,Water
1363,Water,Water,Water,Non_Water,Water,Forest
1364,Water,Water,Water,Water,Water,Grassland
1365,Water,Water,Water,Water,Water,Cropland
1366,Water,Water,Water,Water,Water,Bareland
1367,Water,Water,Water,Water,Water,Water
1368,Water,Water,Water,Water,Water,Forest
1369,Water,Water,Forest,NULL,Non_Wetland,Grassland
1370,Water,Water,Forest,NULL,Non_Wetland,Cropland
1371,Water,Water,Forest,NULL,Non_Wetland,Bareland
1372,Water,Water,Forest,NULL,Non_Wetland,Water
1373,Water,Water,Forest,NULL,Non_Wetland,Forest
1374,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1375,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1376,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1377,Water,Water,Forest,Non_Water,Non_Wetland,Water
1378,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1379,Water,Water,Forest,Water,Non_Wetland,Grassland
1380,Water,Water,Forest,Water,Non_Wetland,Cropland
1381,Water,Water,Forest,Water,Non_Wetland,Bareland
1382,Water,Water,Forest,Water,Non_Wetland,Water
1383,Water,Water,Forest,Water,Non_Wetland,Forest
1384,Water,Forest,NULL,NULL,Non_Wetland,NULL
1385,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1386,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1387,Water,Forest,NULL,NULL,Non_Wetland,Water
1388,Water,Forest,NULL,NULL,Non_Wetland,Forest
1389,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1390,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1391,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1392,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1393,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1394,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1395,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1396,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1397,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1398,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1399,Water,Forest,Cropland,NULL,Non_Wetland,Water
1400,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1401,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1402,Water,Forest,Water,NULL,Water,Grassland
1403,Water,Forest,Water,NULL,Water,Forest
1404,Water,Forest,Water,Water,Water,Forest
1405,Water,Forest,Forest,NULL,Non_Wetland,NULL
1406,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1407,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1408,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1409,Water,Forest,Forest,NULL,Non_Wetland,Built-up
1410,Water,Forest,Forest,NULL,Non_Wetland,Water
1411,Water,Forest,Forest,NULL,Non_Wetland,Forest
1412,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1413,Water,Forest,Forest,Water,Non_Wetland,Bareland
1414,Water,Forest,Forest,Water,Non_Wetland,Forest
1415,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL
1416,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
1417,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1418,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
1419,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1420,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1421,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1422,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1423,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
1424,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1425,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1426,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1427,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
1428,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1429,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
1430,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water
1431,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1432,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Forest
1433,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1434,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland
1435,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
1436,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
1437,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Grassland
1438,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Forest
1439,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1440,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland
1441,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland
1442,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland
1443,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
1444,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL
1445,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
1446,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL
1447,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
1448,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1449,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland
1450,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland
1451,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
1452,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1453,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1454,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
1455,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1456,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1457,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1458,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1459,Forest,NULL,NULL,NULL,Non_Wetland,Water
1460,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1461,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1462,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1463,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1464,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1465,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1466,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1467,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1468,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1469,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1470,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1471,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1472,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1473,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1474,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1475,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1476,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1477,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1478,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1479,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1480,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1481,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1482,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1483,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1484,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1485,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1486,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1487,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1488,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1489,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1490,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1491,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1492,Forest,NULL,Wetland,NULL,Wetland,Forest
1493,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1494,Forest,NULL,Wetland,Water,Wetland,Grassland
1495,Forest,NULL,Wetland,Water,Wetland,Water
1496,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1497,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1498,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1499,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1500,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1501,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1502,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1503,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1504,Forest,NULL,Water,NULL,Water,Grassland
1505,Forest,NULL,Water,NULL,Water,Cropland
1506,Forest,NULL,Water,NULL,Water,Bareland
1507,Forest,NULL,Water,NULL,Water,Forest
1508,Forest,NULL,Water,Non_Water,Water,Grassland
1509,Forest,NULL,Water,Non_Water,Water,Forest
1510,Forest,NULL,Water,Water,Water,Grassland
1511,Forest,NULL,Water,Water,Water,Cropland
1512,Forest,NULL,Water,Water,Water,Water
1513,Forest,NULL,Water,Water,Water,Forest
1514,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1515,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1516,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1517,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1518,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1519,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1520,Forest,NULL,Forest,NULL,Non_Wetland,Water
1521,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1522,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1523,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1524,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1525,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1526,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1527,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1528,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1529,Forest,NULL,Forest,Water,Non_Wetland,Water
1530,Forest,NULL,Forest,Water,Non_Wetland,Forest
1531,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1532,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1533,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1534,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1535,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1536,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
1537,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1538,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1539,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1540,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1541,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1542,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1543,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1544,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1545,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland
1546,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
1547,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
1548,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1549,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1550,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1551,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1552,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1553,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1554,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1555,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland
1556,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1557,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1558,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1559,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1560,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1561,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
1562,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1563,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1564,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1565,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1566,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water
1567,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1568,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
1569,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1570,Forest,Cropland,Cropland,Water,Non_Wetland,Water
1571,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
1572,Forest,Cropland,Wetland,NULL,Wetland,Forest
1573,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
1574,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
1575,Forest,Cropland,Wetland,Non_Water,Wetland,Water
1576,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1577,Forest,Cropland,Wetland,Water,Wetland,Grassland
1578,Forest,Cropland,Wetland,Water,Wetland,Water
1579,Forest,Cropland,Wetland,Water,Wetland,Forest
1580,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1581,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1582,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1583,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
1584,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1585,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1586,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1587,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1588,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
1589,Forest,Cropland,Bareland,Water,Non_Wetland,Water
1590,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1591,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1592,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1593,Forest,Cropland,Water,NULL,Water,Grassland
1594,Forest,Cropland,Water,NULL,Water,Cropland
1595,Forest,Cropland,Water,NULL,Water,Water
1596,Forest,Cropland,Water,NULL,Water,Forest
1597,Forest,Cropland,Water,Non_Water,Water,Grassland
1598,Forest,Cropland,Water,Non_Water,Water,Bareland
1599,Forest,Cropland,Water,Non_Water,Water,Water
1600,Forest,Cropland,Water,Non_Water,Water,Forest
1601,Forest,Cropland,Water,Water,Water,Grassland
1602,Forest,Cropland,Water,Water,Water,Cropland
1603,Forest,Cropland,Water,Water,Water,Water
1604,Forest,Cropland,Water,Water,Water,Forest
1605,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1606,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1607,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1608,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1609,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1610,Forest,Cropland,Forest,NULL,Non_Wetland,Water
1611,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1612,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1613,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1614,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland
1615,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water
1616,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1617,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1618,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
1619,Forest,Cropland,Forest,Water,Non_Wetland,Bareland
1620,Forest,Cropland,Forest,Water,Non_Wetland,Water
1621,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1622,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1623,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1624,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1625,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1626,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
1627,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1628,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1629,Forest,Wetland,Water,Water,Water,Grassland
1630,Forest,Wetland,Water,Water,Water,Cropland
1631,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1632,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
1633,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1634,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1635,Forest,Wetland,Forest,Water,Non_Wetland,Cropland
1636,Forest,Bareland,NULL,NULL,Non_Wetland,Forest
1637,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1638,Forest,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1639,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1640,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
1641,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
1642,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
1643,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
1644,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
1645,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
1646,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1647,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
1648,Forest,Bareland,Forest,NULL,Non_Wetland,Built-up
1649,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1650,Forest,Bareland,Forest,Water,Non_Wetland,Forest
1651,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1652,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1653,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1654,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1655,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1656,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1657,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1658,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1659,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1660,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
1661,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1662,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1663,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1664,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1665,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1666,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1667,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1668,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1669,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1670,Forest,Built-up,Cropland,NULL,Non_Wetland,Water
1671,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1672,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1673,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1674,Forest,Built-up,Cropland,Water,Non_Wetland,Water
1675,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland
1676,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1677,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
1678,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
1679,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1680,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
1681,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1682,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1683,Forest,Built-up,Water,Non_Water,Water,Grassland
1684,Forest,Built-up,Water,Water,Water,Grassland
1685,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1686,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1687,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1688,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1689,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1690,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1691,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1692,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1693,Forest,Built-up,Forest,Water,Non_Wetland,Grassland
1694,Forest,Built-up,Forest,Water,Non_Wetland,Forest
1695,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1696,Forest,Water,NULL,NULL,Non_Wetland,Water
1697,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1698,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1699,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1700,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1701,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1702,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1703,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1704,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1705,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1706,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1707,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
1708,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1709,Forest,Water,Shrubland,Water,Non_Wetland,Water
1710,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1711,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1712,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
