Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZF_M_R
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
359,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
360,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
361,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
362,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
363,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
364,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
365,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
366,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
367,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
368,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
370,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
371,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
372,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
373,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
374,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
375,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
376,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
377,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
378,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
380,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
381,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
383,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
384,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
386,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
387,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
388,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
389,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
390,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
391,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
392,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
393,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
394,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
395,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
397,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
398,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
400,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
401,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
402,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
403,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
404,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
406,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
407,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
409,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
410,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
411,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
413,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
414,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
415,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
416,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
417,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
418,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
419,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
420,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
421,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
422,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
423,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
424,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
425,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
426,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
427,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
428,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
429,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
430,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
431,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
432,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
433,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
434,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
435,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
436,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
437,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
438,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
439,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
440,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
441,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
442,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
443,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
444,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
445,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
446,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
447,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
449,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
450,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
451,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
455,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
456,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
458,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
459,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
463,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
464,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
467,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
468,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
474,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
478,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
482,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
490,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
500,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
501,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
522,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
525,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
526,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
530,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
531,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
534,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
535,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
539,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
541,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
549,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
562,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
563,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
564,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
565,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
566,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
567,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
568,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
569,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
570,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
571,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
572,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
573,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
574,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
575,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
576,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
577,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
578,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
579,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
580,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
581,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
582,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
583,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
584,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
585,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
586,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
587,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
588,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
589,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
590,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
591,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
592,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
593,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
594,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
595,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
596,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
597,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
598,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
599,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
600,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
601,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
602,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
603,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
604,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
605,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
606,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
607,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
608,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
609,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
610,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
611,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
612,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
613,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
614,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
615,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
616,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
617,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
618,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
619,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
620,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
621,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
622,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
623,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
624,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
625,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
626,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
627,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
628,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
629,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
630,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
631,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
632,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
633,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
634,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
635,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
636,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
637,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
638,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
639,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
640,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
641,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
642,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
643,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
644,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
645,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
646,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
647,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
648,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
649,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
650,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
651,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
652,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
653,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
654,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
