Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEL_M_R
6134,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
6135,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
6136,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6137,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6138,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
6139,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6140,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6141,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
6142,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
6143,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6144,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
6145,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
6146,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
6147,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6148,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
6149,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6150,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6151,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6152,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
6153,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
6154,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
6155,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
6156,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
6157,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
6158,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6159,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
6160,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6161,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
6162,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
6163,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
6164,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6165,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
6166,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
6167,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
6168,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
6169,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
6170,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Water
6171,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
6172,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
6173,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
6174,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
6175,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
6176,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
6177,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
6178,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
6179,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
6180,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
6181,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
6182,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
6183,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
6184,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
6185,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
6186,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
6187,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
6188,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
6189,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
6190,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6191,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
6192,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
6193,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
6194,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
6195,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
6196,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
6197,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
6198,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
6199,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
6200,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
6201,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
6202,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
6203,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
6204,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
6205,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
6206,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
6207,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
6208,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
6209,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
6210,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
6211,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
6212,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
6213,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
6214,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
6215,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6216,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6217,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6218,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6219,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
6220,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6221,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
6222,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6223,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
6224,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
6225,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6226,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
6227,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6228,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6229,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6230,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6231,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
6232,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
6233,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6234,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6235,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
6236,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6237,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6238,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6239,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6240,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Water
6241,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
6242,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6243,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Water
6244,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6245,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6246,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6247,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6248,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6249,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6250,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
6251,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6252,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
6253,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
6254,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6255,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
6256,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6257,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
6258,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6259,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6260,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
6261,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6262,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
6263,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
6264,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
6265,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6266,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6267,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6268,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Water
6269,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
6270,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6271,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
6272,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6273,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6274,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6275,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
6276,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
6277,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6278,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
6279,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
6280,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
6281,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
6282,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
6283,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6284,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6285,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6286,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6287,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
6288,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
6289,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6290,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
6291,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6292,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6293,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
6294,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6295,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
6296,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
6297,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Water
6298,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
6299,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
6300,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6301,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6302,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6303,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
6304,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6305,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6306,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
6307,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
6308,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
6309,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6310,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
6311,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
6312,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6313,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6314,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6315,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
6316,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6317,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
6318,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Cropland
6319,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
6320,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6321,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6322,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
6323,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6324,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
6325,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6326,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6327,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
6328,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6329,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6330,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
6331,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
6332,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
6333,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
6334,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
6335,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
6336,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
6337,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
6338,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6339,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
6340,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
6341,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
6342,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
6343,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
6344,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
6345,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
6346,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
6347,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
6348,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
6349,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
6350,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
6351,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Grassland
6352,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
6353,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
6354,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Grassland
6355,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
6356,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
6357,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Water
6358,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
6359,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
6360,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
6361,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
6362,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
6363,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
6364,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
6365,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
6366,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
6367,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
6368,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
6369,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
6370,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
6371,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
6372,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
6373,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
6374,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
6375,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
6376,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
6377,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Bareland
6378,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
6379,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
6380,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
6381,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Water
6382,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
6383,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
6384,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
6385,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
6386,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
6387,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
6388,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Grassland
6389,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
6390,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
6391,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Forest
6392,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Water
6393,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
6394,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Grassland
6395,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Water
6396,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
6397,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Grassland
6398,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
6399,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6400,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6401,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6402,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6403,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6404,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6405,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6406,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6407,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6408,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6409,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6410,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6411,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6412,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6413,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6414,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6415,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6416,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6417,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6418,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6419,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6420,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6421,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6422,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6423,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6424,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6425,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6426,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6427,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6428,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
6429,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6430,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6431,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6432,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6433,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6434,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6435,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6436,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6437,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6438,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6439,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6440,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6441,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6442,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
6443,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
6444,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6445,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
6446,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6447,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
6448,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
6449,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6450,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
6451,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6452,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
6453,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6454,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
6455,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6456,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Water
6457,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6458,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6459,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6460,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6461,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
6462,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6463,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6464,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
6465,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Water
6466,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
6467,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6468,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6469,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6470,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6471,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6472,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6473,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
