Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MUS_M_R
1295,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1296,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1297,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1298,Water,Bareland,Forest,Water,Non_Wetland,Water
1299,Water,Bareland,Forest,Water,Non_Wetland,Forest
1300,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1301,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1302,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1303,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1304,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1305,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1306,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1307,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1308,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1309,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1310,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water
1311,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1312,Water,Built-up,Cropland,Water,Non_Wetland,Built-up
1313,Water,Built-up,Cropland,Water,Non_Wetland,Water
1314,Water,Built-up,Cropland,Water,Non_Wetland,Forest
1315,Water,Built-up,Wetland,Non_Water,Wetland,Water
1316,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1317,Water,Built-up,Wetland,Water,Wetland,Water
1318,Water,Built-up,Wetland,Water,Wetland,Forest
1319,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1320,Water,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1321,Water,Built-up,Bareland,Water,Non_Wetland,Built-up
1322,Water,Built-up,Bareland,Water,Non_Wetland,Water
1323,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1324,Water,Built-up,Water,NULL,Water,Forest
1325,Water,Built-up,Water,Non_Water,Water,Water
1326,Water,Built-up,Water,Non_Water,Water,Forest
1327,Water,Built-up,Water,Water,Water,Water
1328,Water,Built-up,Water,Water,Water,Forest
1329,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1330,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1331,Water,Built-up,Forest,NULL,Non_Wetland,Water
1332,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1333,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1334,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
1335,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1336,Water,Built-up,Forest,Water,Non_Wetland,Built-up
1337,Water,Built-up,Forest,Water,Non_Wetland,Water
1338,Water,Built-up,Forest,Water,Non_Wetland,Forest
1339,Water,Water,NULL,NULL,Non_Wetland,Grassland
1340,Water,Water,NULL,NULL,Non_Wetland,Bareland
1341,Water,Water,NULL,NULL,Non_Wetland,Water
1342,Water,Water,NULL,NULL,Non_Wetland,Forest
1343,Water,Water,NULL,Water,Non_Wetland,Water
1344,Water,Water,NULL,Water,Non_Wetland,Forest
1345,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1346,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1347,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1348,Water,Water,Shrubland,NULL,Non_Wetland,Water
1349,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1350,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1351,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1352,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1353,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1354,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1355,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1356,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1357,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1358,Water,Water,Shrubland,Water,Non_Wetland,Water
1359,Water,Water,Shrubland,Water,Non_Wetland,Forest
1360,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1361,Water,Water,Grassland,NULL,Non_Wetland,Water
1362,Water,Water,Grassland,NULL,Non_Wetland,Forest
1363,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1364,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1365,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1366,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1367,Water,Water,Grassland,Water,Non_Wetland,Bareland
1368,Water,Water,Grassland,Water,Non_Wetland,Water
1369,Water,Water,Grassland,Water,Non_Wetland,Forest
1370,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1371,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1372,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1373,Water,Water,Cropland,NULL,Non_Wetland,Water
1374,Water,Water,Cropland,NULL,Non_Wetland,Forest
1375,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1376,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1377,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1378,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1379,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1380,Water,Water,Cropland,Water,Non_Wetland,Grassland
1381,Water,Water,Cropland,Water,Non_Wetland,Cropland
1382,Water,Water,Cropland,Water,Non_Wetland,Bareland
1383,Water,Water,Cropland,Water,Non_Wetland,Water
1384,Water,Water,Cropland,Water,Non_Wetland,Forest
1385,Water,Water,Wetland,NULL,Wetland,Grassland
1386,Water,Water,Wetland,NULL,Wetland,Bareland
1387,Water,Water,Wetland,NULL,Wetland,Built-up
1388,Water,Water,Wetland,NULL,Wetland,Water
1389,Water,Water,Wetland,NULL,Wetland,Forest
1390,Water,Water,Wetland,Non_Water,Wetland,Grassland
1391,Water,Water,Wetland,Non_Water,Wetland,Cropland
1392,Water,Water,Wetland,Non_Water,Wetland,Bareland
1393,Water,Water,Wetland,Non_Water,Wetland,Water
1394,Water,Water,Wetland,Non_Water,Wetland,Forest
1395,Water,Water,Wetland,Water,Wetland,Grassland
1396,Water,Water,Wetland,Water,Wetland,Cropland
1397,Water,Water,Wetland,Water,Wetland,Bareland
1398,Water,Water,Wetland,Water,Wetland,Water
1399,Water,Water,Wetland,Water,Wetland,Forest
1400,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1401,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1402,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1403,Water,Water,Bareland,NULL,Non_Wetland,Water
1404,Water,Water,Bareland,NULL,Non_Wetland,Forest
1405,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1406,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1407,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1408,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1409,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1410,Water,Water,Bareland,Water,Non_Wetland,Grassland
1411,Water,Water,Bareland,Water,Non_Wetland,Cropland
1412,Water,Water,Bareland,Water,Non_Wetland,Bareland
1413,Water,Water,Bareland,Water,Non_Wetland,Water
1414,Water,Water,Bareland,Water,Non_Wetland,Forest
1415,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1416,Water,Water,Built-up,NULL,Non_Wetland,Water
1417,Water,Water,Built-up,NULL,Non_Wetland,Forest
1418,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1419,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1420,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1421,Water,Water,Built-up,Water,Non_Wetland,Bareland
1422,Water,Water,Built-up,Water,Non_Wetland,Water
1423,Water,Water,Built-up,Water,Non_Wetland,Forest
1424,Water,Water,Water,NULL,Water,Grassland
1425,Water,Water,Water,NULL,Water,Cropland
1426,Water,Water,Water,NULL,Water,Bareland
1427,Water,Water,Water,NULL,Water,Water
1428,Water,Water,Water,NULL,Water,Forest
1429,Water,Water,Water,Non_Water,Water,Grassland
1430,Water,Water,Water,Non_Water,Water,Cropland
1431,Water,Water,Water,Non_Water,Water,Bareland
1432,Water,Water,Water,Non_Water,Water,Water
1433,Water,Water,Water,Non_Water,Water,Forest
1434,Water,Water,Water,Water,Water,Grassland
1435,Water,Water,Water,Water,Water,Cropland
1436,Water,Water,Water,Water,Water,Bareland
1437,Water,Water,Water,Water,Water,Water
1438,Water,Water,Water,Water,Water,Forest
1439,Water,Water,Forest,NULL,Non_Wetland,NULL
1440,Water,Water,Forest,NULL,Non_Wetland,Grassland
1441,Water,Water,Forest,NULL,Non_Wetland,Cropland
1442,Water,Water,Forest,NULL,Non_Wetland,Bareland
1443,Water,Water,Forest,NULL,Non_Wetland,Water
1444,Water,Water,Forest,NULL,Non_Wetland,Forest
1445,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1446,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1447,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1448,Water,Water,Forest,Non_Water,Non_Wetland,Water
1449,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1450,Water,Water,Forest,Water,Non_Wetland,Grassland
1451,Water,Water,Forest,Water,Non_Wetland,Cropland
1452,Water,Water,Forest,Water,Non_Wetland,Bareland
1453,Water,Water,Forest,Water,Non_Wetland,Water
1454,Water,Water,Forest,Water,Non_Wetland,Forest
1455,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1456,Water,Forest,NULL,NULL,Non_Wetland,Forest
1457,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1458,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1459,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1460,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1461,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1462,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1463,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1464,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1465,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1466,Water,Forest,Cropland,Water,Non_Wetland,Forest
1467,Water,Forest,Wetland,NULL,Wetland,Forest
1468,Water,Forest,Wetland,Water,Wetland,Water
1469,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1470,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1471,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1472,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1473,Water,Forest,Bareland,Water,Non_Wetland,Bareland
1474,Water,Forest,Bareland,Water,Non_Wetland,Water
1475,Water,Forest,Bareland,Water,Non_Wetland,Forest
1476,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1477,Water,Forest,Water,NULL,Water,Forest
1478,Water,Forest,Water,Non_Water,Water,Forest
1479,Water,Forest,Water,Water,Water,Water
1480,Water,Forest,Water,Water,Water,Forest
1481,Water,Forest,Forest,NULL,Non_Wetland,NULL
1482,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1483,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1484,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1485,Water,Forest,Forest,NULL,Non_Wetland,Water
1486,Water,Forest,Forest,NULL,Non_Wetland,Forest
1487,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1488,Water,Forest,Forest,Non_Water,Non_Wetland,Cropland
1489,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1490,Water,Forest,Forest,Water,Non_Wetland,Water
1491,Water,Forest,Forest,Water,Non_Wetland,Forest
1492,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1493,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1494,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1495,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1496,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1497,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1498,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1499,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
1500,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Built-up
1501,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1502,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1503,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Forest
1504,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Grassland
1505,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Water
1506,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Forest
1507,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland
1508,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water
1509,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1510,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Water
1511,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,Forest
1512,Permanent_ice_and_snow,NULL,Water,Water,Water,Forest
1513,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
1514,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1515,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland
1516,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
1517,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Built-up
1518,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1519,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,Grassland
1520,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,Water
1521,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,Forest
1522,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Grassland
1523,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Forest
1524,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1525,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1526,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Forest
1527,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland
1528,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Cropland
1529,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Forest
1530,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland
1531,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Cropland
1532,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Forest
1533,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
1534,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Cropland
1535,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Forest
1536,Permanent_ice_and_snow,Cropland,Forest,Non_Water,Non_Wetland,Forest
1537,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Grassland
1538,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Bareland
1539,Permanent_ice_and_snow,Bareland,Cropland,Water,Non_Wetland,Bareland
1540,Permanent_ice_and_snow,Bareland,Cropland,Water,Non_Wetland,Water
1541,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,Bareland
1542,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,Forest
1543,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland
1544,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water
1545,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Grassland
1546,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1547,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,Water
1548,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1549,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Grassland
1550,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Bareland
1551,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,Bareland
1552,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Water
1553,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland
1554,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water
1555,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Bareland
1556,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Forest
1557,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,Water
1558,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1559,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1560,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland
1561,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Forest
1562,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Forest
1563,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
1564,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Built-up
1565,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
1566,Permanent_ice_and_snow,Built-up,Forest,Non_Water,Non_Wetland,Forest
1567,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
1568,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water
1569,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Forest
1570,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Grassland
1571,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Water
1572,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland
1573,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Water
1574,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Forest
1575,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,Grassland
1576,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,Bareland
1577,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,Water
1578,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,Forest
1579,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,Water
1580,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,Forest
1581,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland
1582,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
1583,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Forest
1584,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Grassland
1585,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Bareland
1586,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water
1587,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Forest
1588,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Grassland
1589,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland
1590,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
1591,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Forest
1592,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
1593,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water
1594,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Forest
1595,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,Grassland
1596,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,Bareland
1597,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,Water
1598,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,Forest
1599,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland
1600,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Forest
1601,Permanent_ice_and_snow,Water,Built-up,Non_Water,Non_Wetland,Bareland
1602,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
1603,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Bareland
1604,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water
1605,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Forest
1606,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1607,Permanent_ice_and_snow,Water,Water,Water,Water,Forest
1608,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland
1609,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water
1610,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
1611,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Forest
1612,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Grassland
1613,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Bareland
1614,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Water
1615,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Forest
1616,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL
1617,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
1618,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1619,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1620,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
1621,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
1622,Permanent_ice_and_snow,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1623,Permanent_ice_and_snow,Forest,Cropland,Non_Water,Non_Wetland,Forest
1624,Permanent_ice_and_snow,Forest,Cropland,Water,Non_Wetland,Forest
1625,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest
1626,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Bareland
1627,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Forest
1628,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,Bareland
1629,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,Water
1630,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,Forest
1631,Permanent_ice_and_snow,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1632,Permanent_ice_and_snow,Forest,Water,NULL,Water,Forest
1633,Permanent_ice_and_snow,Forest,Water,Non_Water,Water,Bareland
1634,Permanent_ice_and_snow,Forest,Water,Water,Water,Water
1635,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1636,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1637,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
1638,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Built-up
1639,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1640,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Grassland
1641,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Forest
1642,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,Forest
1643,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1644,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1645,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1646,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1647,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1648,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1649,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1650,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1651,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1652,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1653,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1654,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1655,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1656,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1657,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
1658,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1659,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1660,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1661,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1662,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1663,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1664,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1665,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1666,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1667,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1668,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1669,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1670,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1671,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
1672,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1673,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1674,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1675,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1676,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1677,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1678,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1679,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1680,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1681,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1682,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1683,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1684,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1685,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up
1686,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
1687,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1688,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1689,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1690,Forest,NULL,Cropland,Water,Non_Wetland,Water
1691,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1692,Forest,NULL,Wetland,NULL,Wetland,Grassland
1693,Forest,NULL,Wetland,NULL,Wetland,Water
1694,Forest,NULL,Wetland,NULL,Wetland,Forest
1695,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
1696,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
1697,Forest,NULL,Wetland,Non_Water,Wetland,Water
