Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZD_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Wetland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Cropland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Water
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Wetland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Cropland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Cropland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
570,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
571,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
572,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
573,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
574,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
575,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
576,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
577,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
578,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
579,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
580,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
581,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
582,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
583,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
584,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
585,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
586,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
587,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
588,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
589,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
590,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
591,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
592,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
593,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
594,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
595,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
596,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Wetland
597,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
598,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
599,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
600,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
601,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
602,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
603,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
604,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Wetland
605,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
606,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
607,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
608,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
609,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
610,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
611,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
612,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
613,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
614,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
615,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
616,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
617,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
618,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
619,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
620,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
621,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
622,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
623,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
624,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
625,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
626,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
628,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
629,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
630,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
631,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
632,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
633,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
634,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
635,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
636,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
637,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
638,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
639,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
640,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
641,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
642,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
643,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
644,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
645,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
646,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
647,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
648,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
649,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
