Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKP_M_R
322,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
323,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
324,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Wetland,Wetland
325,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
326,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Bareland
327,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
328,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
329,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
330,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
331,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
332,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
333,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
334,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
335,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
336,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
337,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
338,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
339,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
340,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
341,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
342,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
343,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
344,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
345,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
346,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
347,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
348,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
349,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
350,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
351,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
353,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
354,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
355,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
356,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
357,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
359,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
360,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
361,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
362,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
363,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
364,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
365,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
366,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
367,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
368,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
369,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
370,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
371,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
372,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
373,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
374,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
375,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
376,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
377,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
378,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
379,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
380,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
381,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
382,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
383,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
384,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
385,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
386,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
387,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
388,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
389,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
391,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
392,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
393,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
395,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
396,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
397,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
398,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
399,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
400,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
401,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
402,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
403,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
404,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
405,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
406,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
407,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
408,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
409,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
410,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
411,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
412,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
413,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
414,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
415,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
416,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
417,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
418,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
419,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
420,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
421,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
422,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
423,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
424,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
425,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
426,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
427,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
428,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
429,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
430,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
431,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
432,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
433,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
434,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
435,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
436,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
437,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
438,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
439,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
440,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
441,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
442,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
443,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
444,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
445,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
446,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
447,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
448,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
449,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
450,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
451,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
452,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
453,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
454,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
455,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
456,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
457,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
458,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
459,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
460,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
461,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
462,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
463,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
464,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
465,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
466,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
467,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
468,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
469,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
470,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
471,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
472,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
473,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
474,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
475,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
476,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
477,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
478,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
479,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
480,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
481,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
482,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
483,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
484,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
485,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
486,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
487,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
488,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Built-up
489,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
490,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
491,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
492,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
493,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
494,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
495,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
496,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
497,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
498,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
499,NULL,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Water
500,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
501,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
502,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
503,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
504,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
505,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
506,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
507,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Water
508,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
509,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
510,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
511,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
512,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
513,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
514,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
515,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
516,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
517,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
518,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
519,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
520,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
521,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
522,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
523,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
524,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
525,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
526,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
527,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
528,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
529,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
530,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
531,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
532,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
533,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
534,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
535,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
536,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
537,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
538,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
539,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
540,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
541,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
542,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
543,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
544,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
545,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
546,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
547,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
548,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
549,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
550,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
551,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
552,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
553,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
554,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
555,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
556,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
557,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
558,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
559,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
560,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
561,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
562,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
563,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
564,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
565,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
566,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
567,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
568,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
569,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
570,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
571,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
572,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
573,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
574,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
575,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
576,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
577,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
578,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
579,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
580,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
581,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
582,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
583,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
584,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
585,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
586,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
587,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
588,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
589,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
590,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
591,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
592,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
593,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
594,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
595,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
596,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
597,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
598,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
599,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
600,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
601,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
602,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
603,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
604,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
605,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
606,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
607,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
608,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
609,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
610,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
611,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
612,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
613,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
614,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
615,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
616,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
617,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
618,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
619,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
620,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
621,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,NULL,Bareland
622,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,NULL,Built-up
623,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
624,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Bareland
625,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
626,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
627,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
628,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
629,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
630,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
631,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Bareland
632,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
633,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
634,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
635,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
636,NULL,NULL,Water,NULL,Water,Bareland,NULL,Forest
637,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
638,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
639,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
640,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
641,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
642,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
643,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
644,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
645,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
646,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
647,NULL,NULL,Water,Water,Water,NULL,NULL,Water
648,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Water
649,NULL,NULL,Water,Water,Water,Wetland,Bareland,Grassland
650,NULL,NULL,Water,Water,Water,Wetland,Bareland,Water
651,NULL,NULL,Water,Water,Water,Bareland,NULL,Bareland
652,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
653,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
654,NULL,NULL,Water,Water,Water,Water,Grassland,Water
655,NULL,NULL,Water,Water,Water,Water,Water,Grassland
656,NULL,NULL,Water,Water,Water,Water,Water,Water
657,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
658,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
659,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
660,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
661,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
662,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
663,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
664,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
665,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
