Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUJ_M_R
4208,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4209,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
4210,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4211,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
4212,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4213,Forest,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Forest
4214,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4215,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4216,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4217,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
4218,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4219,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
4220,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4221,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
4222,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4223,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4224,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4225,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4226,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4227,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4228,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4229,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4230,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
4231,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4232,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4233,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4234,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4235,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4236,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4237,Forest,Built-up,Water,NULL,Water,NULL,Water,Forest
4238,Forest,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
4239,Forest,Built-up,Water,NULL,Water,Grassland,Wetland,Wetland
4240,Forest,Built-up,Water,NULL,Water,Grassland,Wetland,Forest
4241,Forest,Built-up,Water,NULL,Water,Grassland,Built-up,Forest
4242,Forest,Built-up,Water,NULL,Water,Grassland,Water,Forest
4243,Forest,Built-up,Water,NULL,Water,Grassland,Forest,Forest
4244,Forest,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
4245,Forest,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
4246,Forest,Built-up,Water,NULL,Water,Water,Built-up,Forest
4247,Forest,Built-up,Water,Non_Water,Water,Grassland,Wetland,Grassland
4248,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4249,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4250,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4251,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4252,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4253,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4254,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4255,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4256,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
4257,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Bareland
4258,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
4259,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4260,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4261,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4262,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4263,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4264,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4265,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4266,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4267,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
4268,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4269,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4270,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4271,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4272,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4273,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4274,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
4275,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4276,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4277,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
4278,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Forest
4279,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Built-up,Forest
4280,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4281,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4282,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4283,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4284,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
4285,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4286,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
4287,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4288,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4289,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
4290,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4291,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4292,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
4293,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4294,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4295,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4296,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4297,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4298,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4299,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4300,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4301,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4302,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
4303,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4304,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4305,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4306,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
4307,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4308,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4309,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
4310,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4311,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4312,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
4313,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4314,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4315,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
4316,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4317,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4318,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4319,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
4320,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
4321,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4322,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4323,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4324,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
4325,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
4326,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4327,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4328,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4329,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
4330,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4331,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4332,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4333,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4334,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
4335,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
4336,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4337,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
4338,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4339,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4340,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
4341,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4342,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
4343,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
4344,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
4345,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4346,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
4347,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
4348,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
4349,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
4350,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
4351,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4352,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
4353,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
4354,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4355,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4356,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
4357,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4358,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4359,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4360,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4361,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4362,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
4363,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4364,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4365,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4366,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
4367,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4368,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4369,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4370,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4371,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4372,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4373,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4374,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4375,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
4376,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4377,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
4378,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4379,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
4380,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4381,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4382,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4383,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4384,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4385,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4386,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
4387,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4388,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4389,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
4390,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4391,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4392,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4393,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4394,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4395,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4396,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4397,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4398,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
4399,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4400,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4401,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4402,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4403,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4404,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
4405,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
4406,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4407,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4408,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4409,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4410,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
4411,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
4412,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4413,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
4414,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
4415,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4416,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
4417,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4418,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4419,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
4420,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
4421,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4422,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4423,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4424,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4425,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4426,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4427,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
4428,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4429,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4430,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4431,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4432,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
4433,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4434,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4435,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
4436,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4437,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4438,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4439,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
4440,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4441,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4442,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
4443,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
4444,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
4445,Forest,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
4446,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
4447,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
4448,Forest,Water,Cropland,Water,Non_Wetland,Water,Wetland,Forest
4449,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
4450,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
4451,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Bareland
4452,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4453,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4454,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
4455,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4456,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
4457,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4458,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4459,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4460,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4461,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
4462,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4463,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4464,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
4465,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4466,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4467,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
4468,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4469,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4470,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4471,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4472,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4473,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4474,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4475,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4476,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4477,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
4478,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4479,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
4480,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4481,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
4482,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
4483,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
4484,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
4485,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4486,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
4487,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
4488,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4489,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4490,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
4491,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4492,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4493,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4494,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
4495,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
4496,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
4497,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
4498,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4499,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
4500,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4501,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4502,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
4503,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4504,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
4505,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4506,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
4507,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4508,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4509,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4510,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4511,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4512,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4513,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4514,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4515,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4516,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4517,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4518,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4519,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4520,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4521,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
4522,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
4523,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4524,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4525,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4526,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4527,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4528,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
4529,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4530,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4531,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4532,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4533,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4534,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4535,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4536,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4537,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
4538,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4539,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
4540,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
4541,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4542,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4543,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
4544,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4545,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
4546,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
4547,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
4548,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
4549,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
4550,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
4551,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
4552,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4553,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4554,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4555,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4556,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
4557,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
