Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQB_M_R
1367,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1368,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1369,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1370,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1371,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1372,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1373,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1374,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1375,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1376,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1377,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1378,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1379,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1380,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1381,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1382,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1383,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1384,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1385,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1386,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1387,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1388,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1389,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1390,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1391,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1392,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1393,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1394,Water,Forest,Water,Water,Water,NULL,NULL,Water
1395,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1396,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1397,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1398,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1399,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1400,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1401,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1402,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1403,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1404,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1405,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1406,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1407,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1408,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1409,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1410,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1411,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1412,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1413,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1414,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1415,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1416,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1417,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1418,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1419,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1420,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1421,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1422,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1423,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1424,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1425,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1426,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1427,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1428,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1429,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1430,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1431,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1432,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1433,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1434,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1435,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1436,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1437,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1438,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1439,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1440,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1441,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1442,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1443,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1444,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1445,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1446,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1447,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1448,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1449,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1450,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1451,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1452,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1453,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1454,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1455,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1456,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1457,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1458,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1459,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1460,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1461,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1462,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1463,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1464,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1465,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1466,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1467,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1468,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1469,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1470,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1471,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1472,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1473,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1474,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1475,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1476,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1477,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1478,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1479,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1480,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
1481,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1482,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1483,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1484,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1485,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1486,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1487,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1488,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1489,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1490,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1491,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1492,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1493,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1494,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1495,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1496,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1497,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1498,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1499,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1500,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1501,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
1502,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1503,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1504,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1505,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1506,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1507,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1508,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1509,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1510,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1511,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1512,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1513,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1514,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1515,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1516,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1517,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1518,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1519,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1520,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1521,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1522,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1523,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1524,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1525,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1526,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1527,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1528,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1529,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1530,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1531,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1532,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1533,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1534,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1535,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1536,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1537,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1538,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1539,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1540,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1541,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
1542,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1543,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1544,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1545,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1546,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1547,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1548,Forest,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
1549,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1550,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1551,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1552,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1553,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1554,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1555,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1556,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1557,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1558,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1559,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1560,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1561,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1562,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1563,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1564,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1565,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1566,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1567,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
1568,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1569,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1570,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
1571,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1572,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1573,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
1574,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
1575,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1576,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1577,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1578,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1579,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1580,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1581,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1582,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1583,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1584,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1585,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1586,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1587,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1588,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1589,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1590,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1591,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1592,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1593,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1594,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1595,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1596,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1597,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1598,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1599,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1600,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1601,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1602,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1603,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1604,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1605,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1606,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1607,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1608,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1609,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1610,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1611,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1612,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1613,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1614,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1615,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1616,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1617,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1618,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1619,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1620,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1621,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1622,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1623,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1624,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1625,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1626,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1627,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1628,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1629,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1630,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1631,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1632,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1633,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1634,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1635,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1636,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1637,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1638,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1639,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1640,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1641,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1642,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1643,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1644,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1645,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1646,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1647,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1648,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1649,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1650,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1651,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1652,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1653,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1654,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1655,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1656,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1657,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1658,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1659,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1660,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1661,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1662,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1663,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1664,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1665,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1666,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1667,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1668,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1669,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1670,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1671,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1672,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1673,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1674,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1675,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1676,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1677,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1678,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1679,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1680,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1681,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1682,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1683,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1684,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1685,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1686,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1687,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1688,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1689,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1690,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1691,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1692,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1693,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1694,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1695,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1696,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1697,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1698,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1699,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1700,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1701,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1702,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1703,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1704,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1705,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1706,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1707,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1708,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
