Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTB_M_R
2599,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2600,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Water
2601,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
2602,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2603,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
2604,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2605,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2606,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2607,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
2608,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
2609,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
2610,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
2611,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
2612,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Water
2613,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2614,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Water
2615,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2616,Forest,Bareland,Water,NULL,Water,Water,Water,Water
2617,Forest,Bareland,Water,Water,Water,Water,Water,Water
2618,Forest,Bareland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2619,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2620,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2621,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2622,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2623,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2624,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2625,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2626,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2627,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2628,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2629,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2630,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2631,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2632,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2633,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2634,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2635,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2636,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2637,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2638,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2639,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2640,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2641,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2642,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2643,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2644,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2645,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2646,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2647,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2648,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2649,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2650,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2651,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2652,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2653,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2654,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2655,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2656,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2657,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2658,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2659,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2660,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2661,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2662,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2663,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2664,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2665,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2666,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2667,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2668,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2669,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2670,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2671,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2672,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2673,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2674,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2675,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2676,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2677,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2678,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2679,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2680,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2681,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2682,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2683,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2684,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2685,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
2686,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2687,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2688,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2689,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2690,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2691,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2692,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2693,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2694,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
2695,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2696,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2697,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2698,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2699,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
2700,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2701,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2702,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2703,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2704,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2705,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2706,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2707,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2708,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
2709,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2710,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2711,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2712,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2713,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2714,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2715,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2716,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2717,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2718,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2719,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2720,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
2721,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2722,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2723,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2724,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2725,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2726,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2727,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2728,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2729,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2730,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2731,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2732,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2733,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2734,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2735,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2736,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2737,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2738,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2739,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2740,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2741,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2742,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2743,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2744,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2745,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
2746,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2747,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2748,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2749,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2750,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
2751,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2752,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2753,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2754,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2755,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2756,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
2757,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2758,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2759,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2760,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2761,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
2762,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2763,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2764,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2765,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2766,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
2767,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2768,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
2769,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2770,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2771,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2772,Forest,Water,Water,NULL,Water,Water,Water,Water
2773,Forest,Water,Water,NULL,Water,Water,Water,Forest
2774,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
2775,Forest,Water,Water,NULL,Water,Water,Forest,Water
2776,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2777,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
2778,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2779,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2780,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2781,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2782,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2783,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2784,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2785,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2786,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
2787,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2788,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2789,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
2790,Forest,Water,Water,Water,Water,NULL,NULL,Water
2791,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2792,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2793,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2794,Forest,Water,Water,Water,Water,NULL,Water,Water
2795,Forest,Water,Water,Water,Water,NULL,Water,Forest
2796,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
2797,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
2798,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
2799,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2800,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2801,Forest,Water,Water,Water,Water,Wetland,Water,Water
2802,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2803,Forest,Water,Water,Water,Water,Wetland,Forest,Water
2804,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
2805,Forest,Water,Water,Water,Water,Bareland,Water,Water
2806,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2807,Forest,Water,Water,Water,Water,Water,Wetland,Bareland
2808,Forest,Water,Water,Water,Water,Water,Wetland,Water
2809,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2810,Forest,Water,Water,Water,Water,Water,Water,Grassland
2811,Forest,Water,Water,Water,Water,Water,Water,Bareland
2812,Forest,Water,Water,Water,Water,Water,Water,Water
2813,Forest,Water,Water,Water,Water,Water,Water,Forest
2814,Forest,Water,Water,Water,Water,Water,Forest,Water
2815,Forest,Water,Water,Water,Water,Water,Forest,Forest
2816,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2817,Forest,Water,Water,Water,Water,Forest,Water,Water
2818,Forest,Water,Water,Water,Water,Forest,Water,Forest
2819,Forest,Water,Water,Water,Water,Forest,Forest,Water
2820,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2821,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2822,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2823,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2824,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2825,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2826,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2827,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2828,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2829,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2830,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2831,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2832,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2833,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2834,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2835,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2836,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2837,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2838,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2839,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2840,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2841,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2842,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2843,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2844,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2845,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2846,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2847,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2848,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2849,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2850,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2851,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2852,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2853,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2854,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2855,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2856,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2857,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2858,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
2859,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2860,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2861,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2862,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2863,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2864,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2865,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2866,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2867,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2868,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2869,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2870,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2871,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2872,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2873,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2874,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2875,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
2876,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2877,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2878,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2879,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2880,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2881,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
2882,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2883,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
2884,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2885,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2886,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2887,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2888,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2889,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2890,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
2891,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2892,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2893,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2894,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2895,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2896,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2897,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2898,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2899,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2900,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2901,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2902,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2903,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2904,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2905,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2906,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2907,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2908,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2909,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2910,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2911,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2912,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2913,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2914,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2915,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2916,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2917,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2918,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2919,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2920,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2921,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2922,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2923,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2924,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2925,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2926,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2927,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2928,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2929,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2930,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2931,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2932,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2933,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2934,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2935,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2936,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2937,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2938,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2939,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2940,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2941,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2942,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2943,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2944,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2945,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2946,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2947,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2948,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2949,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2950,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2951,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
2952,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
2953,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2954,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
2955,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2956,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2957,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
