Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCS_M_R
2290,Forest,Water,Water,Water,Water,Forest,Wetland,Water
2291,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2292,Forest,Water,Water,Water,Water,Forest,Water,Water
2293,Forest,Water,Water,Water,Water,Forest,Water,Forest
2294,Forest,Water,Water,Water,Water,Forest,Forest,Water
2295,Forest,Water,Water,Water,Water,Forest,Forest,Forest
2296,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2297,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2298,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2299,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2300,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2301,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2302,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2303,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2304,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2305,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2306,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2307,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2308,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2309,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2310,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2311,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2312,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
2313,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2314,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
2315,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2316,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2317,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2318,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2319,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2320,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2321,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2322,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2323,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2324,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2325,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2326,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2327,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2328,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2329,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2330,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2331,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2332,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
2333,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2334,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
2335,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2336,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
2337,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
2338,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2339,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2340,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2341,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
2342,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2343,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2344,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2345,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2346,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2347,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
2348,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2349,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2350,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2351,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2352,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2353,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2354,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2355,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2356,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
2357,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2358,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2359,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2360,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2361,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2362,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2363,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2364,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
2365,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2366,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2367,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2368,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2369,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2370,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2371,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2372,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
2373,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2374,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2375,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2376,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2377,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2378,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2379,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
2380,Forest,Water,Forest,Water,Non_Wetland,Grassland,Shrubland,Forest
2381,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2382,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
2383,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2384,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2385,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2386,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2387,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2388,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2389,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2390,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2391,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2392,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2393,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2394,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2395,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2396,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2397,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2398,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2399,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2400,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2401,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
2402,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2403,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2404,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2405,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2406,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2407,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2408,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2409,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2410,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2411,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2412,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2413,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2414,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2415,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2416,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2417,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2418,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2419,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2420,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2421,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2422,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2423,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2424,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2425,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
2426,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2427,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2428,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2429,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2430,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2431,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2432,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2433,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2434,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2435,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2436,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2437,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2438,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2439,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2440,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2441,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2442,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2443,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2444,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2445,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2446,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2447,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2448,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2449,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2450,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2451,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
2452,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2453,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2454,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2455,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2456,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2457,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
2458,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2459,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
2460,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2461,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2462,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2463,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2464,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2465,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2466,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2467,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2468,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2469,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2470,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2471,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2472,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2473,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2474,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2475,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
2476,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2477,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2478,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2479,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2480,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2481,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2482,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2483,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2484,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2485,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2486,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
2487,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2488,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2489,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
2490,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Water
2491,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
2492,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
2493,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
2494,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
2495,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2496,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
2497,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2498,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2499,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2500,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2501,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2502,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2503,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2504,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2505,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2506,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2507,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2508,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2509,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2510,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2511,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2512,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2513,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2514,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2515,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2516,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2517,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2518,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2519,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2520,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2521,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2522,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2523,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2524,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2525,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2526,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
2527,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2528,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2529,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2530,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2531,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2532,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2533,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2534,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2535,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2536,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2537,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2538,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2539,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2540,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2541,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2542,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2543,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2544,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2545,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2546,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2547,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2548,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2549,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2550,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2551,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2552,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2553,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
2554,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2555,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2556,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2557,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2558,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2559,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2560,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2561,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2562,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2563,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2564,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2565,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2566,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2567,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2568,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2569,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2570,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2571,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2572,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2573,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2574,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2575,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
2576,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2577,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2578,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
2579,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2580,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2581,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
2582,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2583,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
2584,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2585,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2586,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
2587,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2588,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2589,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2590,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
2591,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2592,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2593,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2594,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2595,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2596,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2597,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2598,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2599,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2600,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2601,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2602,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2603,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2604,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2605,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2606,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2607,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2608,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2609,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2610,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2611,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2612,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2613,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2614,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
2615,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2616,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2617,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2618,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2619,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2620,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2621,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2622,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2623,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2624,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2625,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2626,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
