Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKV_M_R
328,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
342,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
343,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Bareland
344,NULL,NULL,NULL,Water,Non_Wetland,NULL,Forest,Water
345,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
346,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
347,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
348,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
349,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Bareland
350,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,NULL
351,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Water
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Bareland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Cropland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
