Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCG_M_R
11445,Forest,Water,Water,Non_Water,Water,Forest,Shrubland,Forest
11446,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
11447,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
11448,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
11449,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
11450,Forest,Water,Water,Water,Water,Shrubland,Shrubland,Grassland
11451,Forest,Water,Water,Water,Water,Shrubland,Shrubland,Water
11452,Forest,Water,Water,Water,Water,Shrubland,Shrubland,Forest
11453,Forest,Water,Water,Water,Water,Shrubland,Water,Water
11454,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
11455,Forest,Water,Water,Water,Water,Shrubland,Forest,Forest
11456,Forest,Water,Water,Water,Water,Wetland,Water,Water
11457,Forest,Water,Water,Water,Water,Wetland,Water,Forest
11458,Forest,Water,Water,Water,Water,Bareland,NULL,Water
11459,Forest,Water,Water,Water,Water,Bareland,Shrubland,Water
11460,Forest,Water,Water,Water,Water,Bareland,Shrubland,Forest
11461,Forest,Water,Water,Water,Water,Bareland,Water,Water
11462,Forest,Water,Water,Water,Water,Bareland,Water,Forest
11463,Forest,Water,Water,Water,Water,Bareland,Forest,Water
11464,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
11465,Forest,Water,Water,Water,Water,Water,Shrubland,Water
11466,Forest,Water,Water,Water,Water,Water,Shrubland,Forest
11467,Forest,Water,Water,Water,Water,Water,Water,Bareland
11468,Forest,Water,Water,Water,Water,Water,Water,Water
11469,Forest,Water,Water,Water,Water,Water,Water,Forest
11470,Forest,Water,Water,Water,Water,Water,Forest,Water
11471,Forest,Water,Water,Water,Water,Water,Forest,Forest
11472,Forest,Water,Water,Water,Water,Forest,Shrubland,Forest
11473,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
11474,Forest,Water,Water,Water,Water,Forest,Water,Water
11475,Forest,Water,Water,Water,Water,Forest,Water,Forest
11476,Forest,Water,Water,Water,Water,Forest,Forest,Water
11477,Forest,Water,Water,Water,Water,Forest,Forest,Forest
11478,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
11479,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11480,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
11481,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
11482,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11483,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
11484,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
11485,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Bareland
11486,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
11487,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
11488,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
11489,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11490,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
11491,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11492,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11493,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11494,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
11495,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11496,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11497,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11498,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
11499,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11500,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
11501,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
11502,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
11503,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
11504,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
11505,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
11506,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
11507,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11508,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11509,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11510,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
11511,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
11512,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
11513,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
11514,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
11515,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
11516,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
11517,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
11518,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11519,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
11520,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
11521,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11522,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
11523,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11524,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
11525,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11526,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
11527,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11528,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11529,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11530,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
11531,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11532,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11533,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
11534,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
11535,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
11536,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
11537,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
11538,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
11539,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
11540,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
11541,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
11542,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
11543,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
11544,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
11545,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
11546,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
11547,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
11548,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
11549,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
11550,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11551,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
11552,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
11553,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
11554,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
11555,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
11556,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
11557,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
11558,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
11559,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
11560,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
11561,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
11562,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
11563,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
11564,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11565,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
11566,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
11567,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11568,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
11569,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11570,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
11571,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11572,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
11573,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Bareland
11574,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
11575,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
11576,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
11577,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11578,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Water
11579,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
11580,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11581,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11582,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
11583,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
11584,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
11585,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
11586,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
11587,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
11588,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
11589,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
11590,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
11591,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
11592,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
11593,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
11594,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
11595,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
11596,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
11597,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
11598,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
11599,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
11600,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
11601,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Water
11602,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11603,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
11604,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
11605,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
11606,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
11607,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
11608,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
11609,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
11610,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
11611,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
11612,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
11613,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,NULL
11614,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
11615,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
11616,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
11617,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
11618,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
11619,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
11620,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
11621,Forest,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,NULL
11622,Forest,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
11623,Forest,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
11624,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
11625,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Bareland
11626,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
11627,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
11628,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
11629,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
11630,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
11631,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
11632,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
11633,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
11634,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
11635,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
11636,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Water
11637,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
11638,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
11639,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
11640,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
11641,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
11642,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
11643,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11644,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
11645,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
11646,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11647,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
11648,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11649,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
11650,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
11651,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
11652,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11653,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
11654,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11655,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
11656,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11657,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
11658,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
11659,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
11660,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
11661,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
11662,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
11663,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
11664,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Bareland
11665,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
11666,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
11667,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
11668,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11669,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
11670,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11671,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11672,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11673,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
11674,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
11675,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11676,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11677,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11678,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11679,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11680,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
11681,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11682,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11683,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11684,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11685,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
11686,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11687,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
11688,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11689,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
11690,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
11691,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
11692,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
11693,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
11694,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Water
11695,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
11696,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
11697,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
11698,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
11699,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
11700,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11701,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
11702,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11703,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
11704,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11705,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
11706,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11707,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11708,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11709,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11710,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11711,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11712,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
11713,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
11714,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11715,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
11716,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
11717,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
11718,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
11719,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
11720,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
11721,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11722,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
11723,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
11724,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11725,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
11726,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
11727,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
11728,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
11729,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11730,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11731,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
11732,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
11733,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
11734,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
11735,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
11736,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
11737,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
11738,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
11739,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
11740,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Water
11741,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
11742,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
11743,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11744,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Cropland
11745,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
11746,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
11747,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
11748,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
11749,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
11750,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
11751,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
11752,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
11753,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
11754,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
11755,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
11756,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
11757,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
11758,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
11759,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
11760,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
11761,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
11762,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
11763,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11764,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
11765,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Water
11766,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
11767,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
11768,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11769,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
11770,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11771,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11772,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
11773,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
11774,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
11775,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
11776,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
11777,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
11778,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
11779,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
11780,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
11781,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
11782,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
11783,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
11784,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11785,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
11786,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,NULL
11787,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
11788,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
11789,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Water
11790,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
11791,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
11792,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
11793,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
