Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDF_M_R
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
393,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
394,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
395,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
396,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
397,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
398,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
399,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
400,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
401,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
402,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
403,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
404,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
405,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
406,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
407,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
408,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
409,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
410,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
411,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
412,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
413,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
414,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
415,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
416,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
417,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
418,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
419,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
420,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
421,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
422,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
423,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
424,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
425,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
426,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
427,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
428,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
429,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
430,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
431,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
432,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
433,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
434,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
435,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
436,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
437,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
438,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
440,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
441,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
442,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
443,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
444,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
445,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
446,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
449,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
450,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
451,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
454,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
455,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
457,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
458,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
461,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
462,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
463,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
465,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
466,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
470,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
471,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
476,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
477,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
481,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
483,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
487,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
492,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
493,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
501,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
502,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
510,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
512,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
513,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
516,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
517,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
519,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
520,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
522,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
523,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
525,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
526,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
527,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
531,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
534,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
538,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
540,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
544,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
545,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
546,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
550,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
551,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
552,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
555,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
556,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
557,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
561,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
562,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
565,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
566,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
568,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
569,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
572,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
573,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
574,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
577,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
578,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
581,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
582,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
584,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
585,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
589,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
591,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
592,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
594,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
597,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
598,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
601,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
604,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
605,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
606,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
610,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
611,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
612,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
613,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
614,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
615,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
616,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
617,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
618,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
619,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
620,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
621,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
622,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
623,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
624,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
625,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
626,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
627,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
628,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
629,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
630,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
631,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
632,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
633,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
634,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
635,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
636,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
637,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Forest
638,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
639,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Built-up
640,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
641,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
642,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
643,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
644,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
645,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
646,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
647,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
648,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
649,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
650,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
651,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
652,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
653,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
