Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQD_M_R
1359,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1360,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1361,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1362,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1363,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1364,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1365,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1366,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
1367,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1368,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
1369,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1370,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1371,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1372,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1373,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1374,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1375,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1376,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1377,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1378,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1379,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1380,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1381,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1382,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1383,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1384,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1385,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1386,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1387,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1388,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1389,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1390,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1391,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1392,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1393,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1394,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1395,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1396,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1397,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1398,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1399,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1400,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1401,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1402,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1403,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1404,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1405,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1406,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1407,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1408,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1409,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1410,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1411,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1412,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1413,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1414,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1415,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1416,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1417,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1418,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1419,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1420,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1421,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1422,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1423,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1424,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1425,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1426,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1427,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1428,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1429,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1430,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1431,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1432,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1433,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1434,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1435,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1436,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1437,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1438,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1439,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1440,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1441,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1442,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1443,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1444,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1445,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1446,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1447,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1448,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1449,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1450,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1451,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1452,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1453,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1454,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1455,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1456,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1457,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1458,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1459,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1460,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1461,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1462,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1463,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1464,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1465,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1466,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1467,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1468,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1469,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1470,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1471,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1472,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1473,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1474,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1475,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1476,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1477,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1478,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1479,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1480,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1481,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1482,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1483,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1484,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1485,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1486,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1487,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1488,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1489,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1490,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1491,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1492,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1493,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1494,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1495,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1496,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1497,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
1498,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1499,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1500,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1501,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1502,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1503,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1504,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1505,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1506,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1507,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1508,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1509,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1510,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1511,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1512,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
1513,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
