Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYB_M_R
1083,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1084,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1085,Forest,Water,Water,Water,Water,Forest,Water,Water
1086,Forest,Water,Water,Water,Water,Forest,Water,Forest
1087,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1088,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1089,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1090,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1091,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1092,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1093,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1094,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
1095,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1096,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1097,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1098,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
1099,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1100,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1101,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1102,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1103,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1104,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
1105,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1106,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1107,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1108,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1109,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1110,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1111,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1112,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1113,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1114,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1115,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1116,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1117,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1118,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1119,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1120,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1121,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1122,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1123,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1124,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1125,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1126,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1127,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1128,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1129,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Bareland
1130,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1131,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1132,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1133,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1134,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1135,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1136,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1137,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1138,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1139,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1140,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1141,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1142,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1143,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1144,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1145,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1146,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1147,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1148,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1149,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1150,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1151,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1152,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1153,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1154,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
1155,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1156,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1157,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1158,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1159,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1160,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1161,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
1162,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1163,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1164,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1165,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1166,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1167,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1168,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1169,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1170,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
1171,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1172,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1173,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1174,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1175,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1176,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1177,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1178,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1179,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1180,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1181,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1182,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1183,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1184,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1185,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1186,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1187,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1188,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1189,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1190,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1191,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1192,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1193,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1194,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1195,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1196,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1197,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
1198,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1199,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1200,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1201,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1202,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1203,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1204,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1205,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1206,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1207,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1208,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1209,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1210,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1211,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1212,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1213,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1214,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1215,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1216,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1217,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1218,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
1219,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1220,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1221,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1222,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1223,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1224,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1225,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1226,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1227,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1228,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1229,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1230,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1231,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1232,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1233,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1234,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1235,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1236,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1237,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1238,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1239,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1240,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1241,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1242,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1243,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1244,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1245,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1246,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1247,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1248,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1249,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1250,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
1251,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1252,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1253,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1254,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1255,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1256,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1257,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1258,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
1259,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1260,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1261,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
1262,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1263,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1264,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1265,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1266,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1267,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1268,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1269,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1270,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1271,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
1272,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
1273,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1274,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
1275,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1276,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1277,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1278,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1279,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1280,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1281,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1282,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1283,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1284,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
1285,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1286,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1287,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1288,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1289,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1290,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1291,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1292,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1293,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1294,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1295,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1296,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1297,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1298,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1299,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1300,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1301,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1302,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1303,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1304,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1305,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1306,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1307,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1308,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1309,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1310,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1311,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1312,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1313,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1314,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1315,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1316,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1317,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
1318,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1319,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1320,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1321,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1322,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1323,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1324,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1325,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1326,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1327,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1328,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1329,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1330,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1331,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
1332,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1333,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1334,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1335,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1336,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1337,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1338,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1339,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1340,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1341,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1342,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1343,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1344,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1345,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1346,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1347,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1348,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1349,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1350,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1351,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1352,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1353,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1354,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1355,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1356,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1357,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1358,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Water
1359,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1360,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
1361,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1362,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1363,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1364,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1365,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1366,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1367,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1368,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1369,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1370,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1371,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1372,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1373,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1374,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1375,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1376,Forest,Forest,Water,NULL,Water,Water,Forest,Grassland
1377,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1378,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1379,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1380,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1381,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1382,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1383,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1384,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1385,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1386,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
1387,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1388,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1389,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1390,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1391,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1392,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1393,Forest,Forest,Water,Water,Water,NULL,Water,Water
1394,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1395,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1396,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1397,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1398,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1399,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1400,Forest,Forest,Water,Water,Water,Water,Water,Forest
1401,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1402,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1403,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1404,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1405,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1406,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1407,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1408,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1409,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1410,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1411,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1412,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1413,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1414,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1415,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1416,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1417,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1418,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1419,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1420,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1421,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1422,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1423,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1424,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1425,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1426,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1427,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1428,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1429,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1430,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1431,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1432,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
