Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYE_M_R
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Water
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
448,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
449,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
450,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
451,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
452,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
453,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
454,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
455,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
456,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
457,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
458,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
459,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
460,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
461,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
462,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
463,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
464,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
465,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
466,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
467,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
468,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
469,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
470,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
471,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
472,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
473,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
474,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
475,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
476,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
477,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
478,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
479,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
480,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
481,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
482,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
483,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
484,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
485,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
486,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
487,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
488,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
489,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
490,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
491,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
493,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
494,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
495,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
496,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
497,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
498,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
499,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
500,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
501,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
502,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
503,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
504,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
505,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
506,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
507,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
508,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
509,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
510,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
511,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
512,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
513,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
514,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
515,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
516,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
517,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
518,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
519,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
520,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
521,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
522,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
523,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
547,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
549,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
550,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
551,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
555,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
556,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
559,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
560,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
566,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
568,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
571,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
605,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
606,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
614,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
615,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
619,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
620,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
621,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
629,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
630,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
634,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
636,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
