Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYP_M_R
1073,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
1074,Water,Water,Water,Water,Water,NULL,Grassland,Forest
1075,Water,Water,Water,Water,Water,NULL,Wetland,Water
1076,Water,Water,Water,Water,Water,NULL,Water,Wetland
1077,Water,Water,Water,Water,Water,NULL,Water,Water
1078,Water,Water,Water,Water,Water,NULL,Water,Forest
1079,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
1080,Water,Water,Water,Water,Water,Grassland,Wetland,Water
1081,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1082,Water,Water,Water,Water,Water,Grassland,Water,Water
1083,Water,Water,Water,Water,Water,Grassland,Water,Forest
1084,Water,Water,Water,Water,Water,Grassland,Forest,Water
1085,Water,Water,Water,Water,Water,Cropland,Water,Water
1086,Water,Water,Water,Water,Water,Wetland,Water,Water
1087,Water,Water,Water,Water,Water,Water,Grassland,Water
1088,Water,Water,Water,Water,Water,Water,Grassland,Forest
1089,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1090,Water,Water,Water,Water,Water,Water,Wetland,Wetland
1091,Water,Water,Water,Water,Water,Water,Wetland,Water
1092,Water,Water,Water,Water,Water,Water,Wetland,Forest
1093,Water,Water,Water,Water,Water,Water,Water,Grassland
1094,Water,Water,Water,Water,Water,Water,Water,Wetland
1095,Water,Water,Water,Water,Water,Water,Water,Bareland
1096,Water,Water,Water,Water,Water,Water,Water,Water
1097,Water,Water,Water,Water,Water,Water,Water,Forest
1098,Water,Water,Water,Water,Water,Water,Forest,Water
1099,Water,Water,Water,Water,Water,Water,Forest,Forest
1100,Water,Water,Water,Water,Water,Forest,Wetland,Water
1101,Water,Water,Water,Water,Water,Forest,Wetland,Forest
1102,Water,Water,Water,Water,Water,Forest,Water,Water
1103,Water,Water,Water,Water,Water,Forest,Water,Forest
1104,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1105,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1106,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1107,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1108,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1109,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1110,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1111,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1112,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1113,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1114,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1115,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1116,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1117,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1118,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1119,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1120,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1121,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1122,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1123,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Grassland
1124,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
1125,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1126,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1127,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1128,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1129,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1130,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1131,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1132,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1133,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1134,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1135,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1136,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1137,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1138,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1139,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1140,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1141,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1142,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1143,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1144,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1145,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1146,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1147,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1148,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1149,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1150,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1151,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1152,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1153,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
1154,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1155,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1156,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1157,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1158,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1159,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
1160,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1161,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1162,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1163,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1164,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
1165,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1166,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1167,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
1168,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1169,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1170,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1171,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1172,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1173,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1174,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1175,Water,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1176,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1177,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1178,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1179,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1180,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1181,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1182,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1183,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1184,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1185,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1186,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1187,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1188,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1189,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1190,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1191,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1192,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1193,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1194,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Forest
1195,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1196,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1197,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1198,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1199,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1200,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1201,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1202,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1203,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1204,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1205,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1206,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1207,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1208,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1209,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1210,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1211,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1212,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1213,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1214,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1215,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1216,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1217,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1218,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1219,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1220,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1221,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1222,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1223,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1224,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1225,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1226,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1227,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1228,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1229,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1230,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1231,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1232,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1233,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1234,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1235,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1236,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1237,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1238,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1239,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1240,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1241,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1242,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1243,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1244,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1245,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1246,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1247,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1248,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1249,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1250,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1251,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1252,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1253,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1254,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1255,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1256,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1257,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1258,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1259,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1260,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1261,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1262,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1263,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1264,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1265,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
1266,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1267,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1268,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1269,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1270,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1271,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1272,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1273,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1274,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
1275,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
1276,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1277,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1278,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1279,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1280,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1281,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1282,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1283,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1284,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1285,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1286,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1287,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1288,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1289,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1290,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1291,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1292,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1293,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1294,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1295,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1296,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1297,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1298,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1299,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1300,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1301,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1302,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1303,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Forest
1304,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
1305,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
1306,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
1307,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
1308,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1309,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1310,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1311,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1312,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1313,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1314,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1315,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1316,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1317,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1318,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1319,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1320,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1321,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1322,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1323,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1324,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1325,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1326,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1327,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1328,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1329,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1330,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1331,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1332,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1333,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1334,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1335,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1336,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1337,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1338,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1339,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1340,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1341,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1342,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1343,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1344,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1345,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
1346,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1347,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1348,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1349,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
1350,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1351,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1352,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1353,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1354,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1355,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1356,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1357,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1358,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1359,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1360,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1361,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1362,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1363,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1364,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1365,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1366,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1367,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1368,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1369,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1370,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1371,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1372,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1373,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1374,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1375,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1376,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1377,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1378,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1379,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
1380,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1381,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1382,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
1383,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1384,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1385,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1386,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1387,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
1388,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1389,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
1390,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
1391,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1392,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
1393,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
1394,Forest,Wetland,Water,Water,Water,Grassland,Water,Grassland
1395,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1396,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1397,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1398,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1399,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1400,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1401,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1402,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1403,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1404,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1405,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Water
1406,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1407,Forest,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1408,Forest,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1409,Forest,Bareland,Water,Water,Water,Wetland,NULL,Grassland
1410,Forest,Bareland,Forest,Water,Non_Wetland,Water,NULL,Grassland
1411,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1412,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1413,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1414,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1415,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1416,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1417,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
1418,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1419,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1420,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1421,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
1422,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1423,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1424,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1425,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1426,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1427,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1428,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
1429,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1430,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
