Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKQ_M_R
19904,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
19905,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
19906,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
19907,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19908,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19909,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
19910,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
19911,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
19912,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
19913,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
19914,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
19915,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
19916,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
19917,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
19918,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
19919,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
19920,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
19921,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
19922,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
19923,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
19924,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
19925,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
19926,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
19927,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
19928,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
19929,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
19930,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
19931,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
19932,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
19933,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
19934,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
19935,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
19936,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
19937,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
19938,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
19939,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
19940,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19941,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
19942,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
19943,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
19944,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
19945,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
19946,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
19947,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
19948,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
19949,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
19950,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
19951,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
19952,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
19953,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
19954,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Water
19955,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
19956,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
19957,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
19958,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
19959,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
19960,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
19961,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
19962,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
19963,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
19964,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
19965,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
19966,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
19967,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
19968,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
19969,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
19970,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
19971,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
19972,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
19973,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
19974,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
19975,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
19976,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
19977,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
19978,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
19979,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
19980,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
19981,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
19982,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
19983,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
19984,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
19985,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
19986,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
19987,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
19988,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19989,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
19990,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
19991,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
19992,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
19993,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
19994,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
19995,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
19996,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
19997,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
19998,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
19999,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
20000,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
20001,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
20002,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
20003,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
20004,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
20005,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
20006,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
20007,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
20008,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
20009,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
20010,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
20011,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
20012,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
20013,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
20014,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
20015,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
20016,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
20017,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
20018,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
20019,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
20020,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
20021,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
20022,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
20023,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
20024,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
20025,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
20026,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
20027,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
20028,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
20029,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
20030,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
20031,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
20032,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
20033,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
20034,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
20035,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
20036,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
20037,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
20038,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
20039,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
20040,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
20041,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
20042,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Forest
20043,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
20044,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
20045,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Forest,Grassland
20046,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Forest,Forest
20047,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
20048,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
20049,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
20050,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
20051,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
20052,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
20053,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
20054,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
20055,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
20056,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Forest
20057,Forest,Forest,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
20058,Forest,Forest,Cropland,Water,Non_Wetland,Water,Bareland,Water
20059,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Grassland
20060,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Forest
20061,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Forest
20062,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Grassland
20063,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
20064,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
20065,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
20066,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
20067,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
20068,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
20069,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
20070,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Water
20071,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
20072,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
20073,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
20074,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
20075,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
20076,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
20077,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Grassland
20078,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Water
20079,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
20080,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
20081,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
20082,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
20083,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
20084,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
20085,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
20086,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
20087,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Water
20088,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
20089,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
20090,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
20091,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
20092,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
20093,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
20094,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
20095,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
20096,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
20097,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
20098,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
20099,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
20100,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
20101,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
20102,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
20103,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
20104,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
20105,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
20106,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
20107,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
20108,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
20109,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
20110,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
20111,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
20112,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
20113,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
20114,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Built-up
20115,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
20116,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
20117,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
20118,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
20119,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
20120,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
20121,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
20122,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
20123,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
20124,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
20125,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
20126,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
20127,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
20128,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Grassland
20129,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Water
20130,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
20131,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
20132,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
20133,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Water
20134,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
20135,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
20136,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
20137,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
20138,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
20139,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,NULL
20140,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
20141,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
20142,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
20143,Forest,Forest,Wetland,NULL,Wetland,Bareland,Built-up,Forest
20144,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
20145,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
20146,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
20147,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Built-up
20148,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Water
20149,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
20150,Forest,Forest,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
20151,Forest,Forest,Wetland,NULL,Wetland,Built-up,Built-up,Forest
20152,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
20153,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
20154,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
20155,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
20156,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Bareland
20157,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
20158,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
20159,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
20160,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
20161,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
20162,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Water
20163,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
20164,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
20165,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
20166,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
20167,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
20168,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
20169,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Bareland
20170,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
20171,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
20172,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
20173,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
20174,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
20175,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
20176,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
20177,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
20178,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
20179,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
20180,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
20181,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
20182,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
20183,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
20184,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
20185,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
20186,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
20187,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
20188,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
20189,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
20190,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
20191,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
20192,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
20193,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
20194,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
20195,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
20196,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
20197,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,NULL
20198,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
20199,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
20200,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
20201,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
20202,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
20203,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
20204,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
20205,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
20206,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
20207,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
20208,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
20209,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
20210,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
20211,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
20212,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
20213,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
20214,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
20215,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
20216,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,NULL
20217,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
20218,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
20219,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
20220,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
20221,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
20222,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
20223,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
20224,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
20225,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
20226,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
20227,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
20228,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
20229,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
20230,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
20231,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
20232,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
20233,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
20234,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
20235,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
20236,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
20237,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
20238,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
20239,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
20240,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
20241,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
20242,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
