Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXB_M_R
8684,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8685,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8686,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8687,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8688,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8689,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8690,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8691,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8692,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8693,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8694,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8695,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8696,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8697,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8698,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8699,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8700,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8701,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8702,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8703,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8704,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
8705,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8706,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8707,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8708,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8709,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8710,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8711,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8712,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8713,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8714,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8715,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8716,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
8717,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8718,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8719,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8720,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
8721,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8722,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8723,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8724,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8725,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8726,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8727,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8728,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8729,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8730,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8731,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8732,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8733,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8734,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8735,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8736,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8737,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
8738,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8739,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8740,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8741,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8742,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8743,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8744,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
8745,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8746,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8747,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
8748,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
8749,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
8750,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
8751,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8752,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8753,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
8754,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8755,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8756,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8757,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8758,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8759,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
8760,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8761,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8762,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8763,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8764,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8765,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8766,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8767,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8768,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8769,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8770,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8771,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8772,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8773,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8774,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
8775,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8776,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
8777,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8778,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
8779,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8780,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
8781,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8782,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
8783,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8784,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8785,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8786,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
8787,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8788,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
8789,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8790,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8791,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8792,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8793,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8794,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
8795,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
8796,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
8797,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8798,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8799,Forest,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
8800,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8801,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
8802,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8803,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
8804,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8805,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8806,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8807,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
8808,Forest,Cropland,Water,NULL,Water,Shrubland,Shrubland,Grassland
8809,Forest,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
8810,Forest,Cropland,Water,NULL,Water,Shrubland,Grassland,Forest
8811,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Forest
8812,Forest,Cropland,Water,NULL,Water,Grassland,Shrubland,Forest
8813,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
8814,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
8815,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
8816,Forest,Cropland,Water,NULL,Water,Wetland,Shrubland,Forest
8817,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
8818,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
8819,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
8820,Forest,Cropland,Water,NULL,Water,Wetland,Water,Wetland
8821,Forest,Cropland,Water,NULL,Water,Water,Grassland,Wetland
8822,Forest,Cropland,Water,NULL,Water,Water,Grassland,Forest
8823,Forest,Cropland,Water,NULL,Water,Forest,NULL,Forest
8824,Forest,Cropland,Water,NULL,Water,Forest,Shrubland,Forest
8825,Forest,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
8826,Forest,Cropland,Water,Non_Water,Water,Water,Wetland,Wetland
8827,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8828,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8829,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8830,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8831,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8832,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
8833,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8834,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8835,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8836,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
8837,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8838,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8839,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
8840,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8841,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8842,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8843,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8844,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8845,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8846,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8847,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8848,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8849,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8850,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8851,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8852,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8853,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8854,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8855,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8856,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8857,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8858,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8859,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8860,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8861,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
8862,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8863,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8864,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
8865,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8866,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8867,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8868,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8869,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8870,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8871,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8872,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
8873,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
8874,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8875,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8876,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8877,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8878,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
8879,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8880,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8881,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8882,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8883,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8884,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8885,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8886,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8887,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8888,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8889,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8890,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8891,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
8892,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
8893,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8894,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
8895,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8896,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8897,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8898,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8899,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8900,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
8901,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8902,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
8903,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8904,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8905,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8906,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8907,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8908,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Water
8909,Forest,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
8910,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8911,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8912,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8913,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8914,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8915,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
8916,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
8917,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8918,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8919,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
8920,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8921,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
8922,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8923,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
8924,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
8925,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8926,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8927,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8928,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
8929,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
8930,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8931,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8932,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8933,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8934,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8935,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Water
8936,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
8937,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Water
8938,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8939,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
8940,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8941,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
8942,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
8943,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
8944,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
8945,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8946,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8947,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
8948,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8949,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
8950,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
8951,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8952,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8953,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8954,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8955,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
8956,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
8957,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
8958,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8959,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8960,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8961,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8962,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
8963,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
8964,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
8965,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
8966,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
8967,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
8968,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
8969,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
8970,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8971,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
8972,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
8973,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
8974,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
8975,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
8976,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Forest
8977,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
8978,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
8979,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
8980,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
8981,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
8982,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Grassland,Forest
8983,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8984,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8985,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8986,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8987,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8988,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
8989,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8990,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8991,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8992,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8993,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8994,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8995,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8996,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8997,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
8998,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8999,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9000,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9001,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9002,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9003,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
9004,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9005,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
