Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVF_M_R
327,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
328,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
380,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
381,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
382,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
383,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
384,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
385,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Wetland
386,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Wetland
387,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
388,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
389,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
390,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
391,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
392,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
393,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
394,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
395,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
396,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
397,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
398,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
399,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
400,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
401,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
402,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
403,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
404,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
405,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
406,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
407,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
408,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
409,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
410,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
411,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
412,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
413,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
414,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
415,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
416,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
417,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
418,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Wetland
419,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
420,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
421,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
422,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
423,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Built-up
424,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
425,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
426,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
427,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
428,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
429,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
430,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
431,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
432,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
433,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
434,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
435,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
436,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
438,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
439,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
440,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
441,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
442,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Bareland
443,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
444,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
445,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
446,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
447,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
448,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
449,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
450,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
451,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
452,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
453,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
455,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
456,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
457,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
458,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
459,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
460,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
461,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
462,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
463,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
464,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
465,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
466,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
467,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
468,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
469,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
470,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
471,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
472,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
473,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
476,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
477,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Wetland
478,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
479,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
480,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
481,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
482,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
483,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
484,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
485,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
486,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
487,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
488,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
489,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
490,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
491,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
492,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
493,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
494,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
495,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
496,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
541,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
542,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
543,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
568,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
569,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
573,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
574,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
576,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
580,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
583,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
584,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
588,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
593,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
594,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
595,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
599,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
601,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
605,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
606,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
610,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
611,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
612,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
615,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
616,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
618,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
622,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
624,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
627,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
629,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
634,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
635,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
639,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
642,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
643,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
646,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
647,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
651,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
652,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
653,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
654,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
655,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
656,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
