Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZN_M_R
2305,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
2306,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2307,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2308,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2309,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2310,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2311,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2312,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2313,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2314,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2315,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
2316,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2317,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
2318,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2319,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2320,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2321,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2322,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2323,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2324,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2325,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2326,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2327,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2328,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2329,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2330,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2331,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2332,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2333,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2334,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2335,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2336,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2337,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
2338,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
2339,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
2340,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2341,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2342,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
2343,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
2344,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
2345,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2346,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
2347,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2348,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2349,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2350,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2351,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
2352,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2353,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2354,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2355,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2356,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2357,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
2358,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2359,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2360,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2361,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
2362,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2363,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
2364,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2365,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2366,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2367,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2368,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
2369,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
2370,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2371,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2372,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
2373,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2374,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2375,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2376,Forest,Water,Wetland,Water,Wetland,Forest,Water,Grassland
2377,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
2378,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2379,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2380,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2381,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2382,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2383,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2384,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2385,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2386,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2387,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2388,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2389,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2390,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2391,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2392,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2393,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2394,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2395,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2396,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2397,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2398,Forest,Water,Water,NULL,Water,NULL,Water,Water
2399,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2400,Forest,Water,Water,NULL,Water,NULL,Forest,Water
2401,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2402,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
2403,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
2404,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2405,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
2406,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2407,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2408,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2409,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
2410,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
2411,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
2412,Forest,Water,Water,NULL,Water,Water,Grassland,Bareland
2413,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
2414,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2415,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2416,Forest,Water,Water,NULL,Water,Water,Water,Water
2417,Forest,Water,Water,NULL,Water,Water,Water,Forest
2418,Forest,Water,Water,NULL,Water,Water,Forest,Water
2419,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2420,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
2421,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2422,Forest,Water,Water,NULL,Water,Forest,Water,Water
2423,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2424,Forest,Water,Water,NULL,Water,Forest,Forest,Water
2425,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2426,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2427,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2428,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2429,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2430,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2431,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2432,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2433,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2434,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
2435,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
2436,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
2437,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2438,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2439,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
2440,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2441,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2442,Forest,Water,Water,Water,Water,NULL,Water,Grassland
2443,Forest,Water,Water,Water,Water,NULL,Water,Water
2444,Forest,Water,Water,Water,Water,NULL,Water,Forest
2445,Forest,Water,Water,Water,Water,NULL,Forest,Water
2446,Forest,Water,Water,Water,Water,NULL,Forest,Forest
2447,Forest,Water,Water,Water,Water,Grassland,Grassland,Grassland
2448,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
2449,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
2450,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
2451,Forest,Water,Water,Water,Water,Grassland,Water,Water
2452,Forest,Water,Water,Water,Water,Grassland,Water,Forest
2453,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2454,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2455,Forest,Water,Water,Water,Water,Wetland,Water,Water
2456,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2457,Forest,Water,Water,Water,Water,Bareland,Grassland,Forest
2458,Forest,Water,Water,Water,Water,Bareland,Water,Forest
2459,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2460,Forest,Water,Water,Water,Water,Water,Wetland,Water
2461,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2462,Forest,Water,Water,Water,Water,Water,Water,Grassland
2463,Forest,Water,Water,Water,Water,Water,Water,Wetland
2464,Forest,Water,Water,Water,Water,Water,Water,Water
2465,Forest,Water,Water,Water,Water,Water,Water,Forest
2466,Forest,Water,Water,Water,Water,Water,Forest,Water
2467,Forest,Water,Water,Water,Water,Water,Forest,Forest
2468,Forest,Water,Water,Water,Water,Forest,Wetland,Water
2469,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2470,Forest,Water,Water,Water,Water,Forest,Water,Water
2471,Forest,Water,Water,Water,Water,Forest,Water,Forest
2472,Forest,Water,Water,Water,Water,Forest,Forest,Forest
2473,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2474,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2475,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2476,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
2477,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2478,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2479,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2480,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2481,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2482,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2483,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
2484,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2485,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2486,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2487,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2488,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2489,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2490,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2491,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2492,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2493,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2494,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2495,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2496,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2497,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2498,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2499,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2500,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2501,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2502,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2503,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2504,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2505,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2506,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2507,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2508,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2509,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2510,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
2511,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2512,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2513,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2514,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2515,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2516,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2517,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2518,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2519,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2520,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2521,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2522,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2523,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2524,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2525,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2526,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2527,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2528,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2529,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2530,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2531,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2532,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
2533,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2534,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2535,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2536,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2537,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
2538,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2539,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2540,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
2541,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2542,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2543,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2544,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
2545,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
2546,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2547,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2548,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2549,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2550,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2551,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2552,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
2553,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
2554,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
2555,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
2556,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
2557,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2558,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2559,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2560,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2561,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2562,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2563,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2564,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2565,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
2566,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
2567,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2568,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2569,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2570,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2571,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2572,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2573,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2574,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2575,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
2576,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2577,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2578,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2579,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2580,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2581,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2582,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2583,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2584,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2585,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2586,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
2587,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2588,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2589,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2590,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2591,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2592,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2593,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2594,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2595,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2596,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2597,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
2598,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2599,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2600,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2601,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
2602,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2603,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2604,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
2605,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2606,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2607,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
2608,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2609,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2610,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2611,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2612,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2613,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2614,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2615,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2616,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2617,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2618,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2619,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2620,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
2621,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2622,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2623,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2624,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2625,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2626,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2627,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2628,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2629,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2630,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2631,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
2632,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
2633,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2634,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
2635,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
2636,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
2637,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
2638,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
2639,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
2640,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2641,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
2642,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
2643,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2644,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2645,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2646,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2647,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2648,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2649,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2650,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2651,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2652,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2653,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2654,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2655,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2656,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2657,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2658,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2659,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2660,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2661,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2662,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2663,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2664,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2665,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2666,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2667,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2668,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2669,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2670,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2671,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2672,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2673,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
