Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEK_M_R
330,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
331,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
332,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
333,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
334,NULL,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
335,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
336,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
337,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
338,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
339,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
340,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
341,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Forest
342,NULL,NULL,Water,NULL,Water,Grassland,Water,Forest
343,NULL,NULL,Water,NULL,Water,Cropland,Wetland,Grassland
344,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
345,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
346,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
347,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
348,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Water
349,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Forest
350,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
351,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
352,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
353,NULL,NULL,Water,NULL,Water,Bareland,Water,Forest
354,NULL,NULL,Water,NULL,Water,Bareland,Forest,Grassland
355,NULL,NULL,Water,NULL,Water,Bareland,Forest,Water
356,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
357,NULL,NULL,Water,NULL,Water,Water,Grassland,Bareland
358,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
359,NULL,NULL,Water,NULL,Water,Water,Water,Bareland
360,NULL,NULL,Water,NULL,Water,Water,Forest,Forest
361,NULL,NULL,Water,NULL,Water,Forest,Grassland,Water
362,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
363,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Water
364,NULL,NULL,Water,Non_Water,Water,Cropland,Grassland,Bareland
365,NULL,NULL,Water,Non_Water,Water,Cropland,Wetland,Grassland
366,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
367,NULL,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
368,NULL,NULL,Water,Non_Water,Water,Bareland,Wetland,Water
369,NULL,NULL,Water,Non_Water,Water,Bareland,Wetland,Forest
370,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
371,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Water
372,NULL,NULL,Water,Non_Water,Water,Bareland,Forest,Grassland
373,NULL,NULL,Water,Non_Water,Water,Bareland,Forest,Bareland
374,NULL,NULL,Water,Non_Water,Water,Bareland,Forest,Forest
375,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
376,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Bareland
377,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Water
378,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
379,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
380,NULL,NULL,Water,Non_Water,Water,Water,Forest,Forest
381,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
382,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
383,NULL,NULL,Water,Water,Water,Grassland,Bareland,Grassland
384,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
385,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
386,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
387,NULL,NULL,Water,Water,Water,Bareland,Wetland,Grassland
388,NULL,NULL,Water,Water,Water,Bareland,Wetland,Water
389,NULL,NULL,Water,Water,Water,Bareland,Wetland,Forest
390,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
391,NULL,NULL,Water,Water,Water,Bareland,Bareland,Water
392,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
393,NULL,NULL,Water,Water,Water,Bareland,Water,Water
394,NULL,NULL,Water,Water,Water,Bareland,Water,Forest
395,NULL,NULL,Water,Water,Water,Bareland,Forest,Grassland
396,NULL,NULL,Water,Water,Water,Bareland,Forest,Water
397,NULL,NULL,Water,Water,Water,Water,Grassland,Water
398,NULL,NULL,Water,Water,Water,Water,Wetland,Bareland
399,NULL,NULL,Water,Water,Water,Water,Wetland,Water
400,NULL,NULL,Water,Water,Water,Water,Water,Grassland
401,NULL,NULL,Water,Water,Water,Water,Water,Water
402,NULL,NULL,Water,Water,Water,Water,Water,Forest
403,NULL,NULL,Water,Water,Water,Water,Forest,Grassland
404,NULL,NULL,Water,Water,Water,Water,Forest,Water
405,NULL,NULL,Water,Water,Water,Water,Forest,Forest
406,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
407,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
408,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
409,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
410,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
411,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
412,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
413,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
414,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
415,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
416,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
417,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
418,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
419,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
420,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
421,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
422,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
423,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
424,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
425,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
426,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
427,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
428,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
429,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
430,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
431,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
432,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
433,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
434,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
435,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
436,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
437,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
438,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
439,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
440,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
441,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
442,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
443,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
444,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
445,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
446,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
447,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
448,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
449,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
450,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
451,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
452,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
453,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
454,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
455,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
456,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
457,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
458,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
459,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
460,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
461,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
462,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
463,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
464,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
465,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
466,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
467,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
468,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
469,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
470,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
471,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
472,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
473,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
474,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
475,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
476,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
477,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
478,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
479,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
480,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
481,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
482,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
483,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
484,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
485,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
486,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
487,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
488,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
489,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Water
490,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
491,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Bareland
492,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
493,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
494,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
495,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Bareland
496,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
497,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Forest
498,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
499,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
500,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
501,NULL,NULL,Forest,Water,Non_Wetland,Water,Forest,Water
502,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
503,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
504,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
505,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
506,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
507,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
508,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
509,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
510,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
511,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
512,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
513,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
514,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
515,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
516,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
517,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
518,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
519,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
520,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
521,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
522,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
523,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
524,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
525,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
526,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
527,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
528,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
529,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
530,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
531,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
532,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
533,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
534,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
535,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
536,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
537,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
538,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
539,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
540,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
541,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
542,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
543,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
544,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
545,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
546,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
547,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
548,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
549,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
550,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
551,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
552,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
553,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
554,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
555,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
556,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
557,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
558,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
559,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
560,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
561,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
562,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
563,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
564,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
565,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
566,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
567,NULL,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
568,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
569,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
570,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
571,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
572,NULL,Cropland,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
573,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
574,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
575,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
576,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
577,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
578,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
579,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
580,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
581,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
582,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
583,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
584,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
585,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
586,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
587,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
588,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
589,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
590,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
591,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
592,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
593,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
594,NULL,Cropland,Water,NULL,Water,Grassland,Bareland,Grassland
595,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
596,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
597,NULL,Cropland,Water,NULL,Water,Water,Grassland,Forest
598,NULL,Cropland,Water,NULL,Water,Water,Bareland,Grassland
599,NULL,Cropland,Water,Non_Water,Water,Bareland,Grassland,Grassland
600,NULL,Cropland,Water,Water,Water,Bareland,Grassland,Grassland
601,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
602,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
603,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
604,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
605,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
606,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
607,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
608,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
609,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
610,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
611,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
612,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
613,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
614,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
615,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
616,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
617,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
618,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
619,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
620,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
621,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
622,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
623,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
624,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
625,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
626,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
627,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
628,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
629,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
630,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
631,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
632,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
633,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
634,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
635,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
636,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
637,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
638,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
639,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
640,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
641,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
642,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
643,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
644,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
645,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
646,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
647,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
648,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
649,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
650,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
651,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
652,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
653,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
654,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
655,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
656,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
657,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
658,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
659,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
660,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
661,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
662,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
663,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
664,NULL,Wetland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
665,NULL,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
666,NULL,Wetland,Water,NULL,Water,Bareland,Grassland,Grassland
667,NULL,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
668,NULL,Wetland,Water,NULL,Water,Water,Grassland,Grassland
669,NULL,Wetland,Water,Water,Water,Water,Grassland,Bareland
670,NULL,Wetland,Water,Water,Water,Water,Grassland,Forest
671,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
672,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
673,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
674,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
675,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
676,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
677,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
