Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFB_M_R
1070,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1071,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1072,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1073,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1074,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1075,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1076,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1077,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1078,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1079,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1080,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1081,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1082,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1083,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1084,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1085,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1086,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1087,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1088,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
1089,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1090,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1091,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1092,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1093,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1094,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1095,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1096,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1097,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1098,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
1099,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1100,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1101,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1102,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1103,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
1104,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1105,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1106,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1107,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1108,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1109,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1110,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1111,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1112,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1113,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1114,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1115,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1116,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1117,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1118,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1119,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
1120,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1121,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1122,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1123,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1124,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1125,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1126,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1127,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1128,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1129,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1130,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1131,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1132,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1133,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1134,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1135,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1136,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1137,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1138,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1139,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1140,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
1141,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1142,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
1143,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
1144,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
1145,Forest,NULL,Water,NULL,Water,Water,Water,Forest
1146,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1147,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1148,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1149,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1150,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
1151,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
1152,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1153,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
1154,Forest,NULL,Water,Water,Water,Wetland,Water,Water
1155,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
1156,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
1157,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
1158,Forest,NULL,Water,Water,Water,Water,Wetland,Water
1159,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1160,Forest,NULL,Water,Water,Water,Water,Water,Wetland
1161,Forest,NULL,Water,Water,Water,Water,Water,Water
1162,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1163,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1164,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1165,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1166,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1167,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1168,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1169,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1170,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1171,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1172,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1173,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1174,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1175,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1176,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1177,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1178,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1179,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1180,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1181,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1182,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1183,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1184,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1185,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1186,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1187,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1188,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1189,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1190,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1191,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1192,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1193,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1194,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1195,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1196,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1197,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1198,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1199,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1200,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1201,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1202,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1203,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1204,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1205,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1206,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1207,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1208,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1209,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1210,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1211,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1212,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1213,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1214,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1215,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
1216,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1217,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1218,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1219,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1220,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1221,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1222,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1223,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1224,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1225,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1226,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
1227,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1228,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1229,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1230,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1231,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1232,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1233,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1234,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1235,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1236,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1237,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1238,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1239,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1240,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1241,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1242,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1243,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1244,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1245,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1246,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1247,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1248,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1249,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1250,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1251,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1252,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1253,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1254,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1255,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1256,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1257,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1258,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1259,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
1260,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1261,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1262,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1263,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1264,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1265,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
1266,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1267,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
1268,Forest,Wetland,Water,NULL,Water,Water,Water,Water
1269,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1270,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1271,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1272,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1273,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1274,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1275,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
1276,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
1277,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1278,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1279,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
1280,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1281,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1282,Forest,Wetland,Water,Water,Water,Water,Water,Water
1283,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1284,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1285,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1286,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1287,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1288,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1289,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1290,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1291,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1292,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1293,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1294,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1295,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1296,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1297,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1298,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1299,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1300,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1301,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1302,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1303,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1304,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1305,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1306,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1307,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1308,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1309,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1310,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1311,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1312,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1313,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1314,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1315,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1316,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1317,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1318,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1319,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1320,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1321,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1322,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1323,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1324,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1325,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1326,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1327,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1328,Forest,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1329,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1330,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1331,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1332,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1333,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1334,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1335,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
1336,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1337,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1338,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1339,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1340,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1341,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1342,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
1343,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1344,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1345,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1346,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1347,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1348,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
1349,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1350,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1351,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1352,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1353,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1354,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1355,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1356,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1357,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1358,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1359,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1360,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1361,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1362,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1363,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
1364,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1365,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1366,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1367,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1368,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1369,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1370,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1371,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1372,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1373,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1374,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
1375,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1376,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1377,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1378,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1379,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1380,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1381,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1382,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1383,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1384,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1385,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1386,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1387,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1388,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1389,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1390,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
1391,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1392,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1393,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1394,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1395,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1396,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1397,Forest,Water,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
1398,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1399,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1400,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1401,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1402,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1403,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1404,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1405,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1406,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1407,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1408,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1409,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1410,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1411,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1412,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1413,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1414,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1415,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1416,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1417,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1418,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1419,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
