Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LTR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LTR_M_R
1255,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1256,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1257,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1258,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1259,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1260,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1261,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1262,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1263,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1264,Water,NULL,Shrubland,Water,Non_Wetland,Built-up
1265,Water,NULL,Shrubland,Water,Non_Wetland,Water
1266,Water,NULL,Shrubland,Water,Non_Wetland,Permanent_ice_and_snow
1267,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1268,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1269,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1270,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1271,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1272,Water,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1273,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1274,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1275,Water,NULL,Grassland,NULL,Non_Wetland,Water
1276,Water,NULL,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1277,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1278,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1279,Water,NULL,Grassland,Water,Non_Wetland,NULL
1280,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1281,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1282,Water,NULL,Grassland,Water,Non_Wetland,Water
1283,Water,NULL,Grassland,Water,Non_Wetland,Forest
1284,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1285,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1286,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1287,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1288,Water,NULL,Cropland,NULL,Non_Wetland,Water
1289,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1290,Water,NULL,Cropland,Water,Non_Wetland,NULL
1291,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1292,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1293,Water,NULL,Wetland,NULL,Wetland,NULL
1294,Water,NULL,Wetland,NULL,Wetland,Grassland
1295,Water,NULL,Wetland,NULL,Wetland,Bareland
1296,Water,NULL,Wetland,NULL,Wetland,Water
1297,Water,NULL,Wetland,NULL,Wetland,Permanent_ice_and_snow
1298,Water,NULL,Wetland,Water,Wetland,NULL
1299,Water,NULL,Wetland,Water,Wetland,Grassland
1300,Water,NULL,Wetland,Water,Wetland,Bareland
1301,Water,NULL,Wetland,Water,Wetland,Water
1302,Water,NULL,Wetland,Water,Wetland,Forest
1303,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1304,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1305,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1306,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1307,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
1308,Water,NULL,Bareland,NULL,Non_Wetland,Water
1309,Water,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1310,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1311,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1312,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1313,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1314,Water,NULL,Bareland,Water,Non_Wetland,NULL
1315,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1316,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1317,Water,NULL,Bareland,Water,Non_Wetland,Water
1318,Water,NULL,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
1319,Water,NULL,Bareland,Water,Non_Wetland,Forest
1320,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1321,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1322,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1323,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1324,Water,NULL,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
1325,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1326,Water,NULL,Built-up,Water,Non_Wetland,NULL
1327,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1328,Water,NULL,Built-up,Water,Non_Wetland,Water
1329,Water,NULL,Built-up,Water,Non_Wetland,Forest
1330,Water,NULL,Water,NULL,NULL,Grassland
1331,Water,NULL,Water,NULL,NULL,Bareland
1332,Water,NULL,Water,NULL,NULL,Water
1333,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1334,Water,NULL,Water,NULL,Water,NULL
1335,Water,NULL,Water,NULL,Water,Grassland
1336,Water,NULL,Water,NULL,Water,Wetland
1337,Water,NULL,Water,NULL,Water,Bareland
1338,Water,NULL,Water,NULL,Water,Built-up
1339,Water,NULL,Water,NULL,Water,Water
1340,Water,NULL,Water,NULL,Water,Permanent_ice_and_snow
1341,Water,NULL,Water,NULL,Water,Forest
1342,Water,NULL,Water,Non_Water,Water,Grassland
1343,Water,NULL,Water,Non_Water,Water,Bareland
1344,Water,NULL,Water,Non_Water,Water,Water
1345,Water,NULL,Water,Water,Water,NULL
1346,Water,NULL,Water,Water,Water,Grassland
1347,Water,NULL,Water,Water,Water,Bareland
1348,Water,NULL,Water,Water,Water,Built-up
1349,Water,NULL,Water,Water,Water,Water
1350,Water,NULL,Water,Water,Water,Forest
1351,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1352,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1353,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1354,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1355,Water,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Grassland
1356,Water,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
1357,Water,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Water
1358,Water,NULL,Forest,NULL,Non_Wetland,NULL
1359,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1360,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1361,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1362,Water,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1363,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1364,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1365,Water,NULL,Forest,NULL,Non_Wetland,Water
1366,Water,NULL,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
1367,Water,NULL,Forest,NULL,Non_Wetland,Forest
1368,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1369,Water,NULL,Forest,Water,Non_Wetland,NULL
1370,Water,NULL,Forest,Water,Non_Wetland,Grassland
1371,Water,NULL,Forest,Water,Non_Wetland,Bareland
1372,Water,NULL,Forest,Water,Non_Wetland,Water
1373,Water,NULL,Forest,Water,Non_Wetland,Forest
1374,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1375,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1376,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1377,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1378,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1379,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1380,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1381,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1382,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1383,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1384,Water,Wetland,Water,NULL,Water,Bareland
1385,Water,Wetland,Water,Water,Water,Grassland
1386,Water,Wetland,Water,Water,Water,Bareland
1387,Water,Wetland,Water,Water,Water,Water
1388,Water,Wetland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1389,Water,Bareland,NULL,NULL,Non_Wetland,Forest
1390,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1391,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1392,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1393,Water,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1394,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1395,Water,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1396,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1397,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1398,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1399,Water,Bareland,Shrubland,Water,Non_Wetland,NULL
1400,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1401,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1402,Water,Bareland,Shrubland,Water,Non_Wetland,Built-up
1403,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1404,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
1405,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
1406,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1407,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1408,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1409,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1410,Water,Bareland,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1411,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1412,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1413,Water,Bareland,Grassland,Water,Non_Wetland,Water
1414,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1415,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1416,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1417,Water,Bareland,Wetland,NULL,Wetland,Water
1418,Water,Bareland,Wetland,NULL,Wetland,Permanent_ice_and_snow
1419,Water,Bareland,Wetland,Non_Water,Wetland,Water
1420,Water,Bareland,Wetland,Water,Wetland,Grassland
1421,Water,Bareland,Wetland,Water,Wetland,Bareland
1422,Water,Bareland,Wetland,Water,Wetland,Water
1423,Water,Bareland,Wetland,Water,Wetland,Forest
1424,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1425,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1426,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1427,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1428,Water,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1429,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1430,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1431,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1432,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1433,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1434,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1435,Water,Bareland,Bareland,Water,Non_Wetland,Water
1436,Water,Bareland,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
1437,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1438,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1439,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1440,Water,Bareland,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
1441,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water
1442,Water,Bareland,Built-up,Water,Non_Wetland,Water
1443,Water,Bareland,Water,NULL,NULL,Grassland
1444,Water,Bareland,Water,NULL,NULL,Bareland
1445,Water,Bareland,Water,NULL,NULL,Water
1446,Water,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
1447,Water,Bareland,Water,NULL,Water,Grassland
1448,Water,Bareland,Water,NULL,Water,Bareland
1449,Water,Bareland,Water,NULL,Water,Water
1450,Water,Bareland,Water,NULL,Water,Permanent_ice_and_snow
1451,Water,Bareland,Water,NULL,Water,Forest
1452,Water,Bareland,Water,Water,NULL,Permanent_ice_and_snow
1453,Water,Bareland,Water,Water,Water,Grassland
1454,Water,Bareland,Water,Water,Water,Bareland
1455,Water,Bareland,Water,Water,Water,Water
1456,Water,Bareland,Water,Water,Water,Permanent_ice_and_snow
1457,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1458,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1459,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1460,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1461,Water,Bareland,Permanent_ice_and_snow,Non_Water,Non_Wetland,Permanent_ice_and_snow
1462,Water,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
1463,Water,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
1464,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1465,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1466,Water,Bareland,Forest,NULL,Non_Wetland,Water
1467,Water,Bareland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
1468,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1469,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1470,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1471,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1472,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1473,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1474,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1475,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1476,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1477,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1478,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1479,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1480,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1481,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1482,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1483,Water,Built-up,Water,Water,Water,Water
1484,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1485,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1486,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1487,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1488,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1489,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1490,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1491,Water,Water,Shrubland,NULL,Non_Wetland,Water
1492,Water,Water,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1493,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1494,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1495,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1496,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1497,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1498,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1499,Water,Water,Shrubland,Water,Non_Wetland,NULL
1500,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1501,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1502,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1503,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1504,Water,Water,Shrubland,Water,Non_Wetland,Built-up
1505,Water,Water,Shrubland,Water,Non_Wetland,Water
1506,Water,Water,Shrubland,Water,Non_Wetland,Forest
1507,Water,Water,Grassland,NULL,Non_Wetland,NULL
1508,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1509,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1510,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1511,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1512,Water,Water,Grassland,NULL,Non_Wetland,Water
1513,Water,Water,Grassland,NULL,Non_Wetland,Forest
1514,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1515,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1516,Water,Water,Grassland,Water,Non_Wetland,NULL
1517,Water,Water,Grassland,Water,Non_Wetland,Grassland
1518,Water,Water,Grassland,Water,Non_Wetland,Bareland
1519,Water,Water,Grassland,Water,Non_Wetland,Water
1520,Water,Water,Grassland,Water,Non_Wetland,Forest
1521,Water,Water,Cropland,NULL,Non_Wetland,NULL
1522,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1523,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1524,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1525,Water,Water,Cropland,NULL,Non_Wetland,Water
1526,Water,Water,Cropland,NULL,Non_Wetland,Forest
1527,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1528,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1529,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1530,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1531,Water,Water,Cropland,Water,Non_Wetland,Grassland
1532,Water,Water,Cropland,Water,Non_Wetland,Bareland
1533,Water,Water,Cropland,Water,Non_Wetland,Water
1534,Water,Water,Cropland,Water,Non_Wetland,Forest
1535,Water,Water,Wetland,NULL,Wetland,Grassland
1536,Water,Water,Wetland,NULL,Wetland,Bareland
1537,Water,Water,Wetland,NULL,Wetland,Water
1538,Water,Water,Wetland,NULL,Wetland,Forest
1539,Water,Water,Wetland,Non_Water,Wetland,Grassland
1540,Water,Water,Wetland,Non_Water,Wetland,Bareland
1541,Water,Water,Wetland,Non_Water,Wetland,Water
1542,Water,Water,Wetland,Water,Wetland,Grassland
1543,Water,Water,Wetland,Water,Wetland,Cropland
1544,Water,Water,Wetland,Water,Wetland,Bareland
1545,Water,Water,Wetland,Water,Wetland,Water
1546,Water,Water,Wetland,Water,Wetland,Permanent_ice_and_snow
1547,Water,Water,Wetland,Water,Wetland,Forest
1548,Water,Water,Bareland,NULL,Non_Wetland,NULL
1549,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1550,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1551,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1552,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1553,Water,Water,Bareland,NULL,Non_Wetland,Water
1554,Water,Water,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1555,Water,Water,Bareland,NULL,Non_Wetland,Forest
1556,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1557,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1558,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1559,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1560,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1561,Water,Water,Bareland,Water,Non_Wetland,NULL
1562,Water,Water,Bareland,Water,Non_Wetland,Grassland
1563,Water,Water,Bareland,Water,Non_Wetland,Bareland
1564,Water,Water,Bareland,Water,Non_Wetland,Built-up
1565,Water,Water,Bareland,Water,Non_Wetland,Water
1566,Water,Water,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
1567,Water,Water,Bareland,Water,Non_Wetland,Forest
1568,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1569,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1570,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1571,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1572,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1573,Water,Water,Built-up,Water,Non_Wetland,NULL
1574,Water,Water,Built-up,Water,Non_Wetland,Grassland
1575,Water,Water,Built-up,Water,Non_Wetland,Bareland
1576,Water,Water,Built-up,Water,Non_Wetland,Water
1577,Water,Water,Water,NULL,NULL,Bareland
1578,Water,Water,Water,NULL,NULL,Water
1579,Water,Water,Water,NULL,Water,NULL
1580,Water,Water,Water,NULL,Water,Grassland
1581,Water,Water,Water,NULL,Water,Cropland
1582,Water,Water,Water,NULL,Water,Wetland
1583,Water,Water,Water,NULL,Water,Bareland
1584,Water,Water,Water,NULL,Water,Water
1585,Water,Water,Water,NULL,Water,Permanent_ice_and_snow
1586,Water,Water,Water,NULL,Water,Forest
1587,Water,Water,Water,Non_Water,Water,NULL
1588,Water,Water,Water,Non_Water,Water,Grassland
1589,Water,Water,Water,Non_Water,Water,Bareland
1590,Water,Water,Water,Non_Water,Water,Water
1591,Water,Water,Water,Non_Water,Water,Forest
1592,Water,Water,Water,Water,NULL,Water
1593,Water,Water,Water,Water,Water,NULL
1594,Water,Water,Water,Water,Water,Grassland
1595,Water,Water,Water,Water,Water,Cropland
1596,Water,Water,Water,Water,Water,Wetland
1597,Water,Water,Water,Water,Water,Bareland
1598,Water,Water,Water,Water,Water,Built-up
1599,Water,Water,Water,Water,Water,Water
1600,Water,Water,Water,Water,Water,Permanent_ice_and_snow
1601,Water,Water,Water,Water,Water,Forest
1602,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1603,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1604,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1605,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1606,Water,Water,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
1607,Water,Water,Permanent_ice_and_snow,Water,Non_Wetland,Grassland
1608,Water,Water,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
1609,Water,Water,Permanent_ice_and_snow,Water,Non_Wetland,Water
1610,Water,Water,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
1611,Water,Water,Forest,NULL,Non_Wetland,Grassland
1612,Water,Water,Forest,NULL,Non_Wetland,Cropland
1613,Water,Water,Forest,NULL,Non_Wetland,Wetland
1614,Water,Water,Forest,NULL,Non_Wetland,Bareland
1615,Water,Water,Forest,NULL,Non_Wetland,Water
1616,Water,Water,Forest,NULL,Non_Wetland,Forest
1617,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1618,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1619,Water,Water,Forest,Non_Water,Non_Wetland,Water
1620,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1621,Water,Water,Forest,Water,Non_Wetland,Grassland
1622,Water,Water,Forest,Water,Non_Wetland,Wetland
1623,Water,Water,Forest,Water,Non_Wetland,Bareland
1624,Water,Water,Forest,Water,Non_Wetland,Water
1625,Water,Water,Forest,Water,Non_Wetland,Forest
1626,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1627,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1628,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1629,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1630,Water,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1631,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1632,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1633,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1634,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1635,Water,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
1636,Water,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
1637,Water,Permanent_ice_and_snow,Water,NULL,NULL,Water
1638,Water,Permanent_ice_and_snow,Water,NULL,NULL,Permanent_ice_and_snow
1639,Water,Permanent_ice_and_snow,Water,NULL,NULL,Forest
1640,Water,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1641,Water,Permanent_ice_and_snow,Water,NULL,Water,Bareland
1642,Water,Permanent_ice_and_snow,Water,NULL,Water,Water
1643,Water,Permanent_ice_and_snow,Water,NULL,Water,Permanent_ice_and_snow
1644,Water,Permanent_ice_and_snow,Water,Water,NULL,Bareland
1645,Water,Permanent_ice_and_snow,Water,Water,NULL,Permanent_ice_and_snow
1646,Water,Permanent_ice_and_snow,Water,Water,Water,Bareland
1647,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1648,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1649,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1650,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1651,Water,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1652,Water,Forest,NULL,NULL,Non_Wetland,NULL
1653,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1654,Water,Forest,NULL,NULL,Non_Wetland,Cropland
1655,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1656,Water,Forest,NULL,NULL,Non_Wetland,Forest
1657,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1658,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1659,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1660,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1661,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1662,Water,Forest,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1663,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1664,Water,Forest,Shrubland,Water,Non_Wetland,NULL
1665,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1666,Water,Forest,Shrubland,Water,Non_Wetland,Bareland
1667,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1668,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1669,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1670,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1671,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1672,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1673,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1674,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1675,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1676,Water,Forest,Cropland,Water,Non_Wetland,Forest
1677,Water,Forest,Wetland,NULL,Wetland,Grassland
1678,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1679,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1680,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1681,Water,Forest,Bareland,NULL,Non_Wetland,Water
1682,Water,Forest,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1683,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1684,Water,Forest,Bareland,Water,Non_Wetland,Grassland
1685,Water,Forest,Bareland,Water,Non_Wetland,Forest
1686,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1687,Water,Forest,Water,NULL,NULL,Bareland
