Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVP_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Built-up
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Cropland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,NULL
591,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
592,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
593,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
594,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
595,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
596,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
597,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
598,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
599,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
600,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,NULL
601,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
602,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
603,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
604,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
605,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
606,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
607,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
608,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
609,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
610,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
611,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
612,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
613,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
614,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,NULL
615,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
616,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
617,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
618,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
619,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
620,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
621,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
622,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
623,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
624,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
625,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
626,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
627,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
628,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
629,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
630,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
631,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
632,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
633,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
634,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
635,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
636,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
637,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
638,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
639,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
640,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
641,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
642,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
643,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
644,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Bareland
645,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
646,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
647,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
648,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
649,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
650,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
651,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Cropland
652,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
