Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQE_M_R
1029,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1030,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1031,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
1032,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1033,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1034,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1035,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1036,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1037,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
1038,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1039,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1040,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
1041,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
1042,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1043,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
1044,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1045,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1046,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1047,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1048,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1049,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1050,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1051,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1052,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1053,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1054,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1055,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
1056,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
1057,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1058,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1059,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
1060,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1061,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1062,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1063,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1064,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1065,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1066,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1067,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1068,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
1069,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1070,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1071,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
1072,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
1073,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1074,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,NULL
1075,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1076,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,NULL
1077,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
1078,Forest,Water,Wetland,NULL,Wetland,NULL,Water,NULL
1079,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
1080,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1081,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1082,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
1083,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1084,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
1085,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
1086,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1087,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
1088,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,NULL
1089,Forest,Water,Wetland,NULL,Wetland,Water,NULL,NULL
1090,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
1091,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
1092,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
1093,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
1094,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
1095,Forest,Water,Wetland,NULL,Wetland,Forest,Water,NULL
1096,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
1097,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
1098,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,NULL
1099,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,NULL
1100,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
1101,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1102,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
1103,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
1104,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1105,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1106,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1107,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1108,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
1109,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1110,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
1111,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
1112,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
1113,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
1114,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1115,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1116,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
1117,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
1118,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1119,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1120,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1121,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1122,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
1123,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1124,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
1125,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
1126,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
1127,Forest,Water,Water,NULL,Water,NULL,Wetland,NULL
1128,Forest,Water,Water,NULL,Water,NULL,Water,NULL
1129,Forest,Water,Water,NULL,Water,NULL,Forest,NULL
1130,Forest,Water,Water,NULL,Water,Wetland,Wetland,NULL
1131,Forest,Water,Water,NULL,Water,Wetland,Water,NULL
1132,Forest,Water,Water,NULL,Water,Bareland,Wetland,NULL
1133,Forest,Water,Water,NULL,Water,Bareland,Water,NULL
1134,Forest,Water,Water,NULL,Water,Water,Wetland,NULL
1135,Forest,Water,Water,NULL,Water,Water,Water,NULL
1136,Forest,Water,Water,NULL,Water,Water,Forest,NULL
1137,Forest,Water,Water,NULL,Water,Forest,Wetland,NULL
1138,Forest,Water,Water,NULL,Water,Forest,Water,NULL
1139,Forest,Water,Water,NULL,Water,Forest,Forest,NULL
1140,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1141,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
1142,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1143,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1144,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1145,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1146,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1147,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1148,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
1149,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1150,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1151,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1152,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
1153,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
1154,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1155,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
1156,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1157,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1158,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1159,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1160,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
1161,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1162,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1163,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1164,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1165,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1166,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1167,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1168,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,NULL
1169,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1170,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1171,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1172,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
1173,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1174,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1175,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1176,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1177,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1178,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1179,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1180,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,NULL
1181,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1182,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1183,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,NULL
1184,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1185,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
1186,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
1187,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
1188,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
1189,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1190,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1191,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
1192,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,NULL
1193,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1194,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1195,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1196,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
1197,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1198,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1199,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1200,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1201,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1202,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1203,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1204,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1205,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1206,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1207,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1208,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1209,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1210,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1211,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1212,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1213,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1214,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1215,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1216,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1217,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1218,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1219,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
1220,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
1221,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1222,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
1223,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
1224,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1225,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1226,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,NULL
1227,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1228,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1229,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1230,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1231,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1232,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1233,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1234,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1235,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1236,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1237,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
1238,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1239,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
1240,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1241,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,NULL
1242,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,NULL
1243,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1244,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,NULL
1245,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1246,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1247,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
1248,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1249,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1250,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
1251,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1252,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1253,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
1254,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1255,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1256,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1257,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
1258,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1259,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
1260,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
1261,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1262,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1263,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1264,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
1265,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1266,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,NULL
1267,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1268,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1269,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1270,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
1271,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1272,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
1273,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1274,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1275,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1276,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,NULL
1277,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
1278,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,NULL
1279,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
1280,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,NULL
1281,Forest,Forest,Wetland,NULL,Wetland,Water,Water,NULL
1282,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
1283,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
1284,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
1285,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,NULL
1286,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
1287,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1288,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,NULL
1289,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,NULL
1290,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
1291,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,NULL
1292,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
1293,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1294,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,NULL
1295,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
1296,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
1297,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1298,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1299,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1300,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1301,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1302,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1303,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1304,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1305,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
1306,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1307,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
1308,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
1309,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
1310,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Grassland,NULL
1311,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1312,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,NULL
1313,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,NULL
1314,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
1315,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
1316,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,NULL
1317,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1318,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1319,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
1320,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1321,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1322,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1323,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1324,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
1325,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1326,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1327,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
1328,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1329,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1330,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1331,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1332,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
1333,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
1334,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1335,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,NULL
1336,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,NULL
1337,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
1338,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,NULL
1339,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
1340,Forest,Forest,Water,NULL,Water,NULL,Wetland,NULL
1341,Forest,Forest,Water,NULL,Water,NULL,Water,NULL
1342,Forest,Forest,Water,NULL,Water,NULL,Forest,NULL
1343,Forest,Forest,Water,NULL,Water,Wetland,Grassland,NULL
1344,Forest,Forest,Water,NULL,Water,Wetland,Wetland,NULL
1345,Forest,Forest,Water,NULL,Water,Wetland,Water,NULL
1346,Forest,Forest,Water,NULL,Water,Wetland,Forest,NULL
1347,Forest,Forest,Water,NULL,Water,Bareland,Wetland,NULL
1348,Forest,Forest,Water,NULL,Water,Bareland,Water,NULL
1349,Forest,Forest,Water,NULL,Water,Water,Wetland,NULL
1350,Forest,Forest,Water,NULL,Water,Water,Water,NULL
1351,Forest,Forest,Water,NULL,Water,Water,Forest,NULL
1352,Forest,Forest,Water,NULL,Water,Forest,Wetland,NULL
1353,Forest,Forest,Water,NULL,Water,Forest,Water,NULL
1354,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1355,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1356,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1357,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1358,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,NULL
1359,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1360,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1361,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1362,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1363,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1364,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1365,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1366,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1367,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
1368,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
1369,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1370,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1371,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1372,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1373,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1374,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1375,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1376,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
