Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQB_M_R
13478,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
13479,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13480,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13481,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13482,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
13483,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13484,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
13485,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
13486,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
13487,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
13488,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
13489,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
13490,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
13491,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
13492,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
13493,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
13494,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
13495,Forest,Cropland,Water,NULL,Water,Shrubland,Shrubland,Forest
13496,Forest,Cropland,Water,Water,Water,Bareland,Shrubland,Wetland
13497,Forest,Cropland,Water,Water,Water,Bareland,Water,Wetland
13498,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
13499,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
13500,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
13501,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
13502,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13503,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
13504,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
13505,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
13506,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
13507,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
13508,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
13509,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
13510,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
13511,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
13512,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13513,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
13514,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Bareland
13515,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
13516,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
13517,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
13518,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
13519,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
13520,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
13521,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13522,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
13523,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
13524,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
13525,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
13526,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13527,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13528,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13529,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13530,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13531,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13532,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
13533,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13534,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13535,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
13536,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
13537,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
13538,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13539,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
13540,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
13541,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
13542,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
13543,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
13544,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
13545,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
13546,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
13547,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13548,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
13549,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
13550,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
13551,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
13552,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13553,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13554,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13555,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
13556,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
13557,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
13558,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
13559,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
13560,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
13561,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
13562,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
13563,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
13564,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
13565,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
13566,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
13567,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
13568,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
13569,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
13570,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
13571,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
13572,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
13573,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13574,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
13575,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
13576,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
13577,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
13578,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
13579,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13580,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
13581,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
13582,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
13583,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
13584,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
13585,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
13586,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
13587,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
13588,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
13589,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
13590,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
13591,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
13592,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
13593,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
13594,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
13595,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
13596,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
13597,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
13598,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
13599,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
13600,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
13601,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13602,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13603,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
13604,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
13605,Forest,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
13606,Forest,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
13607,Forest,Cropland,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
13608,Forest,Cropland,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
13609,Forest,Cropland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
13610,Forest,Cropland,Forest,Water,Non_Wetland,Water,Shrubland,Water
13611,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Shrubland,Cropland
13612,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Water,Wetland
13613,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Cropland
13614,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Forest
13615,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
13616,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13617,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13618,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
13619,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
13620,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
13621,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
13622,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
13623,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
13624,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
13625,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
13626,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
13627,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
13628,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13629,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
13630,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
13631,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13632,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
13633,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
13634,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
13635,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
13636,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
13637,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
13638,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
13639,Forest,Wetland,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Forest
13640,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
13641,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
13642,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13643,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
13644,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
13645,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Water,Forest
13646,Forest,Wetland,NULL,Water,Non_Wetland,Forest,NULL,Forest
13647,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13648,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
13649,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
13650,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
13651,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13652,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13653,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13654,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13655,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13656,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
13657,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13658,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
13659,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
13660,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
13661,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
13662,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
13663,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13664,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
13665,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
13666,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
13667,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13668,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
13669,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
13670,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
13671,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
13672,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
13673,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13674,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13675,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13676,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
13677,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
13678,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13679,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
13680,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
13681,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Built-up,Forest
13682,Forest,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
13683,Forest,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
13684,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
13685,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13686,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
13687,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
13688,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13689,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13690,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
13691,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13692,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
13693,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
13694,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
13695,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
13696,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
13697,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13698,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13699,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
13700,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13701,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13702,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13703,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13704,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
13705,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
13706,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
13707,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
13708,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Forest
13709,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13710,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
13711,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13712,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
13713,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
13714,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
13715,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
13716,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
13717,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
13718,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
13719,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13720,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
13721,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
13722,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
13723,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
13724,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
13725,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13726,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
13727,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
13728,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Forest
13729,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
13730,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland,Water,Forest
13731,Forest,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
13732,Forest,Wetland,Wetland,NULL,Wetland,NULL,Built-up,Grassland
13733,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
13734,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
13735,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
13736,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
13737,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
13738,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
13739,Forest,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Forest
13740,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
13741,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
13742,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
13743,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
13744,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
13745,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
13746,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
13747,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
13748,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
13749,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
13750,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
13751,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
13752,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
13753,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
13754,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
13755,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Built-up,Forest
13756,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
13757,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
13758,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
13759,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Built-up,Forest
13760,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
13761,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
13762,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
13763,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
13764,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
13765,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
13766,Forest,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Forest
13767,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
13768,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
13769,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
13770,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Water,Grassland
13771,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Water,Forest
13772,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
13773,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
13774,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
13775,Forest,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Forest
13776,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
13777,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
13778,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
13779,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Wetland
13780,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
13781,Forest,Wetland,Water,NULL,Water,Bareland,Water,Forest
13782,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
13783,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
13784,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
13785,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
13786,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Forest
13787,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
13788,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
13789,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13790,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
13791,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
13792,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13793,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13794,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
13795,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
13796,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
13797,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
13798,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
13799,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
13800,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
13801,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
13802,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
13803,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
13804,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
13805,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
