Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHC_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Cropland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Built-up
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Built-up
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Cropland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Water
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
565,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
566,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
567,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
568,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
569,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
570,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
571,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
572,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
573,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
574,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
575,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Cropland
576,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
577,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
578,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
579,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
580,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
581,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
582,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,NULL
583,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
584,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
585,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
586,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
587,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
588,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Wetland
589,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
590,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
591,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
592,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
593,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
594,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
595,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
596,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
597,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
598,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
599,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
600,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
601,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
602,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
603,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
604,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
606,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
607,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
608,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
609,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
610,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
611,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
612,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
613,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
614,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
615,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
616,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
617,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
618,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
619,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
620,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
621,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
622,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
623,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
624,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
625,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
626,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
628,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
629,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
630,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
631,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
632,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
633,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
635,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
636,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
637,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
638,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
639,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
640,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
642,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
643,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
644,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
645,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
646,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
648,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
649,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
650,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
651,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
