Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPT_M_R
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Cropland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Bareland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Built-up
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Water
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Water
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Built-up
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Bareland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
641,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
642,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
643,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
644,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
645,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
646,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
647,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
648,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
649,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
650,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
651,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
652,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
653,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
654,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
655,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Bareland
