Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBT_M_R
2707,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2708,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2709,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2710,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2711,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2712,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2713,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2714,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2715,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2716,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2717,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
2718,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2719,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2720,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2721,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2722,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2723,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2724,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2725,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2726,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2727,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2728,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2729,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2730,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2731,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2732,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2733,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2734,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
2735,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2736,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2737,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
2738,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2739,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2740,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2741,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
2742,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2743,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2744,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2745,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2746,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2747,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2748,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2749,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2750,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2751,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2752,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2753,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2754,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2755,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
2756,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2757,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2758,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2759,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2760,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2761,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
2762,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2763,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2764,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2765,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2766,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
2767,Forest,Wetland,Water,NULL,Water,Water,Grassland,Forest
2768,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
2769,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
2770,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
2771,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2772,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2773,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2774,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2775,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2776,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2777,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2778,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2779,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
2780,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2781,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2782,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2783,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2784,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2785,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2786,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2787,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2788,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2789,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2790,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2791,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2792,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2793,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2794,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2795,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2796,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
2797,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2798,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2799,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2800,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2801,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2802,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2803,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2804,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2805,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2806,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2807,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2808,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2809,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2810,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
2811,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2812,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2813,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2814,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2815,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
2816,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
2817,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2818,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
2819,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2820,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
2821,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2822,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2823,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2824,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2825,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2826,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2827,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2828,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2829,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2830,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2831,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2832,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2833,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2834,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2835,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2836,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2837,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2838,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2839,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
2840,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2841,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2842,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2843,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2844,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2845,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2846,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2847,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
2848,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2849,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2850,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2851,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2852,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2853,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2854,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2855,Forest,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
2856,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2857,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2858,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2859,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2860,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
2861,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
2862,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2863,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2864,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
2865,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2866,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
2867,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2868,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2869,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2870,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
2871,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2872,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2873,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
2874,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2875,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2876,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2877,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2878,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
2879,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2880,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2881,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
2882,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2883,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2884,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2885,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
2886,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2887,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2888,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2889,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2890,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2891,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2892,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2893,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2894,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
2895,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2896,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2897,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
2898,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2899,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2900,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2901,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2902,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2903,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2904,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2905,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2906,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2907,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2908,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2909,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2910,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2911,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2912,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2913,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2914,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2915,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2916,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2917,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
2918,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2919,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
2920,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2921,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2922,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2923,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
2924,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2925,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2926,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2927,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2928,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2929,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
2930,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2931,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2932,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
2933,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2934,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2935,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2936,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
2937,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
2938,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2939,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2940,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2941,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2942,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
2943,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2944,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2945,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2946,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2947,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2948,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2949,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2950,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2951,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2952,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2953,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2954,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2955,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
2956,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2957,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2958,Forest,Water,Water,NULL,Water,NULL,Water,Water
2959,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2960,Forest,Water,Water,NULL,Water,NULL,Forest,Water
2961,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2962,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
2963,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
2964,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2965,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
2966,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
2967,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2968,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2969,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2970,Forest,Water,Water,NULL,Water,Bareland,Grassland,Grassland
2971,Forest,Water,Water,NULL,Water,Bareland,Grassland,Water
2972,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
2973,Forest,Water,Water,NULL,Water,Bareland,Wetland,Bareland
2974,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
2975,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
2976,Forest,Water,Water,NULL,Water,Bareland,Forest,Water
2977,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
2978,Forest,Water,Water,NULL,Water,Water,Grassland,Bareland
2979,Forest,Water,Water,NULL,Water,Water,Grassland,Water
2980,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
2981,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2982,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2983,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2984,Forest,Water,Water,NULL,Water,Water,Water,Water
2985,Forest,Water,Water,NULL,Water,Water,Water,Forest
2986,Forest,Water,Water,NULL,Water,Water,Forest,Water
2987,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2988,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
2989,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2990,Forest,Water,Water,NULL,Water,Forest,Water,Water
2991,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2992,Forest,Water,Water,NULL,Water,Forest,Forest,Water
2993,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2994,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
2995,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2996,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2997,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2998,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2999,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3000,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3001,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3002,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
3003,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
3004,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
3005,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
3006,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
3007,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
3008,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
3009,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3010,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3011,Forest,Water,Water,Water,Water,NULL,Water,Water
3012,Forest,Water,Water,Water,Water,NULL,Water,Forest
3013,Forest,Water,Water,Water,Water,NULL,Forest,Forest
3014,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
3015,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
3016,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
3017,Forest,Water,Water,Water,Water,Grassland,Water,Forest
3018,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
3019,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3020,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3021,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
3022,Forest,Water,Water,Water,Water,Bareland,Water,Forest
3023,Forest,Water,Water,Water,Water,Water,Grassland,Water
3024,Forest,Water,Water,Water,Water,Water,Grassland,Forest
3025,Forest,Water,Water,Water,Water,Water,Wetland,Water
3026,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3027,Forest,Water,Water,Water,Water,Water,Water,Grassland
3028,Forest,Water,Water,Water,Water,Water,Water,Water
3029,Forest,Water,Water,Water,Water,Water,Water,Forest
3030,Forest,Water,Water,Water,Water,Water,Forest,Water
3031,Forest,Water,Water,Water,Water,Water,Forest,Forest
3032,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
3033,Forest,Water,Water,Water,Water,Forest,Wetland,Water
3034,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3035,Forest,Water,Water,Water,Water,Forest,Water,Water
3036,Forest,Water,Water,Water,Water,Forest,Water,Forest
3037,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3038,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3039,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3040,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3041,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3042,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3043,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3044,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3045,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3046,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3047,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
3048,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3049,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3050,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3051,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3052,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3053,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3054,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3055,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3056,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3057,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3058,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3059,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3060,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3061,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3062,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3063,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
3064,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3065,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3066,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
3067,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3068,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3069,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3070,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3071,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3072,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3073,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
