Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MXA_M_R
1044,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1045,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1046,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1047,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1048,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1049,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1050,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1051,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1052,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1053,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1054,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1055,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1056,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1057,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1058,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1059,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1060,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1061,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1062,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1063,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1064,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1065,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1066,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1067,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1068,Wetland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1069,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
1070,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1071,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1072,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1073,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1074,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1075,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1077,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1078,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1079,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1080,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1081,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1082,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1083,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1084,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1085,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1086,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1087,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1088,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1089,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1090,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1091,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1092,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1093,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1094,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1095,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1096,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1097,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1098,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1099,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1100,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1101,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1102,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1103,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1104,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1105,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1106,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1107,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1108,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1109,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1110,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1111,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1112,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1113,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1114,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1115,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1116,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1117,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1118,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1119,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1120,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1121,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1122,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1123,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1124,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1125,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1126,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1127,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1128,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1129,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1130,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1131,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1132,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1133,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1134,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1135,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1136,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1137,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1138,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1139,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1140,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1141,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1142,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1143,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1144,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1145,Wetland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1146,Wetland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1147,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1148,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1149,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1150,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1151,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1152,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1153,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1154,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1155,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1156,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1157,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1158,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1159,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1160,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1161,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1162,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1163,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1164,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1165,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1166,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1167,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1168,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1169,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1170,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1171,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1172,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1173,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1174,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1175,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1176,Wetland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1177,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1178,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1179,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1180,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1181,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1182,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1183,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1184,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1185,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1186,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1187,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1188,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1189,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1190,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1191,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1192,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1193,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1194,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1195,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1196,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1197,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1198,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1199,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1200,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1201,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1202,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1203,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1204,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1205,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1206,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1207,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1208,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1209,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1210,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1211,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1212,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1213,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1214,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1215,Wetland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1216,Wetland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1217,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1218,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1219,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1220,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1221,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
1222,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1223,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1224,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1225,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1226,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1227,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1228,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1229,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1230,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1231,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1232,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1233,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1234,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1235,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1236,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1237,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1238,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1239,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1240,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1241,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1242,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1243,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1244,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1245,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1246,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1247,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1248,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1249,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1250,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1251,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1252,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1253,Bareland,NULL,Water,NULL,Water,NULL,NULL,Built-up
1254,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1255,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1256,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1257,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1258,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1259,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1260,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1261,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1262,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1263,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1264,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1265,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1266,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1267,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1268,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1269,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1270,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1271,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1272,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1273,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1274,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1275,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1276,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1277,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1278,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1279,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1280,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1281,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1282,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1283,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1284,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1285,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1286,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1287,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1288,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1289,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1290,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1291,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1292,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1293,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1294,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1295,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1296,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1297,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1298,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1299,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1300,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1301,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1302,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1303,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1304,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1305,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1306,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1307,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1308,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1309,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1310,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1311,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1312,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1313,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1314,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1315,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1316,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1317,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1318,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1319,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1320,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1321,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1322,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1323,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1324,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1325,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1326,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1327,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1328,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1329,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1330,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1331,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1332,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1333,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1334,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1335,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1336,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1337,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1338,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1339,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1340,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1341,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1342,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1343,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1344,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1345,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1346,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1347,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1348,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1349,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1350,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1351,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1352,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1353,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1354,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1355,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1356,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1357,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1358,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1359,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1360,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1361,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1362,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1363,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1364,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1365,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1366,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1367,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1368,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1369,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1370,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1371,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1372,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1373,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1374,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1375,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1376,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1377,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1378,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1379,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1380,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1381,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1382,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1383,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1384,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
