Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYC_M_R
1060,Forest,Water,Water,NULL,Water,Water,Forest,Water
1061,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1062,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1063,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1064,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1065,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1066,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1067,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1068,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1069,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1070,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1071,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
1072,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1073,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1074,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1075,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1076,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1077,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1078,Forest,Water,Water,Water,Water,NULL,NULL,Water
1079,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1080,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1081,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1082,Forest,Water,Water,Water,Water,NULL,Water,Water
1083,Forest,Water,Water,Water,Water,NULL,Water,Forest
1084,Forest,Water,Water,Water,Water,NULL,Forest,Water
1085,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
1086,Forest,Water,Water,Water,Water,Grassland,Water,Water
1087,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
1088,Forest,Water,Water,Water,Water,Wetland,Water,Water
1089,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1090,Forest,Water,Water,Water,Water,Water,Wetland,Water
1091,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1092,Forest,Water,Water,Water,Water,Water,Water,Water
1093,Forest,Water,Water,Water,Water,Water,Water,Forest
1094,Forest,Water,Water,Water,Water,Water,Forest,Water
1095,Forest,Water,Water,Water,Water,Water,Forest,Forest
1096,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1097,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1098,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1099,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1100,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1101,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1102,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1103,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1104,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1105,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1106,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1107,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
1108,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
1109,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1110,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1111,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1112,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1113,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1114,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1115,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1116,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1117,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1118,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1119,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1120,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1121,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1122,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1123,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1124,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1125,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1126,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1127,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1128,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
1129,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1130,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1131,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1132,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1133,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1134,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1135,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1136,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1137,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1138,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1139,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1140,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1141,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1142,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1143,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
1144,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1145,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1146,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1147,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1148,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1149,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1150,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1151,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1152,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1153,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1154,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1155,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1156,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1157,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1158,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1159,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1160,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1161,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1162,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1163,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1164,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1165,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1166,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1167,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1168,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1169,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1170,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1171,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1172,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1173,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1174,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1175,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1176,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1177,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1178,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1179,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1180,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1181,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1182,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1183,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1184,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1185,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1186,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1187,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1188,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1189,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1190,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1191,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1192,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1193,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1194,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1195,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1196,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1197,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1198,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1199,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1200,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1201,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1202,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1203,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1204,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1205,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1206,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1207,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1208,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1209,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1210,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1211,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1212,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1213,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1214,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1215,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1216,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1217,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1218,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1219,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1220,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1221,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1222,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1223,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1224,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1225,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1226,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1227,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1228,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1229,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1230,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1231,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1232,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1233,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1234,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1235,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1236,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1237,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
1238,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1239,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1240,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1241,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1242,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1243,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1244,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1245,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1246,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1247,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1248,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1249,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1250,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1251,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1252,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1253,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1254,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1255,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1256,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1257,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1258,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1259,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1260,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1261,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1262,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1263,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1264,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
1265,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1266,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
1267,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1268,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1269,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1270,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
1271,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1272,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1273,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1274,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1275,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1276,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1277,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1278,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1279,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1280,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1281,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1282,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1283,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1284,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1285,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1286,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1287,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1288,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1289,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1290,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1291,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1292,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1293,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1294,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
1295,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1296,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1297,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1298,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1299,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1300,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1301,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1302,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1303,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1304,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1305,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1306,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1307,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1308,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1309,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1310,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1311,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1312,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1313,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1314,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1315,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1316,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1317,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1318,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Water
1319,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1320,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1321,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1322,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1323,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1324,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1325,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1326,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1327,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1328,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
1329,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1330,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1331,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1332,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1333,Forest,Forest,Water,NULL,Water,Water,Water,Bareland
1334,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1335,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1336,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1337,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1338,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1339,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1340,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1341,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1342,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1343,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1344,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1345,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1346,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1347,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1348,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1349,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
1350,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1351,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1352,Forest,Forest,Water,Water,Water,Water,Water,Water
1353,Forest,Forest,Water,Water,Water,Water,Water,Forest
1354,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1355,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1356,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1357,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1358,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1359,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1360,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1361,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1362,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1363,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1364,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1365,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1366,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1367,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1368,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1369,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1370,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1371,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1372,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1373,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1374,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1375,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1376,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1377,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1378,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1379,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1380,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1381,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1382,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1383,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1384,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1385,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1386,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1387,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1388,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1389,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1390,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1391,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1392,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1393,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1394,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1395,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1396,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1397,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1398,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1399,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1400,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1401,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1402,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1403,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1404,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1405,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1406,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1407,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1408,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1409,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1410,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1411,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1412,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1413,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1414,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1415,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Water
1416,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
