Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRS_M_R
328,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Water,Grassland
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Water,Cropland
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Cropland
347,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
348,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
349,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
350,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
351,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
352,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
353,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
354,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
355,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
356,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
357,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
358,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,NULL
359,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
360,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
361,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
362,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
363,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
364,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
365,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
366,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
367,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
368,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
369,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
370,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
371,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
372,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
373,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
374,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
375,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
376,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
377,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Built-up,NULL
378,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
379,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
380,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
381,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
382,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
383,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
384,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
385,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
386,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
387,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
388,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
389,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
390,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
391,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
392,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
393,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
394,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
395,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
396,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
397,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
398,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
399,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
400,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
401,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
402,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
403,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
404,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
405,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
406,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
407,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
408,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,NULL
409,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
410,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Cropland
411,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
412,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Forest
413,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
414,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Wetland
415,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
416,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Cropland
417,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
418,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
419,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
420,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
421,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
422,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
423,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
424,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
425,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
426,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
427,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
428,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Cropland
429,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
430,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,NULL
431,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
432,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Cropland
433,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Wetland
434,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
435,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Cropland
436,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
437,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
438,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
439,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
440,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Cropland
441,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
442,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
443,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Cropland
444,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Water
445,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
446,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Cropland
447,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
448,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
449,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Cropland
450,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
451,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Cropland
452,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
453,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
454,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
455,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
456,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
457,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
458,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
459,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
460,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
461,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
462,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
463,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Built-up,Grassland
464,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
465,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
466,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
467,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
468,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
469,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
470,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
471,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
472,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
473,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
479,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
480,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
481,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
487,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
494,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
495,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
503,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
504,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Cropland
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
