Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFM_M_R
3473,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
3474,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3475,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3476,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3477,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3478,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3479,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3480,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3481,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3482,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3483,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3484,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3485,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3486,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3487,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3488,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3489,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3490,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3491,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3492,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3493,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3494,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3495,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3496,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3497,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3498,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3499,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3500,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3501,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3502,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3503,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
3504,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
3505,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3506,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3507,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
3508,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3509,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3510,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3511,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
3512,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3513,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
3514,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
3515,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3516,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3517,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3518,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
3519,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3520,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3521,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3522,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3523,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3524,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3525,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3526,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3527,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
3528,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3529,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
3530,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Water
3531,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
3532,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
3533,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
3534,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3535,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3536,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
3537,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Water
3538,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
3539,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
3540,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3541,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
3542,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3543,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
3544,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3545,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Water
3546,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
3547,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
3548,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
3549,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
3550,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
3551,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
3552,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
3553,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
3554,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3555,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3556,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3557,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3558,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3559,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3560,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3561,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3562,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3563,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3564,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3565,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
3566,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3567,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3568,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3569,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3570,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3571,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3572,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
3573,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3574,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3575,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
3576,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Water
3577,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
3578,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
3579,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3580,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3581,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
3582,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3583,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3584,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3585,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3586,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3587,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3588,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3589,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3590,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
3591,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Water
3592,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
3593,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
3594,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3595,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3596,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
3597,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3598,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3599,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
3600,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
3601,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3602,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3603,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3604,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
3605,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3606,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3607,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3608,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3609,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3610,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3611,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3612,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3613,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
3614,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
3615,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3616,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3617,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3618,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3619,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3620,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
3621,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3622,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
3623,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
3624,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
3625,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
3626,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3627,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Water
3628,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
3629,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
3630,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Forest
3631,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
3632,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Water
3633,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Forest
3634,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
3635,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
3636,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
3637,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Bareland,Grassland
3638,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
3639,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Water
3640,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Forest
3641,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
3642,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
3643,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
3644,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
3645,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
3646,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3647,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
3648,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
3649,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3650,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Water
3651,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3652,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3653,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
3654,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3655,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
3656,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
3657,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
3658,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
3659,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
3660,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
3661,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3662,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
3663,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3664,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3665,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3666,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3667,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
3668,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3669,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
3670,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3671,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
3672,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
3673,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
3674,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3675,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
3676,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3677,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3678,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
3679,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3680,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3681,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3682,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3683,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3684,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
3685,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3686,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3687,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3688,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
3689,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
3690,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3691,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
3692,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3693,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
3694,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3695,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3696,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
3697,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3698,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
3699,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
3700,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
3701,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
3702,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
3703,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
3704,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3705,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
3706,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3707,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
3708,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
3709,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3710,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
3711,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
3712,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
3713,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
3714,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
3715,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
3716,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
3717,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
3718,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
3719,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
3720,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
3721,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
3722,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
3723,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
3724,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3725,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3726,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3727,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3728,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3729,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3730,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
3731,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
3732,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
3733,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3734,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3735,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3736,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3737,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3738,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3739,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
3740,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
3741,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3742,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
3743,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3744,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Water
3745,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
3746,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
3747,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
3748,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3749,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3750,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3751,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3752,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3753,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
3754,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
3755,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3756,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
3757,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3758,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3759,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3760,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3761,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
3762,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3763,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3764,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3765,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
3766,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3767,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3768,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
3769,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3770,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
3771,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
3772,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3773,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
3774,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
3775,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3776,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3777,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3778,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
3779,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
3780,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3781,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Water
3782,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
3783,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
3784,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
3785,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
3786,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
3787,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
3788,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
3789,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Grassland
3790,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
3791,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
3792,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
3793,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3794,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3795,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
3796,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
3797,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Forest
3798,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
3799,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
3800,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
3801,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
3802,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
3803,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
3804,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
3805,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3806,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
3807,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
3808,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3809,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
3810,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3811,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Grassland
3812,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Water
3813,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Forest
3814,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3815,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
