Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRU_M_R
1371,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1372,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1373,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1374,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1375,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1376,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1377,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1378,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1379,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1380,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1381,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1382,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1383,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1384,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1385,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1386,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1387,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1388,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1389,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1390,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1391,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1392,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1393,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1394,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1395,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1396,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1397,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1398,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1399,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1400,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1401,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1402,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1403,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1404,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1405,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1406,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1407,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1408,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1409,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1410,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1411,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1412,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1413,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1414,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1415,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1416,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1417,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1418,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1419,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1420,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1421,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1422,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1423,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1424,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1425,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1426,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1427,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1428,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1429,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1430,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1431,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1432,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1433,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1434,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1435,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1436,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1437,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1438,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1439,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1440,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1441,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1442,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1443,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1444,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1445,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1446,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1447,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1448,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1449,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1450,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1451,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1452,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
1453,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1454,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1455,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1456,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1457,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1458,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1459,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1460,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1461,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1462,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1463,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1464,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1465,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1466,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1467,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1468,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1469,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1470,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1471,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1472,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1473,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1474,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1475,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1476,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1477,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1478,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1479,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1480,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1481,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1482,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1483,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1484,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1485,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1486,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1487,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1488,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1489,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1490,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1491,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1492,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1493,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1494,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1495,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1496,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1497,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1498,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1499,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1500,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1501,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1502,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1503,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1504,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1505,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1506,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1507,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1508,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1509,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1510,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1511,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1512,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1513,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1514,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1515,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1516,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1517,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1518,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1519,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1520,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1521,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1522,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1523,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1524,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1525,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1526,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1527,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1528,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1529,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1530,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
1531,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1532,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1533,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1534,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1535,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1536,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1537,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1538,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1539,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1540,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1541,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1542,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1543,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1544,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1545,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1546,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1547,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1548,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1549,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1550,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1551,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1552,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1553,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1554,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1555,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1556,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1557,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1558,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1559,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1560,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1561,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1562,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1563,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1564,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1565,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1566,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1567,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1568,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1569,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1570,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1571,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1572,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1573,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1574,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1575,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1576,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1577,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1578,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1579,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1580,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1581,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1582,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
1583,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1584,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1585,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1586,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1587,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1588,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1589,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1590,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1591,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1592,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1593,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1594,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1595,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1596,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1597,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1598,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1599,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1600,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1601,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1602,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1603,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1604,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1605,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1606,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1607,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1608,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1609,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1610,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1611,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1612,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1613,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1614,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1615,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1616,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1617,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1618,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1619,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1620,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1621,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1622,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1623,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1624,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1625,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1626,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1627,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1628,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1629,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1630,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1631,Bareland,Water,Water,NULL,Water,NULL,NULL,NULL
1632,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1633,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1634,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1635,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1636,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1637,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1638,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1639,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1640,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1641,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1642,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1643,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1644,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1645,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1646,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1647,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1648,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1649,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1650,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1651,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1652,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1653,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1654,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1655,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1656,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1657,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1658,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1659,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1660,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1661,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1662,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1663,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1664,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1665,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1666,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
1667,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1668,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1669,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1670,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1671,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1672,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1673,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1674,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1675,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1676,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1677,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1678,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1679,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1680,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1681,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1682,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1683,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1684,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1685,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1686,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1687,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1688,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1689,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1690,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1691,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1692,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1693,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1694,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1695,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1696,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1697,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1698,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1699,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1700,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1701,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1702,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1703,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1704,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1705,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
